id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key
1773,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 현대카드 에디션3 출시…""네이버플러스 스토어 최대 15% 적립""",네이버 현대카드 에디션3 출시 네이버플러스 스토어 최대 15 적립,네이트,네이트,"Wed, 26 Aug 2026 00:30:00 GMT","네이버 현대카드 에디션3 출시…""네이버플러스 스토어 최대 15% 적립"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE93THNiWHZkTE9CaC1GbUEySkROWi04ZFV3ejNyeUVMdV9uN0ZyUG1sMktrbXhVUXZlSkpFSzloMVJXVElQcFVUcTFZSTFYUDA0SUl3?oc=5,google_rss_네이버 when:2d,191.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,191.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 현대카드 에디션3 출시 네이버플러스 스토어 최대 15 적립,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 현대카드 에디션3 출시 네이버플러스 스토어 최대 15 적립,comp_domestic_strategy,
1766,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 크리에이터 수익모델 ‘여행 커넥트’ 출시…쇼핑 넘어 여행 어필리에이트 확대",네이버 크리에이터 수익모델 여행 커넥트 출시 쇼핑 넘어 여행 어필리에이트 확대,나눔경제뉴스,나눔경제뉴스,"Tue, 25 Aug 2026 22:04:33 GMT","네이버, 크리에이터 수익모델 ‘여행 커넥트’ 출시…쇼핑 넘어 여행 어필리에이트 확대 나눔경제뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE9XNkN5R2lrelh1Zm9Fbmh2aUlSU2VoeUN2eGd1NHZYZHlDNkhHQWNwMjdCYzBQZWhWZUZZZUd2enZ6QnZTS0JIMzFDNGdxQkJkbVZOdnU4Smc5UTV5ZUZfX2t2S3VFRUlFV3lyQg?oc=5,google_rss_네이버 when:2d,191.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,191.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 크리에이터 수익모델 여행 커넥트 출시 쇼핑 넘어 여행 어필리에이트 확대,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 크리에이터 수익모델 여행 커넥트 출시 쇼핑 넘어 여행 어필리에이트 확대,comp_domestic_finance_commerce,
2070,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,[천지일보 이슈종합] 호르무즈 기뢰·쿠팡 조사 거부·제주 장미란·당원 정치 협공·경찰 수사권·800조+α·용산공원 주택공급·미국 2차 제재·경제적 배제 작전,호르무즈 기뢰 쿠팡 조사 거부 제주 장미란 당원 정치 협공 경찰 수사권 800조+ 용산공원 주택공급 미국 2차 제재 경제적 배제 작전,천지일보,천지일보,"Tue, 25 Aug 2026 22:00:00 GMT",[천지일보 이슈종합] 호르무즈 기뢰·쿠팡 조사 거부·제주 장미란·당원 정치 협공·경찰 수사권·800조+α·용산공원 주택공급·미국 2차 제재·경제적 배제 작전 천지일보,https://news.google.com/rss/articles/CBMiakFVX3lxTE1XWjgzemE1SmZwSXdyWlAwSDlMU29Zd1FzdVUyZ3Y4QVBncEJzdWNaT2FkVXNyU1ZHSW10eHViU2t0RHdadjk1Ymk5aFJMNlE3aHpibVNRLUZ4S29ZQTFPRWpJNG9Ub3lCMWc?oc=5,google_rss_쿠팡 when:2d,190.25,75.0,legal_regulatory_enforcement,legal_regulatory_enforcement,쿠팡,,Y,,,,competitor:platform_obligation,platform_operator_obligation,29.0,published_today+exclusive_breaking,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,190.25,legal_regulatory_enforcement,competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,
1872,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이·BC카드·유니온페이, 방한 외국인 결제 활성화 협력",네이버페이 bc카드 유니온페이 방한 외국인 결제 활성화 협력,edaily.co.kr,이데일리,"Tue, 25 Aug 2026 00:44:03 GMT","네이버페이·BC카드·유니온페이, 방한 외국인 결제 활성화 협력 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNUGlDSmlCaHQ4QlBXSjNQbTdpNlJGYThiUUFqVmxvZnFkX1dVWS15akFrRXo0NzNKZzlqV2w5TVdzc1pKV2JObmJoVks0amZfRTB1ZnZveGlGeWFiTjRNeWNyNU02RV9sUGZVNnlFUVNNSWJ4dEpINjV0bmFUdXZ6Rg?oc=5,google_rss_네이버 site:edaily.co.kr when:2d,190.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,190.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버페이 bc카드 유니온페이 방한 외국인 결제 활성화 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버페이 bc카드 유니온페이 방한 외국인 결제 활성화 협력,comp_domestic_ai_platform,
2624,경쟁사/해외이슈,경쟁사_해외이슈,애플,“미 빅테크와 과징금으로 싸워선 안 돼”…애플과 맞선 게임 CEO의 조언,미 빅테크와 과징금으로 싸워선 안 돼 애플과 맞선 게임 ceo의 조언,한겨레,한겨레,"Tue, 25 Aug 2026 00:41:00 GMT",“미 빅테크와 과징금으로 싸워선 안 돼”…애플과 맞선 게임 CEO의 조언 한겨레,https://news.google.com/rss/articles/CBMiYEFVX3lxTFB4UzdOTndZd0JTNkZtWW16Y0NfM1cwWEFMQzhCdmh2ay1NM0JDdkVxU3R2NTF5ODhrSEItZXhZTDROeTJoN2ZyNWFlcVZtbEozTHRpRFI2ekhfNE0zR2hwRA?oc=5,google_rss_애플 when:2d,189.5,36.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_inapp,애플,,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:apple:platform_regulation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,189.5,legal_regulatory_enforcement,competitor:regulatory_enforcement,global_incident:platform_regulation:apple:platform_regulation:sanction_penalty,global_incident:platform_regulation:apple:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:apple:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:apple:platform_regulation,comp_overseas_regulation_data,
2410,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 캘리포니아에 AI 규제 강화 요구",오픈ai 캘리포니아에 ai 규제 강화 요구,미주조선일보,미주조선일보,"Tue, 25 Aug 2026 22:12:26 GMT","오픈AI, 캘리포니아에 AI 규제 강화 요구 미주조선일보",https://news.google.com/rss/articles/CBMidkFVX3lxTFA2dXowNFY0enhrbzlMN3ZxT2drVkRqd0paMUVORGdGb1h4a0RNYkJuZUFSeXlPNGNueGRZdGZwUXExa0VFa1dZMzJzX0lzRkcyMUhwcjBjbVhVeDdvNEdMZnRUZnkyemVEUHdWSGZ3TWhpck5Ecmc?oc=5,google_rss_오픈AI when:2d,189.5,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,189.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:policy_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
1942,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, ‘갤럭시 퀀텀7’ 출시…AI 강화한 준플래그십 선봬",skt 갤럭시 퀀텀7 출시 ai 강화한 준플래그십 선봬,더트래커,더트래커,"Mon, 24 Aug 2026 23:26:02 GMT","SKT, ‘갤럭시 퀀텀7’ 출시…AI 강화한 준플래그십 선봬 더트래커",https://news.google.com/rss/articles/CBMiWEFVX3lxTE5ORGFPNm1kQU9KTS1VOWNhUmJVRjFMSDdIQXVhXzVwWGxDQXJoZklvSV9xSklCdUZ0UWh2UFd0X0xwa1BDU2UteHpyWnJwMmRJdHBWWmRHb04?oc=5,google_rss_SKT when:2d,189.5,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,business_change,event:SKT:ai_infrastructure_security,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,189.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
650,정부/국회,정부_국회,공정거래위원회,쿠폰으로 최저가 맞춘 쿠팡...공정위 현장조사에 불응했다,쿠폰으로 최저가 맞춘 쿠팡 공정위 현장조사에 불응했다,조선일보,조선일보,"Tue, 25 Aug 2026 08:45:00 GMT",쿠폰으로 최저가 맞춘 쿠팡...공정위 현장조사에 불응했다 조선일보,https://news.google.com/rss/articles/CBMieEFVX3lxTE5SYXZQNnQ1Nk94bWlPLVdSQ2s0OXk0ZTFYUDVWRmJLSDE0RmFUa1FYTldONTlwQ2hGTW8ySDJZUGJNaTkxNGY0ZkRybENGRlVCM1hTOUdVVTV0dHRIV0dHR3dDZy0teEhZQXRYeEpPbm5EM2dQYWNOZg?oc=5,google_rss_공정거래위원회 when:2d,189.1,36.5,"antitrust_platform,self_pr_promo",antitrust_general,"공정위,쿠팡",low_value:쿠폰,,,,,,general,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:deceptive_membership_price_ad,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,189.1,policy_legislation,,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad:investigation_review,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,로컬 보조 라벨,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_enforcement:coupang:deceptive_membership_price_ad,government_general_low_relevance,platform_enforcement:coupang:deceptive_membership_price_ad
2602,경쟁사/해외이슈,경쟁사_해외이슈,애플,[기업家] 애플 ②ㅣ 아이폰18 출격 채비…AI·반도체·앱스토어·보안까지 '글로벌 승부수',기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,네이트,네이트,"Tue, 25 Aug 2026 15:10:00 GMT",[기업家] 애플 ②ㅣ 아이폰18 출격 채비…AI·반도체·앱스토어·보안까지 '글로벌 승부수' 네이트,https://news.google.com/rss/articles/CBMieEFVX3lxTE55cHlEYTZfenpMLVFOajlpbEdfTUFoLTd0Tk9WT0xocTdjWF9VQ3g4Q0JHemViSHlfd3EtT01EUHFleHFuaW5HWkZfaHBlMmduaGdGMHJyZ2VIVm14SzRpNU01NVJDNEdVcERIM3RGSGtpaGFvdXB5YQ?oc=5,google_rss_애플 when:2d,189.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,애플,,,,,,,general,24.0,published_today,direct_risk,event:애플:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,189.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,comp_overseas_platform_ai,
2597,경쟁사/해외이슈,경쟁사_해외이슈,애플,[기업家] 애플 ②ㅣ 아이폰18 출격 채비…AI·반도체·앱스토어·보안까지 ‘글로벌 승부수’,기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,CBC뉴스,CBC뉴스,"Tue, 25 Aug 2026 15:08:00 GMT",[기업家] 애플 ②ㅣ 아이폰18 출격 채비…AI·반도체·앱스토어·보안까지 ‘글로벌 승부수’ CBC뉴스,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBCU3ZsbGRmc0ZmUkRaNHFEU3ZTMEdQaEpSeFJ1d21wZlcxcU5BQmY1QlRLTjBpOUhBN20tUzItQ2RUWkNaWTJYTzJUQzlGWktIRVhPd01hLXpiWjBYUzJhLWlYdTJlVm15?oc=5,google_rss_애플 when:2d,189.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,애플,,,,,,,general,24.0,published_today,direct_risk,event:애플:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,189.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:기업 애플 아이폰18 출격 채비 ai 반도체 앱스토어 보안까지 글로벌 승부수,comp_overseas_regulation_data,
2077,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"공정위, '납품업체 갑질 의혹' 쿠팡 현장조사 무산…대규모유통업법 시행 이후 처음",공정위 납품업체 갑질 의혹 쿠팡 현장조사 무산 대규모유통업법 시행 이후 처음,아시아경제,아시아경제,"Tue, 25 Aug 2026 10:02:32 GMT","공정위, '납품업체 갑질 의혹' 쿠팡 현장조사 무산…대규모유통업법 시행 이후 처음 아시아경제",https://news.google.com/rss/articles/CBMid0FVX3lxTE1kaDRMby1hVVpFcnhaWnFFV3JxRktielduTllsZnBQb2xsTEsyQzJRaGlVWERxaHpuUVdDc081Q2pXbFFlQTRzempQUUR3X2xtanNXZUVmUnh2MlRDaWVnYnktd1NEUF9QMFJ1clhlQVJwUTFDU0lj?oc=5,google_rss_쿠팡 when:2d,188.5,102.5,"antitrust_platform,platform_obligation",antitrust_general,"공정위,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,coupang_competitor_enforcement_or_risk,Y,coupang,188.5,platform_obligation,government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:policy_change,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,
2438,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""챗GPT 결제 실패"" 메일 눌렀다간 낭패…옛 본사 주소까지 베낀 피싱",챗gpt 결제 실패 메일 눌렀다간 낭패 옛 본사 주소까지 베낀 피싱,솔루션뉴스,솔루션뉴스,"Tue, 25 Aug 2026 10:18:28 GMT","""챗GPT 결제 실패"" 메일 눌렀다간 낭패…옛 본사 주소까지 베낀 피싱 솔루션뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE9fT0dZeWFic2RHQ2MtZnBWV0VSZzNPdU9OR29RN3pRN0xvT2RTMHp4LVFSTXFYQ0tVZFNDMGx2TmEyMEpmVmNDMUJJenVRTTZPM0l6NXBGeG55LTBWVXEzN1M3RE1hZzdLbE9j?oc=5,google_rss_오픈AI when:2d,188.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_phishing_malware,오픈AI,,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:phishing_or_account_takeover,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,188.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:platform_regulation:openai:platform_regulation:general,global_incident:platform_regulation:openai:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:openai:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:openai:platform_regulation,comp_overseas_regulation_data,
1864,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이, BC카드·유니온페이 '맞손'…외국인 결제 서비스 출시",네이버페이 bc카드 유니온페이 맞손 외국인 결제 서비스 출시,뉴스1,뉴스1,"Mon, 24 Aug 2026 23:31:56 GMT","네이버페이, BC카드·유니온페이 '맞손'…외국인 결제 서비스 출시 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBFN1BST2swYUtJMGtjOE5oeUdHMnJmVlF3NTdzOXRocDMwS1JXYUFPU0c5ZUk5SDlYTmJUaHQtdU12N19UWWRSaTlHazBtdTBCWUVjN25oLXNUTElmcXpDUXo0TklDckZp0gFuQVVfeXFMT1lUc3lTRXNrMGJKTTNMQXpHT0ZxY3BfWWRtTERkRnNxS1ZYS3NBZTdBLWphOTFQUVlxWElrZnlrQzRybWJkUmd2aE5na19CWjdOTnFDUVV4TThuRE96ZERaLW5qdnByeTFyV0lyZ1E?oc=5,google_rss_네이버 site:news1.kr when:2d,186.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,186.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이 맞손 외국인 결제 서비스 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버페이 bc카드 유니온페이 맞손 외국인 결제 서비스 출시,comp_domestic_finance_commerce,
2863,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"엔비디아, 올해 말 중국을 위한 특별한 AI 칩을 준비한다고 부인하다",엔비디아 올해 말 중국을 위한 특별한 ai 칩을 준비한다고 부인하다,VOI.ID,VOI.ID,"Tue, 25 Aug 2026 14:24:38 GMT","엔비디아, 올해 말 중국을 위한 특별한 AI 칩을 준비한다고 부인하다 VOI.ID",https://news.google.com/rss/articles/CBMiS0FVX3lxTE5kc3htZFVwQko3dGd1UUxYZDhZVDFxOGhTd3hidXY0WmtUUFExUGRPMVBTcTBZa1RfUWxMbDdEVGNJUlhPVzYtYktnMNIBQkFVX3lxTE9ZQ2I4X2ZadDFCRGk0TjRrVzNVd2ZCdExDQ2NsSlR3ZXZoaVB0aVA2NEVZVjVBVS16VXZMUUZ3bFJpdw?oc=5,google_rss_중국 AI when:2d,185.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,185.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:엔비디아 올해 말 중국을 위한 특별한 ai 칩을 준비한다고 부인하다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:엔비디아 올해 말 중국을 위한 특별한 ai 칩을 준비한다고 부인하다,comp_overseas_platform_ai,
1797,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"BC카드, 유니온페이·네이버페이와 '외국인 결제 서비스 활성화' 협력",bc카드 유니온페이 네이버페이와 외국인 결제 서비스 활성화 협력,비즈니스포스트,비즈니스포스트,"Tue, 25 Aug 2026 08:52:49 GMT","BC카드, 유니온페이·네이버페이와 '외국인 결제 서비스 활성화' 협력 비즈니스포스트",https://news.google.com/rss/articles/CBMic0FVX3lxTFBRem9LVlFPemRTbU1DcE9ydlRHS1AtSmEtUVNLN2RkZERlQXliQVJ3U194S19FcUREUDlOeS1OamRWb3BneUNkcFRRUTU3ajN0bVBzaDl4Q05ONGcwQk1OdzJoNUNZVWl1WFl1U3REdk9xaG8?oc=5,google_rss_네이버 when:2d,185.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,185.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:bc카드 유니온페이 네이버페이와 외국인 결제 서비스 활성화 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:bc카드 유니온페이 네이버페이와 외국인 결제 서비스 활성화 협력,comp_domestic_finance_commerce,
