issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I033,"트렌드마이크로, 앤솔로픽 AI 모델 도입",AI_보안_솔루션,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,222.5,2,2,2,1,2090,2090,"트렌드마이크로(4704 JP), 앤솔로픽 AI 모델 ‘클로드 뮤토스’ 보안 제품에 도입",알파경제,"트렌드마이크로가 앤솔로픽의 AI 모델을 보안 제품에 도입하는 것은 AI 기술이 보안 솔루션 강화에 어떻게 기여하는지를 보여주며, 카카오의 AI 기반 보안 서비스 개발에 참고할 수 있다.",AI 모델을 보안 솔루션에 적용하는 사례는 카카오의 AI 기술 활용 방안 및 보안 서비스 경쟁력 강화에 대한 시사점을 제공한다.,False,False
I034,빅테크_개인정보_규제_반발,개인정보_규제,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_OVERSEAS_REGULATION_DATA,overseas,222.0,4,3,1,2,2192,"2192,2235","애플·구글 ""개인정보 규제 과도, 운영비용 급증""…美 캘리포니아 빅테크 기업들 반발 [AI 인포그래픽] | 애플·구글 ""개인정보 규제 과도, 운영비용 급증""…美 캘리포니아 빅테크 기업들 반발 [AI 인포그래픽]",디지털데일리 | 네이트,애플과 구글이 캘리포니아의 개인정보 규제가 과도하며 운영 비용이 급증한다고 반발하는 것은 글로벌 개인정보 규제 강화 추세를 보여줌.,글로벌 빅테크의 개인정보 규제 관련 반발은 국내에서도 유사한 논의가 있을 수 있기에 카카오의 정책 대응에 중요한 참고 자료가 됨.,False,False
I035,충북형 AI 윤리 기준 및 가이드라인 개발,AI_윤리_및_가이드라인,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,221.75,2,2,2,1,1781,1781,"충북교육청, ‘충북형 AI 윤리 기준‧가이드라인’개발‧보급 : 네이버 블로그",Naver Blog,"충북교육청의 AI 윤리 기준 및 가이드라인 개발은 교육 분야를 중심으로 AI의 책임 있는 활용을 위한 사회적 논의를 보여주며, 향후 카카오의 AI 서비스 개발 및 운영 시 윤리적 고려사항에 대한 참고 자료가 될 수 있다.","AI 윤리 및 가이드라인 관련 국내 논의 동향을 보여주며, 카카오의 AI 서비스 운영에 대한 윤리적 시사점을 제공한다.",False,False
I036,에이트코홀딩스_오픈AI_지분_보유,AI_기업_투자,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,216.0,4,3,1,2,2348,"2348,2349","에이트코홀딩스, 총자산 4.4억 달러 공개…오픈AI 지분 9천만 달러 보유 확인 | 에이트코홀딩스, 총자산 4.4억 달러 공개…오픈AI 지분 9천만 달러 보유 확인",매일경제 | 매일경제 마켓,에이트코홀딩스가 오픈AI 지분을 보유하고 있다는 사실은 AI 스타트업에 대한 투자 동향을 보여줌.,AI 산업의 주요 플레이어인 오픈AI에 대한 투자 동향은 카카오의 AI 전략 수립에 중요한 시사점을 제공.,False,False
I037,AI_기업_경쟁_동향,AI_시장_동향,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,214.5,4,3,1,1,2306,2306,"골드만삭스, ""스페이스X AI 매출 100배 뛴다""…오픈AI 제친 앤스로픽",한국경제,스페이스X의 AI 매출 성장 전망 및 앤트로픽의 부상 언급은 AI 시장 경쟁 구도 변화를 보여줌.,AI 시장의 주요 플레이어들의 경쟁 동향 및 성장 가능성을 파악하여 카카오의 AI 전략 수립에 참고할 수 있는 중요한 정보.,False,False
I038,구글_클라우드_보안_조직_감원,AI_투자_및_조직개편,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,214.5,4,3,1,1,2219,2219,구글 클라우드·보안 조직 감원…AI 투자 확대 속 구조조정,네이트,구글이 AI 투자 확대 속에서 클라우드 및 보안 조직 일부를 감원한 것은 AI 집중 전략의 일환으로 해석됨.,AI 시장의 주요 플레이어인 구글의 조직 개편 및 투자 전략 변화는 카카오의 AI 사업 전략 수립에 중요한 시사점을 제공.,False,False
I039,러버블_구글_클라우드_협력,AI_솔루션_협력,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,214.5,4,3,1,1,2254,2254,"직원 146명이 매출 6100억 올렸다…'AI 바이브 코딩' 러버블, 구글 클라우드와 맞손",AI포스트,러버블이 구글 클라우드와 맞손을 잡고 AI 기술을 활용한 사업을 확대하는 것은 클라우드 기반 AI 솔루션 협력 모델을 보여줌.,AI 솔루션 기업과 클라우드 사업자 간의 협력 모델은 카카오클라우드 및 카카오의 AI 사업 전략 수립에 중요한 시사점을 제공.,False,False
I040,AI_악용_가능성,AI_영향_및_악용,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,214.5,4,3,1,1,2560,2560,AI 덕분? “만인의 만인을 향한 해킹 가능해”,애플경제,AI 기술의 악용 가능성에 대한 우려는 카카오 AI 서비스의 안전하고 윤리적인 개발 및 운영에 대한 책임감을 높임.,AI 기술의 잠재적 위험성에 대한 사회적 논의는 카카오의 AI 사업 추진에 대한 사회적 합의 형성에 영향을 미치므로 중요하게 관리해야 함.,False,False
I041,AI 에이전트와 IT 인프라 보안,AI_인프라_보안,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,mixed,208.5,2,2,2,1,2731,2731,"AI 에이전트가 IT 인프라 지킨다…시스코, 머신 속도 보안·에이전틱옵스 비전 구체화",cio.com,"AI 에이전트가 IT 인프라 보안에 적용되는 사례는 카카오의 AI 기반 보안 솔루션 개발 및 적용 가능성을 시사하며, 관련 시장 동향 파악에 도움이 된다.","AI 에이전트가 IT 인프라 보안 및 운영에 적용되는 최신 동향을 다루고 있으며, 카카오의 AI 사업 전략 수립에 중요한 시사점을 제공한다.",False,False
I042,중국 AI 애플리케이션 윤리-안전 가이드라인 발표,AI 윤리 및 규제,COMPETITOR_AI_STRATEGY,정부_국회,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,202.5,2,2,3,1,1641,1641,"중국, AI 애플리케이션 윤리-안전 가이드라인 발표…9가지 핵심 원칙으로 개발·서비스 전 과정 규율",한국AI부동산신문,"중국의 AI 윤리 및 안전 가이드라인 발표는 글로벌 AI 규제 동향을 파악하는 데 중요한 자료가 됨. 카카오의 AI 서비스 개발 및 글로벌 진출 시, 해당 국가의 AI 규제 환경을 이해하고 대비하는 데 도움이 될 수 있음.",중국의 AI 규제 동향은 카카오의 글로벌 AI 전략 및 규제 준수에 영향을 미치므로 관련성이 높음.,False,False
I043,뷰티 플랫폼의 ESG 기업 전환,산업 구조 변화,INDUSTRY_STRUCTURAL_CHANGE,산업동향,,,,other,195.5,3,3,3,1,2764,2764,"에이피알, 첫 지속가능경영보고서…‘뷰티 플랫폼’서 ESG 기업으로 체질 전환",한국면세뉴스,에이피알이 지속가능경영보고서를 발간하며 ESG 기업으로 체질 전환하고 있다는 소식임. 플랫폼 사업의 ESG 경영 확산 동향을 보여줌.,"특정 기업의 ESG 경영 사례로, 카카오와의 직접적인 연관성이나 즉각적인 영향은 미미함.",False,False
I044,AI 가상모델 표시 의무화,AI 윤리 및 규제,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,191.5,2,2,3,1,557,557,"공정위, 이달부터 AI가상모델 표시 의무화…업계도 주의해야",fn아이포커스,"공정거래위원회의 AI 가상모델 표시 의무화는 카카오가 AI 기술을 활용하여 콘텐츠를 생성하거나 서비스를 제공할 때, 해당 콘텐츠가 AI로 생성되었음을 명확히 표시해야 함을 의미함. 이는 사용자 신뢰도 확보 및 오해 방지를 위해 카카오의 AI 콘텐츠 제작 및 서비스 운영 정책에 반영되어야 함.",AI 가상모델 표시 의무화는 카카오의 AI 서비스 운영에 직접적인 영향을 미치므로 관련성이 높음.,False,False
I045,티빙_개인정보_유출_과징금_이슈,개인정보_유출_및_과징금,SELF_DIRECT_RISK,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,191.5,1,1,1,1,2047,2047,강화된 규정 1호 적용될까…개인정보 유출 '티빙' 과징금 주목,이투데이,티빙의 개인정보 유출 사례는 플랫폼 사업자의 개인정보 보호 책임 및 과징금 부과 가능성을 보여줌. 이는 카카오의 개인정보 관리 강화 필요성을 시사.,티빙의 개인정보 유출 및 과징금 부과 가능성은 카카오의 개인정보 보호 관리 체계에 직접적인 영향을 줄 수 있는 중대한 리스크 이슈.,False,False
I046,쿠팡_개인정보_유출_집단소송,개인정보_유출_및_소송,SELF_DIRECT_RISK,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,191.5,1,1,1,1,1975,1975,뉴탐사 공지사항 ::: 쿠팡 개인정보 유출 집단소송 진행 경과 안내,시민언론 뉴탐사,쿠팡의 개인정보 유출 관련 집단소송 진행은 플랫폼 사업자의 개인정보 보호 관리 소홀 시 발생할 수 있는 법적 리스크를 보여줌. 이는 카카오에도 해당됨.,쿠팡의 개인정보 유출 집단소송은 카카오에도 직접적인 리스크가 될 수 있는 민감한 사안.,False,False
I047,카카오페이지 웹소설-웹툰 연계,콘텐츠_사업_확장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,191.5,3,3,3,1,18,18,"카카오페이지 인기 웹소설 '괴담출근', 웹툰으로 본다",연합뉴스,"카카오페이지 인기 웹소설의 웹툰화는 카카오의 IP 확장 전략을 보여주며, 콘텐츠 사업 경쟁력 강화에 대한 시사점을 제공한다.","카카오페이지의 IP 확장 사례는 카카오의 콘텐츠 사업 경쟁력 강화 측면에서 참고할 수 있으나, 직접적인 정책 영향은 적어 낮은 우선순위로 분류한다.",False,False
I048,쇼핑엔티 XR 실감형 콘텐츠 적용,커머스_콘텐츠_혁신,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,191.0,2,2,2,1,2053,2053,"쇼핑엔티, XR 실감형 콘텐츠 첫 선…내몽골 여행 방송에 적용",뉴스1,"쇼핑엔티가 XR 실감형 콘텐츠를 도입한 것은 커머스 분야에서의 새로운 사용자 경험 제공 시도를 보여주며, 카카오커머스 등 관련 서비스의 혁신 방향 설정에 참고할 수 있다.",커머스 분야에서의 XR 기술 적용 사례는 카카오커머스의 혁신 및 사용자 경험 증진 전략에 대한 시사점을 제공한다.,False,False
I049,토스뱅크 순익 증가 (충당금 효과),인터넷_은행_실적,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,191.0,2,2,2,2,2134,"2134,2072",[인뱅 실적 점검] [토스뱅크] 중저신용 비중 30%대 유지에도... 건전성 방어 | [인뱅 실적 점검] [토스뱅크] 순익 58% 증가…배경엔 '충당금 효과',DealSite경제TV | DealSite경제TV,"토스뱅크의 순이익 증가는 인터넷 은행 시장의 경쟁 환경 및 수익 모델 다각화 노력을 보여주며, 카카오뱅크의 향후 수익성 개선 전략 수립에 참고할 수 있다.",토스뱅크의 실적 동향은 카카오뱅크의 경쟁 분석 및 수익성 개선 전략 수립에 참고 자료가 된다.,False,False
I050,네이버_영업이익률_하락_및_실적_반등_기대,실적_및_전략,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,189.5,1,4,1,1,1697,1697,"네이버, 1분기 영업이익률 ‘뒷걸음’…이해진과 젠슨 황 미팅으로 ‘실적 반등' 기폭제 작용할까",뉴스퀘스트,네이버의 1분기 영업이익률 하락과 이해진 의장과 젠슨 황 CEO의 만남으로 인한 실적 반등 기대는 국내 플랫폼 시장의 경쟁 환경 및 성장 전략 변화를 시사.,국내 최대 경쟁사인 네이버의 실적 및 전략 변화는 카카오의 사업 전략 수립에 직접적인 영향을 미칠 수 있는 중요한 이슈.,False,False
I051,토스뱅크 건전성 방어,인터넷_은행_실적,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,189.5,2,2,2,1,2099,2099,[인뱅 실적 점검] [토스뱅크] 중저신용 비중 30%대 유지에도…건전성 방어,네이트,"토스뱅크의 중저신용 대출 비중 유지에도 불구하고 건전성 방어 노력은 인터넷 은행의 리스크 관리 중요성을 보여주며, 카카오뱅크의 건전성 관리 전략 수립에 참고할 수 있다.",토스뱅크의 건전성 관리 사례는 카카오뱅크의 리스크 관리 및 대출 포트폴리오 전략 수립에 참고 자료가 된다.,False,False
I052,'가성비' AI 도구 딥시크 인기,AI 도구,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,189.5,1,4,1,1,2726,2726,"'가성비' 앞세운 딥시크, 미국 기업 인기 AI 도구 1위 기록",AI타임스,'가성비'를 앞세운 AI 도구 '딥시크'가 미국 기업들 사이에서 인기 1위를 기록했다는 소식임. AI 도구 시장 트렌드를 보여줌.,AI 도구 시장의 경쟁 동향 및 트렌드를 파악하는 데 유용한 산업 동향 기사임.,False,False
I053,배달의민족 영업이익 및 라이더 처우,배달_플랫폼_수익성,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,188.5,2,2,2,1,2174,2174,"""배달의민족, 지난 3년 영업이익 2조…일부만 써도 라이더 최저임금 가능""",프레시안,"배달의민족의 높은 영업이익과 라이더 최저임금 지급 가능성에 대한 언급은 배달 플랫폼의 수익성과 사회적 책임에 대한 논의를 보여주며, 카카오모빌리티 등 유사 서비스의 사업 모델 및 상생 방안 모색에 참고할 수 있다.",배달 플랫폼의 수익성과 라이더 처우 관련 논의는 카카오모빌리티의 사업 모델 및 상생 방안 모색에 대한 시사점을 제공한다.,False,False
I054,1천만원 이상 가상자산 이전 거래 의무 보고 각 사 관리로 완화,가상자산 규제 완화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,STRATEGIC_REFERENCE,GOV_DIGITAL_FINANCE_POLICY,,other,184.5,2,2,3,3,2831,"2831,2828,2811",1천만원 이상 가상자산 이전 거래 의무 보고 각 사 관리로 완화 | 1천만원 이상 가상자산 이전 거래 의무 보고 각 사 관리로 완화 | 1천만원 이상 가상자산 이전 거래 의무 보고 각 사 관리로 완화,v.daum.net | 네이트 | 아이뉴스24,"1천만원 이상 가상자산 이전 거래 의무 보고가 각 사 관리로 완화됨에 따라, 카카오가 운영하는 가상자산 관련 서비스의 규제 준수 및 리스크 관리 방안 재검토가 필요함. / 1천만원 이상 가상자산 이전 거래에 대한 의무 보고가 각 사업자 관리로 완화되는 것은 관련 규제 환경의 유연화를 보여주며, 향후 카카오의 금융 서비스 관련 규제 준수 부담 완화 가능성을 시사함.","가상자산 이전 거래 보고 의무 완화는 카카오의 디지털 금융 사업 관련 규제 환경 변화를 보여주므로 관련성이 있음. id 1547, 2809, 2877, 1555, 772, 751, 2843, 2846, 2827, 2810, 2815, 2825, 2859, 2812, 2831, 2828, 2841, 2816 등 유사 기사들과 동일한 이슈로 묶어 처리. / 2830번, 2829번, 754번 기사와 동일한 이슈로, 가상자산 거래 관련 규제 완화는 카카오의 금융 사업 확장 시 중요한 정책 변화임.",False,False
I055,AI 딥페이크 생성 및 개인정보 침해 관련 규제 이슈,AI 딥페이크 및 개인정보 침해,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_REGULATION_DATA,overseas,184.5,2,1,3,1,1623,1623,"영국 의원, xAI에 소송 제기… ‘그록으로 만든 딥페이크 이미지’ 프라이버시 침해 논란",AI 매터스,"xAI의 딥페이크 이미지 생성으로 인한 개인정보 침해 논란은 AI 생성 콘텐츠의 윤리적, 법적 문제를 제기하며, 이는 카카오의 AI 서비스 개발 및 운영 시 딥페이크 기술 활용 및 개인정보 보호 정책 수립에 중요한 참고 사례가 될 수 있음.",해외 AI 기업의 딥페이크 생성 및 개인정보 침해 이슈는 국내 AI 서비스 운영 시 발생할 수 있는 잠재적 위험을 시사하므로 관련성이 있음.,False,False
I056,금융지주 회장 간담회 (소비자보호),금융_소비자보호,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,RESPONSE_RELEVANT,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,178.25,1,1,1,1,208,208,"금감원, 8대지주 회장 만나 “적토성산 자세로 소비자보호 역량 강화”",서울경제,금융감독원이 8대 금융지주 회장들과 소비자보호 역량 강화 방안을 논의한 것은 카카오뱅크 등 금융 계열사의 소비자보호 정책 및 관련 규제 준수 여부에 대한 점검 필요성을 제기한다.,"금감원의 금융지주 회장 간담회는 카카오뱅크 등 금융 계열사의 소비자보호 관련 규제 및 정책 준수에 대한 중요성을 강조하며, 직접적인 정책 대응이 필요하다.",False,False
I057,금융지주-금감원 소비자보호 업무협약,금융_소비자보호,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,RESPONSE_RELEVANT,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,177.75,1,1,1,1,206,206,금감원·8대 금융지주 맞손…소비자보호 역량 강화 업무협약,뉴시스,"금융감독원과 8대 금융지주 간의 소비자보호 역량 강화 업무협약은 금융권 전반의 소비자보호 강화 기조를 보여주며, 카카오뱅크 등 금융 계열사의 관련 정책 준수 및 강화 노력을 촉구한다.","금감원과 금융지주 간 업무협약은 카카오뱅크 등 금융 계열사의 소비자보호 강화 의무를 시사하며, 직접적인 정책 대응이 필요하다.",False,False
I058,트럼프_행정부_쿠바_제재,외교_정세,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,overseas,173.5,5,2,2,1,2663,2663,"트럼프 행정부, 쿠바 대통령 전격 제재…공산정권 핵심부 정조준",ainews1.co.kr,트럼프 행정부의 쿠바 대통령 제재는 국제 외교 관련 소식임.,"카카오의 사업과 직접적인 관련이 없는 국제 외교 관련 뉴스로, GOV_GENERAL_LOW_RELEVANCE로 분류 후 제외.",False,False
I059,텍사스_앱스토어_연령_확인법_시행,앱_다운로드_규제,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_REGULATION_DATA,overseas,172.5,4,1,1,1,2541,2541,"텍사스 앱스토어 연령 확인법 시행…애플, 미성년자 앱 다운로드에 부모 승인 의무화",앱스토리,텍사스주의 앱스토어 연령 확인법 시행은 앱 다운로드 및 개인정보 보호 관련 규제 강화 추세를 보여줌.,"애플 앱스토어에 대한 규제는 카카오와 같은 플랫폼 사업자의 해외 진출 시 참고해야 할 중요한 정책 동향으로, GOV_PLATFORM_OBLIGATION으로 분류.",False,False
I060,카카오-구글 딥마인드 AI 콘텐츠 워터마크 도입,AI_기술_협력,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,COMP_OVERSEAS_PLATFORM_AI,overseas,172.0,2,2,2,1,115,115,"카카오, 구글 딥마인드 손잡고 AI 콘텐츠 워터마크 도입",공유경제신문,카카오가 구글 딥마인드와의 협력을 통해 AI 생성 콘텐츠에 워터마크를 도입하며 저작권 보호 및 책임 소재 명확화에 나섰다.,"카카오가 AI 기술 및 정책 관련 주요 빅테크와 협력하는 사례로, AI 콘텐츠의 책임 있는 활용 방안 모색에 대한 시사점을 제공함.",False,False
I061,"쿠팡, 美 포춘 500대 기업 진입",글로벌_경쟁력,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,171.0,2,2,2,1,2051,2051,"쿠팡, 美 포춘 500대 기업 132위 안착... 매출 49조 원 돌파하며 글로벌 입지 강화 : 기업/산업",재경일보,"쿠팡의 미국 포춘 500대 기업 진입 및 매출 증가는 한국 이커머스 시장을 넘어 글로벌 경쟁력을 확보했음을 보여주며, 카카오의 국내 이커머스 시장 경쟁력 강화 및 글로벌 진출 전략 수립에 참고할 수 있다.",쿠팡의 글로벌 성장 동력은 카카오커머스의 이커머스 사업 경쟁력 강화 및 해외 진출 전략 수립에 대한 시사점을 제공한다.,False,False
I062,"코인원, 글로벌 플랫폼 도약 의지",플랫폼 시장,INDUSTRY_STRUCTURAL_CHANGE,산업동향,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,169.5,1,3,1,1,2787,2787,"[현장] 후드에서 정장으로 갈아 입은 코인원 대표 차명훈, 한투·OKX·컴투스와 '글로벌 플랫폼'으로 도약 의지",비즈니스포스트,"코인원 대표가 한투, OKX, 컴투스와 협력하여 글로벌 플랫폼으로 도약하겠다는 의지를 밝힘. 가상자산 거래소의 사업 확장 전략을 보여줌.","가상자산 시장의 주요 플레이어 동향 및 글로벌 확장 전략으로, 카카오의 디지털 금융 사업에 영향을 줄 수 있음.",False,False
I063,가상자산 이전 거래 때 당국 보고 의무 완화,가상자산 규제 완화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,167.5,2,2,3,1,751,751,가상자산 이전 거래때 당국 보고 의무 없앤다,문화일보,"가상자산 이전 거래 시 당국 보고 의무가 완화되면서, 카카오가 운영하는 가상자산 관련 서비스의 규제 준수 및 리스크 관리 방안 재검토가 필요함.","가상자산 이전 거래 보고 의무 완화는 카카오의 디지털 금융 사업 관련 규제 환경 변화를 보여주므로 관련성이 있음. id 1547, 2809, 2877, 1555, 772, 751, 2843, 2846, 2827, 2810, 2815, 2825, 2859, 2812, 2831, 2828, 2841, 2816 등 유사 기사들과 동일한 이슈로 묶어 처리.",False,False
I064,"스테이블코인, 카드업계 주도적 참여 제안",스테이블코인 규제 및 사업,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,167.5,2,2,3,1,1500,1500,"이동철 여신금융협회장 내정자 ""스테이블코인, 카드업계 주도적 참여를""",네이트,여신금융협회장 내정자가 스테이블코인에 대한 카드업계의 주도적 참여를 제안한 것은 카카오가 추진 중인 스테이블코인 관련 사업에 잠재적인 협력 기회 또는 경쟁 환경 변화 가능성을 시사함. 카드업계와의 협력 방안을 고려해 볼 수 있음.,스테이블코인 관련 금융업계의 움직임은 카카오의 디지털 금융 사업 전략에 영향을 미칠 수 있으므로 관련성이 높음.,False,False
I065,가상자산 1000만원 이상 거래 일괄보고 없던 일로,가상자산 규제 완화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,167.5,2,2,3,1,2810,2810,[이슈] 가상자산 1000만원 이상 거래 일괄보고 없던 일로,오늘경제,FIU(금융정보분석원)의 1000만원 이상 가상자산 거래 일괄보고 폐지는 카카오의 가상자산 관련 서비스의 규제 준수 및 리스크 관리 방안 재검토가 필요함을 시사함.,"가상자산 이전 거래 보고 의무 완화는 카카오의 디지털 금융 사업 관련 규제 환경 변화를 보여주므로 관련성이 있음. id 1547, 2809, 2877, 1555, 772, 751, 2843, 2846, 2827, 2810, 2815, 2825, 2859, 2812, 2831, 2828, 2841, 2816 등 유사 기사들과 동일한 이슈로 묶어 처리.",False,False
I066,"1천만 원 이상 가상자산 이전 거래, 각사관리로",가상자산 규제 완화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,167.5,2,2,3,1,2812,2812,"""이제 의무 보고 아냐""…'1천만 원 이상 가상자산' 이전 거래, 각사관리",네이트,"1천만 원 이상 가상자산 이전 거래에 대한 보고 의무가 각사 관리로 전환됨에 따라, 카카오가 운영하는 가상자산 관련 서비스의 규제 준수 및 리스크 관리 방안 재검토가 필요함.","가상자산 이전 거래 보고 의무 완화는 카카오의 디지털 금융 사업 관련 규제 환경 변화를 보여주므로 관련성이 있음. id 1547, 2809, 2877, 1555, 772, 751, 2843, 2846, 2827, 2810, 2815, 2825, 2859, 2812, 2831, 2828, 2841, 2816 등 유사 기사들과 동일한 이슈로 묶어 처리.",False,False
I067,1000만원 이상 디지털자산 거래 의무보고 대신 거래소 리스크 관리로 완화,가상자산 규제 완화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,167.5,2,2,3,1,2816,2816,1000만원 이상 디지털자산 거래 의무보고 대신 거래소 리스크 관리로 완화 [크립토360],헤럴드경제,"1000만원 이상 디지털자산 거래 의무 보고가 거래소 리스크 관리로 완화됨에 따라, 카카오가 운영하는 가상자산 관련 서비스의 규제 준수 및 리스크 관리 방안 재검토가 필요함.","가상자산 이전 거래 보고 의무 완화는 카카오의 디지털 금융 사업 관련 규제 환경 변화를 보여주므로 관련성이 있음. id 1547, 2809, 2877, 1555, 772, 751, 2843, 2846, 2827, 2810, 2815, 2825, 2859, 2812, 2831, 2828, 2841, 2816 등 유사 기사들과 동일한 이슈로 묶어 처리.",False,False
I068,애플페이 티머니 충전 수단 확대,간편결제,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,166.0,1,3,1,2,141,"141,74","""애플페이 교통카드, 카카오페이도 돼요""…충전 수단 확대 | 애플페이 티머니, 카카오페이로 충전한다",뉴스1 | 이데일리,애플페이 티머니의 충전 수단으로 카카오페이가 추가되었다는 소식임.,"카카오페이의 서비스 확장 및 경쟁사와의 협력 사례로, 사업적으로 중요한 시사점을 가짐.",False,False
I069,카카오게임즈 AI 투자 서비스,AI_투자_서비스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,161.0,2,2,2,1,215,215,카카오게임즈(293490)::한경유레카 NO.1 AI투자서비스,한경유레카,"카카오게임즈가 AI 투자 서비스를 제공한다는 정보는 카카오의 AI 기술 활용 범위를 확장하는 가능성을 보여주며, 금융 및 투자 분야에서의 AI 적용 가능성을 시사한다.","카카오게임즈의 AI 투자 서비스는 카카오 그룹 차원의 AI 사업 확대 가능성을 시사하며, 관련 시장 동향 파악에 도움이 된다.",False,False
I070,카카오뱅크 AI 투자 서비스,AI_투자_서비스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,161.0,2,2,2,1,207,207,카카오뱅크(323410)::한경유레카 NO.1 AI투자서비스,한경유레카,"카카오뱅크가 AI 투자 서비스를 제공한다는 정보는 카카오의 AI 기술 활용 범위를 확장하는 가능성을 보여주며, 금융 및 투자 분야에서의 AI 적용 가능성을 시사한다.","카카오뱅크의 AI 투자 서비스는 카카오 그룹 차원의 AI 사업 확대 가능성을 시사하며, 관련 시장 동향 파악에 도움이 된다.",False,False
