id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key
1708,정부/국회,정부_국회,국가AI컴퓨팅센터,"글로벌 AI 인프라 패권, 전력 확보·구축 속도가 승패 가른다 - 맥킨지 리포트",글로벌 ai 인프라 패권 전력 확보 구축 속도가 승패 가른다 맥킨지 리포트,넷제로뉴스,넷제로뉴스,"Sat, 11 Jul 2026 21:38:59 GMT","글로벌 AI 인프라 패권, 전력 확보·구축 속도가 승패 가른다 - 맥킨지 리포트 넷제로뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTE1zYVl5OENNTHlFcmZKaUdCMDlFWXlMYnFnM1lKYU1PY2ZHajc4Sld0elE4VXkySjIxSFFSU2NHY053RmstVDFZV2JMT25rNFJqaG5wU2tTM1dEMFhjWWQwRGRCN3hNcGZCYUHSAW5BVV95cUxNM3VBeG5kS2ZWclVnY0VHaWhtOXRqbVlqcUpYTUZzUmxQMVdFSFNRV3dNazZqVTktMm9fUTdpcVFLUjdHYVZfTDBIdGhEVTdveENQa0ZWOHpnZFJnVEhpWGhjQkNjQTFMa2ZvUnpSdw?oc=5,google_rss_국가AI컴퓨팅센터 when:4d,-43.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,ai_infra_company,-43.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
1542,정부/국회,정부_국회,플랫폼 규제,"EU, 빅테크 다크 패턴·아동 착취 설계에 직접 벌금 부과 추진… 연말 법안 제안 예정",eu 빅테크 다크 패턴 아동 착취 설계에 직접 벌금 부과 추진 연말 법안 제안 예정,한국공공정책신문,한국공공정책신문,"Mon, 13 Jul 2026 00:13:53 GMT","EU, 빅테크 다크 패턴·아동 착취 설계에 직접 벌금 부과 추진… 연말 법안 제안 예정 한국공공정책신문",https://news.google.com/rss/articles/CBMiQ0FVX3lxTE4xUnhRT0Z3MGhqdmN0LXM2dXBoeS1VOUhzVnZkQk5qalUxNDhrQWRxMnk4c2JWOEx0ai1xQVNYRWhhS1k?oc=5,google_rss_플랫폼 규제 when:4d,-46.0,-23.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,24.0,published_today,official_action,,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,global_platform_or_overseas_rule,Y,ai_infra_company,-46.0,"policy_legislation,market_power_platform",government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:eu 빅테크 다크 패턴 아동 착취 설계에 직접 벌금 부과 추진 연말 법안 제안 예정,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:eu 빅테크 다크 패턴 아동 착취 설계에 직접 벌금 부과 추진 연말 법안 제안 예정,government_general_policy,weak_gov_basis:foreign_public_policy,foreign_policy_should_be_competitor,
1557,정부/국회,정부_국회,플랫폼 규제,"EU, 빅테크·게임사에 직접 벌금 부과 추진…다크 패턴·아동 보호 겨냥한 입법 본격화",eu 빅테크 게임사에 직접 벌금 부과 추진 다크 패턴 아동 보호 겨냥한 입법 본격화,한국공공정책신문,한국공공정책신문,"Mon, 13 Jul 2026 00:16:47 GMT","EU, 빅테크·게임사에 직접 벌금 부과 추진…다크 패턴·아동 보호 겨냥한 입법 본격화 한국공공정책신문",https://news.google.com/rss/articles/CBMiQ0FVX3lxTFBRclM3WUhrWFRHVVdKZ010SHZmM2pXYlRBOGU0S01mSnBnY0pGY3ViT2JMOTJfSnBtZ0ZnRmp0amMwbjQ?oc=5,google_rss_플랫폼 규제 when:4d,-64.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,24.0,published_today,general,,penalty_or_sanction,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,ai_infra_company,-64.0,"policy_legislation,market_power_platform",government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:eu 빅테크 게임사에 직접 벌금 부과 추진 다크 패턴 아동 보호 겨냥한 입법 본격화,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:eu 빅테크 게임사에 직접 벌금 부과 추진 다크 패턴 아동 보호 겨냥한 입법 본격화,government_general_policy,weak_gov_basis:foreign_public_policy,foreign_policy_should_be_competitor,
2302,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"'3370만명 정보 유출' 쿠팡, 美 증시서 5%대 하락",3370만명 정보 유출 쿠팡 증시서 5 대 하락,MSN,MSN,"Thu, 09 Jul 2026 20:05:31 GMT","'3370만명 정보 유출' 쿠팡, 美 증시서 5%대 하락 MSN",https://news.google.com/rss/articles/CBMivgNBVV95cUxPVThwamVFdEZ2OWlvazkyM3RNQ1p0aU8zcFZNM21US0ZzT3pXeU9yVExUYkJQX0dlVEFLSVNKZEJ2clhxT0lnMUNqZnhvS2IxZ2tibnhKQzJVUFgxVFFWVmE3WUlrVk9iQy1YZHFYbnRyaUNicTROSjJGYTdfdWdzcjlXOEdoY3ZkbXJaVUZ5bTNkbWZnTkpmLXZOaGRsODZVM09zUEpwMFNodnhrMloyNTd1YnpOSUlZTzd5bEN5S1R3Y2xycGNsdXFXWlhIYVI4dm03MXZwSkhWamw5MkpJVHVKNGlFVnpSaHpkbVdGbjlfSmIwM21KVVBuNS01aXExZHN2SnlJbDZfZy1qejQwcExUcFFXY1M2NTZiZFJDZHR6WnJYUVRYeTYwVEhRVnNEamhoX1liQVE2MHN2OEY5MFN0R1pCREU5b1VXbXp3emhMdGIwU09hb2kxdnktLURpYThjVTdGMFFrN19YZV82X2tsam5rb1pDb3F0UmlDeTR6d0tCc29WS3hrTjdZNG9BZy1FN0YtQlluMm8zWjN5dFI0T0xGeXc1UmZEQWdYZEJLb19HS0U0WE9JRmN1QQ?oc=5,google_rss_쿠팡 개인정보 when:4d,-72.0,-91.0,privacy_security_reliability,privacy_security_reliability,쿠팡,v26_2_market_stock_commentary_excluded,,,,,,general,0.0,,direct_risk,privacy_security:coupang:data_leak,general,,market_stock,0,coupang_competitor_enforcement_or_risk,Y,coupang,-72.0,privacy_security_reliability,competitor:security_reliability,global_incident:privacy_security:coupang:coupang:data_leak:general,global_incident:privacy_security:coupang:coupang,산업동향,OFF_TOPIC,comp_domestic_direct_risk,global_incident:privacy_security:coupang:coupang,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,1,1,5,,,v26.2: market/stock commentary excluded from final,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:coupang:coupang,comp_domestic_direct_risk,market_stock_excluded,,
498,정부/국회,정부_국회,과학기술정보통신부,불법 사금융 ‘원금·이자 무효화’ ‘SNS 이용 추적·차단’ 등 법제화 추진,불법 사금융 원금 이자 무효화 sns 이용 추적 차단 등 법제화 추진,브릿지경제,브릿지경제,"Sun, 12 Jul 2026 06:53:00 GMT",불법 사금융 ‘원금·이자 무효화’ ‘SNS 이용 추적·차단’ 등 법제화 추진 브릿지경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1CSDE4dGF2dHlmX1JadHlXNHdCdHpVWkx0ak9HWXlwNU5vSE52R29LeXlTZVI2a0JSOEN2SGRaT09Oai1lWFVSY1A5cW45ZE5jcllkR2h5LUZWQQ?oc=5,google_rss_과학기술정보통신부 법안 when:4d,-154.0,-41.0,platform_obligation,platform_obligation,,v43_not_government_policy,Y,,,,,platform_operator_obligation,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,social_media_platform,-154.0,platform_obligation,government:general,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:불법 사금융 원금 이자 무효화 sns 이용 추적 차단 등 법제화 추진,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:불법 사금융 원금 이자 무효화 sns 이용 추적 차단 등 법제화 추진,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain,,
3492,정부/국회,정부_국회,가상자산 개인지갑,"""공식 앱마켓도 안심 못한다""…빗썸, '가짜 거래 앱 사기 예방 가이드' 공개",공식 앱마켓도 안심 못한다 빗썸 가짜 거래 앱 사기 예방 가이드 공개,네이트,네이트,"Mon, 13 Jul 2026 00:06:00 GMT","""공식 앱마켓도 안심 못한다""…빗썸, '가짜 거래 앱 사기 예방 가이드' 공개 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1WRFR4T3Nia3ZSMEFubHlCSEJjT1g3c1FCSTlGYU56WjBFeGVmcFNBWlhrZWx3ZDB6ME1hLVVYeWJwN3pUVEJBbF9tR1VKd0xSbnFv?oc=5,google_rss_가상자산 개인지갑 when:4d,-319.0,-106.0,digital_asset_stablecoin,digital_asset_stablecoin,,individual_crime_case_not_policy;v43_not_government_policy,,,,,,general,24.0,published_today,general,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,app_market,-319.0,digital_asset_stablecoin,government:digital_asset,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_platform_market_rule,government_platform_market_rule:공식 앱마켓도 안심 못한다 빗썸 가짜 거래 앱 사기 예방 가이드 공개,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,government_platform_market_rule:공식 앱마켓도 안심 못한다 빗썸 가짜 거래 앱 사기 예방 가이드 공개,government_platform_market_rule,weak_gov_basis:no_public_actor_action_domain,,
1112,정부/국회,정부_국회,금융감독원,"[블미뷰] 코인은 규제, 증시는 활성화…일관성 잃은 금융당국",블미뷰 코인은 규제 증시는 활성화 일관성 잃은 금융당국,블록미디어,블록미디어,"Sun, 12 Jul 2026 09:00:00 GMT","[블미뷰] 코인은 규제, 증시는 활성화…일관성 잃은 금융당국 블록미디어",https://news.google.com/rss/articles/CBMiWEFVX3lxTE5vWGgxQzNCdWcxYzBETW5fY04yMV92LXpjWXpPd2NYODNhVDB2WnREWnQzZnd1eWFEMUx0SkRTZi1lMUd4a1ZYOTlXMlNZcFNVeF9LMnlrZ3g?oc=5,"google_rss_""금융감독원"" when:4d",-468.0,-234.0,"digital_asset_stablecoin,policy_legislation",digital_asset_stablecoin,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,market_stock,0,global_platform_or_overseas_rule,Y,unknown,-468.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,,,산업동향,OFF_TOPIC,government_general_low_relevance,government_general_low_relevance:블미뷰 코인은 규제 증시는 활성화 일관성 잃은 금융당국,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,1,1,1,,,v26.2: market/stock commentary excluded from final,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:블미뷰 코인은 규제 증시는 활성화 일관성 잃은 금융당국,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain,government_misclassified_industry_earnings,
5,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가…“중개 넘어 직접 인수 ·매매”",카카오페이증권 투자매매업 인가 중개 넘어 직접 인수 매매,전자신문,전자신문,"Mon, 13 Jul 2026 01:10:45 GMT","카카오페이증권, 투자매매업 인가…“중개 넘어 직접 인수 ·매매” 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE10MVBxZXpERWZzcFBlbjduSzBmREtEV1A5VTRLeUpQQndIVWdTUExualVMYy02R21YR1F4SndXY1hLSGMzT2h3STNRb3JvUQ?oc=5,google_rss_카카오 when:4d,128.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,128.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,,,
6,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가…직접 인수·매매 나선다",카카오페이증권 투자매매업 인가 직접 인수 매매 나선다,서울경제TV,서울경제TV,"Mon, 13 Jul 2026 00:32:00 GMT","카카오페이증권, 투자매매업 인가…직접 인수·매매 나선다 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE93c0tpMnRUSWtkbUxmV05peHRySDBaMTBzMU5YMndmRHBDRWlnOHBCNHdPN2NQT2NpdF9zdlR2dDZVdjh1UHF3M01mdlFuVEk3WUYyeEpBbUc2cGZDOHVRTnVyQ2c?oc=5,google_rss_카카오 when:4d,127.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,127.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,,,
168,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 획득…""중개 넘어 직접 인수·매매""",카카오페이증권 투자매매업 인가 획득 중개 넘어 직접 인수 매매,뉴스1,뉴스1,"Mon, 13 Jul 2026 00:22:24 GMT","카카오페이증권, 투자매매업 인가 획득…""중개 넘어 직접 인수·매매"" 뉴스1",https://news.google.com/rss/articles/CBMiX0FVX3lxTE00X3F2Yk5BeFZyVUJmbWtCMGNaSlAzNVNxNS0xbE05QzBrcWJfZ0RmVGJMenJQeGdYdk9IMjQwN28xaHlYTEExMXFPQmFMWFdISnJuR2Rnd3lCOU1sZnE4?oc=5,google_rss_카카오 카카오페이 when:4d,126.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,126.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,,,
169,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 획득…IPO 주관 가능해져",카카오페이증권 투자매매업 인가 획득 ipo 주관 가능해져,아시아경제,아시아경제,"Sun, 12 Jul 2026 23:48:37 GMT","카카오페이증권, 투자매매업 인가 획득…IPO 주관 가능해져 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5WbkRwSzE5U1ZRbEphRUpCczZiODF3MVF1TGE2SUdpVXREbmpzQWs2QktVYnVIa0R3alM2RW1ZTVRPNmZwYUhPeVgzSXZBb3FPNlN5MDNpSDZMVGpTaTlabw?oc=5,google_rss_카카오 카카오페이 when:4d,125.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,125.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
26,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 획득...IPO 주관 길 열렸다",카카오페이증권 투자매매업 인가 획득 ipo 주관 길 열렸다,파이낸셜뉴스,파이낸셜뉴스,"Mon, 13 Jul 2026 00:12:22 GMT","카카오페이증권, 투자매매업 인가 획득...IPO 주관 길 열렸다 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5KeWFMSGJrVlZxdlRzZmlnYnJXX014TzdOMXcxSGI5eUlXZnB4MmxZN0lod1VTVWUtamVVc1hKaUtqemFxNmdlbEJBYnRtVHVja0RnUmpoemVfZw?oc=5,google_rss_카카오 when:4d,125.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,125.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
87,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""IPO 주관 길 열렸다""…카카오페이증권, 투자매매업 인가 획득",ipo 주관 길 열렸다 카카오페이증권 투자매매업 인가 획득,SBS Biz,SBS Biz,"Mon, 13 Jul 2026 00:58:00 GMT","""IPO 주관 길 열렸다""…카카오페이증권, 투자매매업 인가 획득 SBS Biz",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1lVEtERVhMdHpFWXV3NnlFc01kcjM4WUloQ0x1WGk0Y0ROcmoyXy1FR1FHcFVMdG8yR1U1QTlvTlhpcVBXa0NreUhVME1paDJXR0lZ?oc=5,"google_rss_""카카오"" when:4d",124.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,124.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
50,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 획득...“IPO 주관사 가능”",카카오페이증권 투자매매업 인가 획득 ipo 주관사 가능,edaily.co.kr,이데일리,"Sun, 12 Jul 2026 23:58:39 GMT","카카오페이증권, 투자매매업 인가 획득...“IPO 주관사 가능” edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNM0lxR3d4YUJOOGVBWG9iMW44aUZXQy1aU3NpcWF5c1JtRVFvZi1LY0VXTzV2T2NrQjJ0OUU5T3pxejZtYTh5YzlMRHpGMWVzVEJ1ekMyNDVZQ0lTblFYaVZSX1UyWFdIU3J0R21FWTdTWTJJS1BFSmdIWmVBT0U0Vg?oc=5,google_rss_카카오 when:4d,123.8,84.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,123.8,"strategy_mna_governance,ai_infrastructure_security",self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
284,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,"카카오페이증권, IPO 주관 가능해졌다…투자매매업 인가 획득",카카오페이증권 ipo 주관 가능해졌다 투자매매업 인가 획득,edaily.co.kr,이데일리,"Sun, 12 Jul 2026 23:54:59 GMT","카카오페이증권, IPO 주관 가능해졌다…투자매매업 인가 획득 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxOWklmVWNUakQ4VTV4U3hnZDZyLVpkZzM1VllubXR1U3FfSld2UkNOb2xJVUo5elZOT3VvQXlWRjR2RXdlbFh6Ql9Jc0xXZGhpS015dTZZZmRaUFpZZTkwQ3NhWmRYWEpVT0YwV1RGTVNIM1JYNzNFcGV2UVk1d3ZPTw?oc=5,google_rss_카카오페이 site:edaily.co.kr when:4d,123.8,84.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,123.8,"strategy_mna_governance,ai_infrastructure_security",self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
27,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가...IPO 주관·인수 길 열렸다",카카오페이증권 투자매매업 인가 ipo 주관 인수 길 열렸다,디지털투데이,디지털투데이,"Mon, 13 Jul 2026 00:01:00 GMT","카카오페이증권, 투자매매업 인가...IPO 주관·인수 길 열렸다 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE8tZnBYUDBMTTZDUXB3aVVoekRScHBSZmN3QmZoc0lzMXhxaUZfMVAwNmJ1Mlh2M0MxaW5CWHAxa20yQ1RSVHRFUXVNeGMtTmpaNlhneWlub2xvelRJcURELTZkVGhaZEhkZXhuUXkxNzVsNjA?oc=5,google_rss_카카오 when:4d,122.8,83.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,122.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,,,
