id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
3682,정부/국회,정부_국회,가상자산 해외이전,"빗썸, 개인정보 국외이전 위반에 과징금 2억1000만원…“개선 조치 완료”",빗썸 개인정보 국외이전 위반에 과징금 2억1000만원 개선 조치 완료,쿠키뉴스,쿠키뉴스,"Thu, 25 Jun 2026 02:41:23 GMT","빗썸, 개인정보 국외이전 위반에 과징금 2억1000만원…“개선 조치 완료” 쿠키뉴스",https://news.google.com/rss/articles/CBMiY0FVX3lxTE1jT1BNNm1mOHMweHlnelQtYVNjWEthRnJNMkd5MVVNM0lkaEhoV3lXSlpZZVprWWlOLUwtdXpsOXNmdmxkdnNxOTI5VTVOQ3ZGdE9RNV8yNDhFYndyejRIOWJ1MA?oc=5,google_rss_가상자산 해외이전 when:2d,30.0,22.0,"antitrust_platform,digital_asset_stablecoin,legal_regulatory_enforcement",antitrust_general,,v43_not_government_policy,,,,,,general,24.0,published_today,official_action,privacy_security:bithumb:data_leak,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,30.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation:sanction_penalty,global_incident:platform_regulation:bithumb:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:bithumb:platform_regulation,government_regulatory_enforcement,weak_gov_basis:no_public_actor_action_domain
3672,정부/국회,정부_국회,해외이전,"빗썸, 개인정보 국외이전 절차 위반…과징금 2억1000만원",빗썸 개인정보 국외이전 절차 위반 과징금 2억1000만원,네이트,네이트,"Thu, 25 Jun 2026 02:06:00 GMT","빗썸, 개인정보 국외이전 절차 위반…과징금 2억1000만원 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9qREpCaTVMdHN1dS1lSTFFNXZiU3dWMFdqNW5iN0JWY0ljeXRjYjlVV0xIZllGc1AyZ1lLWjlZMk4wSWZieVRaLW83N0JxRTZZeDhF?oc=5,google_rss_해외이전 when:2d,30.0,22.0,"antitrust_platform,digital_asset_stablecoin,legal_regulatory_enforcement",antitrust_general,,v43_not_government_policy,,,,,,general,24.0,published_today,official_action,privacy_security:bithumb:data_leak,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,30.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation:sanction_penalty,global_incident:platform_regulation:bithumb:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:bithumb:platform_regulation,government_regulatory_enforcement,weak_gov_basis:no_public_actor_action_domain
3681,정부/국회,정부_국회,가상자산 해외이전,"빗썸, 개인정보 국외이전 절차 위반…과징금 2억1000만원",빗썸 개인정보 국외이전 절차 위반 과징금 2억1000만원,데일리안,데일리안,"Thu, 25 Jun 2026 02:04:00 GMT","빗썸, 개인정보 국외이전 절차 위반…과징금 2억1000만원 데일리안",https://news.google.com/rss/articles/CBMiV0FVX3lxTE9vbVJQWUhNc1NQTDFsMWYxbDdON0luMHp1Y3dwd2N4TFRMSVpuZDNFcl90dnBQSUZVdl8xU25MenUxdHA4dEpoTlhVYnpXcnpOcjJMMG0tNNIBpgJBVV95cUxNalFmWlYwSmxOd3JZTXA5TXBkd3V6b2RtOUV4NjVuYWx4UWpoM1o0OWplMGpDLUYzT1RMZDVvbXpDa0FlSTlwX2NtZ250cHN4T1ZQVkJzOWJRZnpucjRnSUlfMGhkcG1vTFJxUVliZkRBTHk1UmdBRHdtUU9Kdm9UMGhZWTM4czA2VzJfNDlIUlRYRHpabW81VGNZcld6UGxVLUtnSS0wd0VfNTU4Y25XYS1yajNvZUxiaXM1LUNVZWpKOVB0N2NxYk1QNklVaTlSb20ydUl5b0ttVzdLNEZ0RmlwMUNYcGtncG40Rng1bFVwbjhFX3ZJUk9mdGdHWHdjTms0cE1HQ1NzN3NYTDc0ZDJtTzhqdFR0THFoUVVvSnluSlN0c3c?oc=5,google_rss_가상자산 해외이전 when:2d,30.0,22.0,"antitrust_platform,digital_asset_stablecoin,legal_regulatory_enforcement",antitrust_general,,v43_not_government_policy,,,,,,general,24.0,published_today,official_action,privacy_security:bithumb:data_leak,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,30.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation:sanction_penalty,global_incident:platform_regulation:bithumb:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:bithumb:platform_regulation,government_regulatory_enforcement,weak_gov_basis:no_public_actor_action_domain
3671,정부/국회,정부_국회,해외이전,"빗썸, 개인정보 동의 없이 해외로 넘기다 과징금 2.1억 부과",빗썸 개인정보 동의 없이 해외로 넘기다 과징금 2 1억 부과,네이트,네이트,"Thu, 25 Jun 2026 01:17:00 GMT","빗썸, 개인정보 동의 없이 해외로 넘기다 과징금 2.1억 부과 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1GelVHR2czV0NWa3JISjJKYVg1amFTSHRzWHhYeVRVOS1LZXJCNXJvNV9uVm9Cc21keENXbTJNb0llVHFsaUdHV2s0clgzcGpDbnU0?oc=5,google_rss_해외이전 when:2d,30.0,22.0,"antitrust_platform,digital_asset_stablecoin,legal_regulatory_enforcement",antitrust_general,,v43_not_government_policy,,,,,,general,24.0,published_today,official_action,privacy_security:bithumb:data_leak,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,30.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation:sanction_penalty,global_incident:platform_regulation:bithumb:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:bithumb:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:bithumb:platform_regulation,government_regulatory_enforcement,weak_gov_basis:no_public_actor_action_domain
1863,정부/국회,정부_국회,AI기본법,"NIA·KOSA, AI 정책·법제 협력 강화…공공 AX·글로벌 진출도 맞손",nia kosa ai 정책 법제 협력 강화 공공 ax 글로벌 진출도 맞손,이데일리,이데일리,"Wed, 24 Jun 2026 00:24:41 GMT","NIA·KOSA, AI 정책·법제 협력 강화…공공 AX·글로벌 진출도 맞손 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxNU3g5eFZuNUtWOUFYMmxFaXRtTmkyaTYya24wVVozcHhZWDZhUlA5N0ZTZUxCbEV2cDJOY2ozdUZ2UDl2MkZsN3ZLYjFoZzMwNjVoTDFvaFprUHlleVhtcXIzd09VUVZMeDRndldyYjVIREJGSGhaaGpHcHBTOS1IQg?oc=5,google_rss_AI기본법 when:2d,25.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,25.0,"policy_legislation,ai_infrastructure_security",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:general,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain
3701,정부/국회,정부_국회,디지털자산기본법,"""韓, 원화코인·거래소 지분제한에 매몰…디지털자산법은 글로벌에 맞춰야""",원화코인 거래소 지분제한에 매몰 디지털자산법은 글로벌에 맞춰야,네이트,네이트,"Wed, 24 Jun 2026 05:17:00 GMT","""韓, 원화코인·거래소 지분제한에 매몰…디지털자산법은 글로벌에 맞춰야"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE85YV92YTlSZU1aOEptMDBERXRkTy1BT045SExHUDB1UXF6cnNFdEo5MWxfcUJGTnFCbW9jZTFEd3A4dV8xUjNvWHlpU1BicUNtdFNn?oc=5,google_rss_디지털자산기본법 when:2d,16.0,15.0,"digital_asset_stablecoin,strategy_mna_governance",digital_asset_stablecoin,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,16.0,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain
3509,경쟁사/해외이슈,경쟁사_해외이슈,일본 빅테크,"손정의 ""버블론은 AI에 대한 모독…지금이 역사적 전환점"" [도쿄나우]",손정의 버블론은 ai에 대한 모독 지금이 역사적 전환점 도쿄나우,한국경제,한국경제,"Wed, 24 Jun 2026 05:51:08 GMT","손정의 ""버블론은 AI에 대한 모독…지금이 역사적 전환점"" [도쿄나우] 한국경제",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBCbGs0bFdvNFhBWV82N0xsclVwUmJLTjZGejhIS2s2RTVnY3A1ektiM0RlbHdMNTNPYk5QOE1leDIzWXhGak0zYzRlS1hPd1h1cktRS9IBVEFVX3lxTFBCbGs0bFdvNFhBWV82N0xsclVwUmJLTjZGejhIS2s2RTVnY3A1ektiM0RlbHdMNTNPYk5QOE1leDIzWXhGak0zYzRlS1hPd1h1cktRSw?oc=5,google_rss_일본 빅테크 when:2d,4.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,overseas_platform_ai_rule_pass,Y,ai_infra_company,4.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:손정의 버블론은 ai에 대한 모독 지금이 역사적 전환점 도쿄나우,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:손정의 버블론은 ai에 대한 모독 지금이 역사적 전환점 도쿄나우,government_ai_core_policy,
1618,정부/국회,정부_국회,플랫폼 규제,쿠팡 6247억 과징금에 형평성 논란…온플법까지 '역차별' 우려,쿠팡 6247억 과징금에 형평성 논란 온플법까지 역차별 우려,위키리크스한국,위키리크스한국,"Wed, 24 Jun 2026 05:33:00 GMT",쿠팡 6247억 과징금에 형평성 논란…온플법까지 '역차별' 우려 위키리크스한국,https://news.google.com/rss/articles/CBMib0FVX3lxTE9MVGJsTUV0SndHZGtnREwtU01CZjlhVE0xc1ZkZWRqM0xYa09vVi04WVpVQXJJSnBhc0J4WTNKRXlKVEtqX0JtZ0F4UGpfdDE2RHlKanNkT1FLWHR5U2RjeWNqdUt3WWkySHFaSWZ1VQ?oc=5,google_rss_플랫폼 규제 when:2d,-7.4,-9.0,"antitrust_platform,legal_regulatory_enforcement,market_power_platform",antitrust_onplaw,쿠팡,v43_not_government_policy,Y,,,,,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,-7.4,"legal_regulatory_enforcement,policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:coupang:coupang_designation_disclosure:sanction_penalty,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_platform_regulation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,4,5,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,global_incident:platform_regulation:coupang:coupang_designation_disclosure,government_platform_regulation,weak_gov_basis:no_public_actor_action_domain
826,정부/국회,정부_국회,공정거래위원회,앞으로 쿠팡이 법 어기면 ‘김범석 책임’…개인정보 유출은?,앞으로 쿠팡이 법 어기면 김범석 책임 개인정보 유출은,JTBC,JTBC,"Wed, 24 Jun 2026 09:04:36 GMT",앞으로 쿠팡이 법 어기면 ‘김범석 책임’…개인정보 유출은? JTBC,https://news.google.com/rss/articles/CBMiUkFVX3lxTFAwcUo3Si1PdXRWV2FRT2VWdVd3c1EySDBtejlmMU5HT3REeTA3dThfX3NYRGhzNmZKdjU4dTJoN2xXS2NfakdGa3E3LXRNTjRHYWc?oc=5,google_rss_공정거래위원회 개인정보 when:2d,-30.0,-13.0,"phishing_security,privacy_security_reliability",security_privacy_leak,쿠팡,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:coupang:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,-30.0,"privacy_security_reliability,policy_legislation",government:tech_security_policy,global_incident:platform_regulation:coupang:coupang_designation_disclosure:general,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,weak_gov_basis:no_public_actor_action_domain
324,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"증평군, 'SNS 소통 강화' 카카오톡 채널 친구 추가 이벤트",증평군 sns 소통 강화 카카오톡 채널 친구 추가 이벤트,충청뉴스라인,충청뉴스라인,"Wed, 24 Jun 2026 07:47:20 GMT","증평군, 'SNS 소통 강화' 카카오톡 채널 친구 추가 이벤트 충청뉴스라인",https://news.google.com/rss/articles/CBMicEFVX3lxTE9WaW04LU9mQTFjTk81VThyQjVUN0xqdkFHNzZpcDRlTW5OQUFNaGRraG9lclotb1BFcWYwNjFxMGFSWDFacVU3RzM0OTdkbHBsUWxvRjFDVENfYzRKQ2dycXRqcnNwakd4LUgzQ1BkZEnSAXNBVV95cUxOdVAtNGdldXQxemI4WFZKUkdjS0dUajQtMGhEcXdUNEd5ei1Jc21OcUxIUVVKdFlSMERPRHQzTW5uRW9NWU5LZVdUZTQ5MWlFMWRUcEcxMWxxbFFNOXJ5d0F6dzRvakFhdjR3RmxMWVlQd29z?oc=5,google_rss_카카오톡 when:2d,-36.7,-1.5,self_pr_promo,,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC;low_value:이벤트,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,social_media_platform,-36.7,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:증평군 sns 소통 강화 카카오톡 채널 친구 추가 이벤트,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:증평군 sns 소통 강화 카카오톡 채널 친구 추가 이벤트,self_filler_reference,
954,정부/국회,정부_국회,금융위원회,금융규제 당국 시각·시장 시각 모두 갖춰,금융규제 당국 시각 시장 시각 모두 갖춰,조선일보,조선일보,"Tue, 23 Jun 2026 15:34:42 GMT",금융규제 당국 시각·시장 시각 모두 갖춰 조선일보,https://news.google.com/rss/articles/CBMihwFBVV95cUxOREszQjNDUTJmUmkwNzhqWW15dEwyT2c5OG41MGVGS1hjUUU1Q09fUFNwMXRGZUVQS3lmX0M5Q3ZRRXFYS3lhV0NrU0NyME1KWE9DdVA1UkRaOHhQeXhkX0Raa3JyQUZoaU1McEl3VE56d2FobFRjZFBEZERzRlZlNi14NHBRcDA?oc=5,google_rss_금융위원회 when:2d,-40.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-40.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:금융규제 당국 시각 시장 시각 모두 갖춰,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융규제 당국 시각 시장 시각 모두 갖춰,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain
1017,정부/국회,정부_국회,금융위원회,"금융당국, 삼성전자 사내대출 '촉각'…가계대출 규제 '사각지대' 논란",금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,데일리한국,데일리한국,"Wed, 24 Jun 2026 05:28:34 GMT","금융당국, 삼성전자 사내대출 '촉각'…가계대출 규제 '사각지대' 논란 데일리한국",https://news.google.com/rss/articles/CBMic0FVX3lxTE5kTUlGSEVRWlh6NnF4RkQ3T1JlRzlWOWp5ZlZsSTRfczRxQThtY1N2dmhVYV9FamVYODZULUxXRlZEUEpvT0J3OXNCbEhYZW5RSHA3ZGxlT0xpQm9oTHpsdC1GWGRRZkZadkZMdHJ1WVBmN3fSAXNBVV95cUxOZE1JRkhFUVpYejZxeEZEN09SZUc5VjlqeWZWbEk0X3M0cUE4bWNTdnZoVWFfRWplWDg2VC1MV0ZWRFBKb09CdzlzQmxIWGVuUUhwN2RsZU9MaUJvaEx6bHQtRlhkUWZGWnZGTHRydVlQZjd3?oc=5,google_rss_금융위원회 규제 when:2d,-43.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-43.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,government_general_low_relevance,weak_gov_basis:no_public_actor_action_domain
1018,정부/국회,정부_국회,금융위원회,"금융당국, 삼성전자 사내대출 '촉각'…가계대출 규제 '사각지대' 논란",금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,네이트,네이트,"Wed, 24 Jun 2026 05:16:00 GMT","금융당국, 삼성전자 사내대출 '촉각'…가계대출 규제 '사각지대' 논란 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE93VmRCeUxjdnBDSWpWMDJ3aUdFeHJqaUtqNFZ0UVVtdHRzM3lmaUhBejVNZXNBcXk1a0NwZi1rUmxJUXpOeXdRcXJhQmpSZ0pCWHp3?oc=5,google_rss_금융위원회 규제 when:2d,-43.0,-41.0,policy_legislation,policy_legislation,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,unknown,-43.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융당국 삼성전자 사내대출 촉각 가계대출 규제 사각지대 논란,government_general_low_relevance,weak_gov_basis:foreign_public_policy
1637,정부/국회,정부_국회,플랫폼 규제,"美당국자 ""韓 완전한 AI 소유는 발전 막아…美기업 차별 말라""",당국자 완전한 ai 소유는 발전 막아 기업 차별 말라,네이트,네이트,"Wed, 24 Jun 2026 02:00:00 GMT","美당국자 ""韓 완전한 AI 소유는 발전 막아…美기업 차별 말라"" 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE1qcElyRl9rZGU3VURGYjYtbjhmU3BtQzYwUDlDbUNfOXVIQTF5dU93NlNyY1Q5UG05aXhIVkt0VWxLMHozTEpTUGwwb2lMVGcwVVNVQ2FsbVN2SkktLWM1NUJ5LVNoOXFiMlN2Z2xnUjR1bk1MTUpCQQ?oc=5,google_rss_플랫폼 규제 when:2d,-46.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,unknown,-46.0,"policy_legislation,market_power_platform,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:당국자 완전한 ai 소유는 발전 막아 기업 차별 말라,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:당국자 완전한 ai 소유는 발전 막아 기업 차별 말라,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain
