id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason,v32_weak_non_digital_gov
2671,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,“그 여자를 죽일 것…” 챗GPT에 범행계획 고백했다가 덜미 잡혔다,그 여자를 죽일 것 챗gpt에 범행계획 고백했다가 덜미 잡혔다,헤럴드경제,헤럴드경제,"Sat, 15 Aug 2026 02:33:36 GMT",“그 여자를 죽일 것…” 챗GPT에 범행계획 고백했다가 덜미 잡혔다 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5JbVE5R1E4aUpGdng2b25DamRJRUo1QVFuOHlnYnFPWnBQVXZYS2xSTDk3cTBEcXd6U3hCXzgtR2xVRzlUYnNZVy1KQ1dELVBJUE5kWEZ3?oc=5,google_rss_오픈AI site:heraldcorp.com when:4d,-79.5,-66.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,individual_case_not_policy;v43_not_true_competitor,,,,,,individual_case,0.0,,business_change,event:오픈AI:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,-79.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:그 여자를 죽일 것 챗gpt에 범행계획 고백했다가 덜미 잡혔다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:그 여자를 죽일 것 챗gpt에 범행계획 고백했다가 덜미 잡혔다,comp_overseas_platform_ai,,,
3346,정부/국회,정부_국회,AML,"Bitget, 새로운 규제에 따라 AML 및 제재 조치를 강화합니다",bitget 새로운 규제에 따라 aml 및 제재 조치를 강화합니다,Traders Union,Traders Union,"Sat, 15 Aug 2026 03:42:20 GMT","Bitget, 새로운 규제에 따라 AML 및 제재 조치를 강화합니다 Traders Union",https://news.google.com/rss/articles/CBMipgFBVV95cUxOUlhyb0M0V1hKb3hiSkE4Z185Wkk2Ym1YNUk0Um95dENfQmtvQkpWMDdab3dneHZVd296ZnlBcVVnOEZuUlFHT1RUaTFjV3RacFM0eThGcWZjUUNJRTROdDg2TEZkRkw2Vy10dGdYeE93S2Q5Tm1Ba2hqZ1F6X0pIMDBrV0ZoaWtJTmlfby1leDRKMXhBb3JsWmVfa1BPNUtlbDlUM3Z3?oc=5,google_rss_AML when:4d,-80.0,34.0,"legal_regulatory_enforcement,policy_legislation",legal_regulatory_enforcement,,v43_not_government_policy,,,,,,general,0.0,,official_action,global_incident:digital_asset_policy:digital_asset_sector:vasp_aml_rulemaking,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-80.0,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,global_incident:digital_asset_policy:digital_asset_sector:vasp_aml_rulemaking:sanction_penalty,global_incident:digital_asset_policy:digital_asset_sector:vasp_aml_rulemaking,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:vasp_aml_rulemaking,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:vasp_aml_rulemaking,government_digital_finance_policy,,weak_gov_basis:no_public_actor_action_domain,
1570,정부/국회,정부_국회,스테이블코인,"테더 감사 통과, 윈터뮤트 10억달러 AI 투자",테더 감사 통과 윈터뮤트 10억달러 ai 투자,tokenpost.kr,tokenpost.kr,"Sun, 16 Aug 2026 18:07:35 GMT","테더 감사 통과, 윈터뮤트 10억달러 AI 투자 tokenpost.kr",https://news.google.com/rss/articles/CBMiWEFVX3lxTE9HaEFZRFVPNHI3UzJIdjZLR1dMWXJMcm5QSllvOTZybGczT1A1YVRfSldPLVJvenNMb0lrYTFKaFNEaTNQZ0xjU0tSak9saE9UWml2cVpSaXbSAV5BVV95cUxOZGwxWGlsWFN0UjJ1Wk9qQ0RUdXd2NzBEYmlVTFdwdkVjX0lyMnhSVjYzbHlPeVZWaDVTOTZMeFZpRDh5OWV3UVYxMEpOdF9RTVBOVXlDRHlXR3FIUzN3?oc=5,google_rss_스테이블코인 AI when:4d,-80.0,-71.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_government_policy,,,,,,general,24.0,published_today,business_change,,decision,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-80.0,"ai_infrastructure_security,digital_asset_stablecoin",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:테더 감사 통과 윈터뮤트 10억달러 ai 투자,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,3,4,5,,,로컬 보조 라벨 / v26: 한국 정부·국회 직접 행위자 근거 약함,local,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:테더 감사 통과 윈터뮤트 10억달러 ai 투자,government_ai_core_policy,,,
139,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"티웨이항공, 카카오페이·토스페이 제휴할인 이벤트",티웨이항공 카카오페이 토스페이 제휴할인 이벤트,로이슈,로이슈,"Fri, 14 Aug 2026 06:00:03 GMT","티웨이항공, 카카오페이·토스페이 제휴할인 이벤트 로이슈",https://news.google.com/rss/articles/CBMiekFVX3lxTE14djJrY01RWFRzSm1jUDVwRGdTeEhTeXgwaktvekF0V212UEMxS2EwT05GRjZQXzdYMTJORDBQQ05vNjYxNDBVd1JaM1ZCU3lla2dYdWVGYmh5dWtDSzVmdGVnRkZmRHlwejZQemhuNnlmOXprM3FfYm5R?oc=5,google_rss_카카오 카카오페이 when:4d,-81.0,-14.0,self_pr_promo,,"카카오,카카오페이,토스",v43_self_not_actual_actor:OFF_TOPIC;low_value:이벤트;low_value:할인,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,toss,-81.0,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:티웨이항공 카카오페이 토스페이 제휴할인 이벤트,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,self_filler_reference:티웨이항공 카카오페이 토스페이 제휴할인 이벤트,self_filler_reference,,,
3287,산업동향,산업동향,플랫폼 시장점유율,"""6㎝ 턱 넘고, 180도 스팀 분사""…'中 로청' 공세에 삼성·LG전자, 안방 지킬까",6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,뉴시스,뉴시스,"Sun, 16 Aug 2026 06:30:00 GMT","""6㎝ 턱 넘고, 180도 스팀 분사""…'中 로청' 공세에 삼성·LG전자, 안방 지킬까 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE9SYWpTY3RpbHVrSWxFOHpETGhNUndsRlJXUzM1QTI0RjZUc0pmbGlHbGNzRHhCS3E3NXRlcGZDa3UxOHU2NlhqdVRhSXlkeWw5bTBnWHQ2dFBWWUEyQS14UVc3U0dNQVlvVF9EQV9fV2ZmMkZwN2JKNtIBeEFVX3lxTE9SYWpTY3RpbHVrSWxFOHpETGhNUndsRlJXUzM1QTI0RjZUc0pmbGlHbGNzRHhCS3E3NXRlcGZDa3UxOHU2NlhqdVRhSXlkeWw5bTBnWHQ2dFBWWUEyQS14UVc3U0dNQVlvVF9EQV9fV2ZmMkZwN2JKNg?oc=5,google_rss_플랫폼 시장점유율 when:4d,-81.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-81.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,industry_structural_change,,,
14,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'1점 리뷰' 악몽 겪은 카톡, 올해 개편엔 민심 잡을까",1점 리뷰 악몽 겪은 카톡 올해 개편엔 민심 잡을까,뉴시스,뉴시스,"Sun, 16 Aug 2026 01:01:00 GMT","'1점 리뷰' 악몽 겪은 카톡, 올해 개편엔 민심 잡을까 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTFBYQVhhTDJOZVBUZkR6aVp1b21XbnFJNU02MmhnYmt4YTBTN1RocFRzUkp4UHVfMWVoVHlId2tWRVF5YlpkenBTYml1Ykp5UmV1dlVzbG9XaFdwMlBDc0V0X1VaWEF4ZHFHZDFiU1c3M0NpLXJLdTh6M9IBeEFVX3lxTFBYQVhhTDJOZVBUZkR6aVp1b21XbnFJNU02MmhnYmt4YTBTN1RocFRzUkp4UHVfMWVoVHlId2tWRVF5YlpkenBTYml1Ykp5UmV1dlVzbG9XaFdwMlBDc0V0X1VaWEF4ZHFHZDFiU1c3M0NpLXJLdTh6Mw?oc=5,google_rss_카카오 when:4d,-81.7,-69.5,,,"카카오,카카오서비스,카카오톡",v26_self_without_direct_kakao_entity,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-81.7,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:1점 리뷰 악몽 겪은 카톡 올해 개편엔 민심 잡을까,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:1점 리뷰 악몽 겪은 카톡 올해 개편엔 민심 잡을까,self_strategic_reference,,,
3363,정부/국회,정부_국회,가상자산 이용자보호법,'해킹 위협 vs 출금 지연'…가상자산거래소 콜드월렛 딜레마,해킹 위협 vs 출금 지연 가상자산거래소 콜드월렛 딜레마,v.daum.net,v.daum.net,"Fri, 14 Aug 2026 07:59:00 GMT",'해킹 위협 vs 출금 지연'…가상자산거래소 콜드월렛 딜레마 v.daum.net,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1Id05tdnQtSjFKQ25Rc3ZVVFRMVDhtLTFJaFRJemFUTTNKT1FTamV4NWhvOGJhT2s5b1BxNExfdi1CZDBUOEFsQktLRQ?oc=5,google_rss_가상자산 이용자보호법 when:4d,-82.0,26.0,"digital_asset_stablecoin,phishing_security,privacy_security_reliability,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,0.0,,direct_risk,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-82.0,"privacy_security_reliability,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,2,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,OFF_TOPIC,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,self_filler_reference,,weak_gov_basis:no_public_actor_action_domain,
3264,산업동향,산업동향,인공지능 산업 동향,"화장품 시장 규모, 점유율, 성장, 분석, 보고서, 2034년",화장품 시장 규모 점유율 성장 분석 보고서 2034년,Straits Research,Straits Research,"Fri, 14 Aug 2026 07:55:27 GMT","화장품 시장 규모, 점유율, 성장, 분석, 보고서, 2034년 Straits Research",https://news.google.com/rss/articles/CBMiY0FVX3lxTE1tQklTekpGM3VZVE12RUxYWEdQVnBlTVlDcmJYVDg5cEJpTUhfbllVVlFrYU1fNUhkdVVrUkU4akFIdFk0Tk5OWFBMZC13SHpsUHBYVTRzOG51Qkx6RlZ1eVJDUQ?oc=5,google_rss_인공지능 산업 동향 when:4d,-82.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,-12.0,analysis_without_direct_event,analysis_feature,,rumor_or_report,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-82.0,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:화장품 시장 규모 점유율 성장 분석 보고서 2034년,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:화장품 시장 규모 점유율 성장 분석 보고서 2034년,government_ai_core_policy,,,
624,정부/국회,정부_국회,공정거래위원회,"공정위, '타사 제품 제한' 정유4사 조사…업계 ""제품 강요 안 해""",공정위 타사 제품 제한 정유4사 조사 업계 제품 강요 안 해,뉴스저널리즘,뉴스저널리즘,"Fri, 14 Aug 2026 07:01:53 GMT","공정위, '타사 제품 제한' 정유4사 조사…업계 ""제품 강요 안 해"" 뉴스저널리즘",https://news.google.com/rss/articles/CBMia0FVX3lxTFBxaDQtZFlCY2IwYmxmMWUtY1E0NW5fUlc0dHR2Ukk3N0NuNGNIWTlMckttUlQ5ZlVkU1h0MnlQYXdRSW9SWHBBSDJCc3RSR1lpMVB0T0RmQjFyZjBWUWhRWWpXX1BCOTVKYVdr?oc=5,google_rss_공정거래위원회 when:4d,-83.5,29.5,antitrust_platform,antitrust_general,공정위,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,Y,,,,government:platform_obligation,platform_operator_obligation,0.0,,official_action,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-83.5,policy_legislation,government:platform_obligation,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation:general,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
1586,정부/국회,정부_국회,스테이블코인,'해킹 위협 vs 출금 지연'…가상자산거래소 콜드월렛 딜레마,해킹 위협 vs 출금 지연 가상자산거래소 콜드월렛 딜레마,news.mtn.co.kr,news.mtn.co.kr,"Fri, 14 Aug 2026 07:58:34 GMT",'해킹 위협 vs 출금 지연'…가상자산거래소 콜드월렛 딜레마 news.mtn.co.kr,https://news.google.com/rss/articles/CBMiZEFVX3lxTE45WXNKVUh1c1dtWWppUTZqaDF4ZV9RLV9WMUFVRVIwQ09qT0VYSllpVUUwMHBGYWN3WnB1cGc4RjRpMkZnSXVDZDdoVGVvSWN3WG1sRzVvVzlVVV85QXBvckdpUU4?oc=5,google_rss_스테이블코인 해킹 when:4d,-84.0,26.0,"digital_asset_stablecoin,phishing_security,privacy_security_reliability,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,0.0,,direct_risk,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-84.0,"privacy_security_reliability,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,,weak_gov_basis:no_public_actor_action_domain,
1494,정부/국회,정부_국회,플랫폼 규제,"바이낸스, HTX 등 11개 디지털자산 플랫폼과 입출금 거래 제한",바이낸스 htx 등 11개 디지털자산 플랫폼과 입출금 거래 제한,TradingView,TradingView,"Fri, 14 Aug 2026 13:57:54 GMT","바이낸스, HTX 등 11개 디지털자산 플랫폼과 입출금 거래 제한 TradingView",https://news.google.com/rss/articles/CBMibEFVX3lxTE9zZURjSS1vbkl3SEFSNXllM1JuTklFeDJIOEk2LVdvSWxOdmp2OWFfd1B6QmpZWEdRT1pGbDlEMEVLYjIwMWhhSjNubldjNjc1am5yUmQybTNSQlAtdHFvZFFXRGtZdEllbGxZcA?oc=5,google_rss_플랫폼 규제 when:4d,-85.0,22.0,"digital_asset_stablecoin,market_power_platform,platform_obligation",digital_asset_stablecoin,,v43_not_government_policy,Y,,,,,platform_operator_obligation,0.0,,general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"generic_platform_without_digital_business_context:actor=False,change=False,bridge=True",1,,,,-85.0,"policy_legislation,market_power_platform,digital_asset_stablecoin,platform_obligation",government:regulatory_enforcement,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,,weak_gov_basis:no_public_actor_action_domain,
3305,산업동향,산업동향,플랫폼 시장점유율,"""6㎝ 턱 넘고, 180도 스팀 분사""…'中 로청' 공세에 삼성·LG전자, 안방 지킬까",6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,네이트,네이트,"Sun, 16 Aug 2026 06:31:00 GMT","""6㎝ 턱 넘고, 180도 스팀 분사""…'中 로청' 공세에 삼성·LG전자, 안방 지킬까 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1UTWl1djZfN3N0VXhuZDlTNDJtZElGWTA1UEpncDlXS2d2VnJfaHp6LWxUWDlScTJrQ3RDTUZPWUgxMVBqUHJYOEFBcUtlY3ZiVWNv?oc=5,google_rss_플랫폼 시장점유율 when:4d,-85.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-85.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:6 턱 넘고 180도 스팀 분사 로청 공세에 삼성 lg전자 안방 지킬까,industry_structural_change,,,
3298,산업동향,산업동향,플랫폼 시장점유율,[자막뉴스] 대형마트 묶어서 전통시장 살린다?…온라인 배달만 배불렸다 '전통시장도 추락',자막뉴스 대형마트 묶어서 전통시장 살린다 온라인 배달만 배불렸다 전통시장도 추락,네이트,네이트,"Sun, 16 Aug 2026 04:28:00 GMT",[자막뉴스] 대형마트 묶어서 전통시장 살린다?…온라인 배달만 배불렸다 '전통시장도 추락' 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE0wWEJMRGdtUE9hemp6R0k0aW5JUEhvQ1FqYjRwaW83Vm9oSmpEa1BJaWNpTWljNWVOVWpJWkNPb3NtQ0QyOEZ2Q0lIOWZrU185MHBj?oc=5,google_rss_플랫폼 시장점유율 when:4d,-85.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-85.5,market_power_platform,,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,industry_structural_change:자막뉴스 대형마트 묶어서 전통시장 살린다 온라인 배달만 배불렸다 전통시장도 추락,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,industry_structural_change:자막뉴스 대형마트 묶어서 전통시장 살린다 온라인 배달만 배불렸다 전통시장도 추락,industry_structural_change,,,
219,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"시흥 청년정책의 모든 것, '시흥청년 알리미'에 물어보세요…카톡 챗봇 개설",시흥 청년정책의 모든 것 시흥청년 알리미 에 물어보세요 카톡 챗봇 개설,HKBC환경방송,HKBC환경방송,"Fri, 14 Aug 2026 06:13:00 GMT","시흥 청년정책의 모든 것, '시흥청년 알리미'에 물어보세요…카톡 챗봇 개설 HKBC환경방송",https://news.google.com/rss/articles/CBMiY0FVX3lxTE1DMHdxOV9aa1R1M1RJazdnUy1HaGRQTDNiT0tzOTJ1SzhpaUdINXVDZXBNYkdrcEhJRlNlelRwZllxcG5YaEdJY1JzSHVtc0lVQkFURno1Mkt0Wk9Ual9LZXl3Y9IBZ0FVX3lxTFBzN19WOTMxODZxUl8xV1VRUXdaNUdSNGtJNkZ0LWRSbHNieDRERXRZVEtYSlpnTHo4VVdCZURsOVlNSFRpX2d6V1VtVDg5RmItd1EtS0JENkNpU1A4WUlaYzdKMUUtVE0?oc=5,google_rss_카카오톡 when:4d,-85.5,-62.5,policy_legislation,policy_legislation,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,general,event:카카오+카카오서비스:policy_legislation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-85.5,policy_legislation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:시흥 청년정책의 모든 것 시흥청년 알리미 에 물어보세요 카톡 챗봇 개설,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:시흥 청년정책의 모든 것 시흥청년 알리미 에 물어보세요 카톡 챗봇 개설,self_filler_reference,,,
941,정부/국회,정부_국회,금융위원회,동양생명 신용정보법 위반 제재 이달 결론…업계 '제판분리' 변화 분수령,동양생명 신용정보법 위반 제재 이달 결론 업계 제판분리 변화 분수령,ebn.co.kr,ebn.co.kr,"Fri, 14 Aug 2026 00:28:30 GMT",동양생명 신용정보법 위반 제재 이달 결론…업계 '제판분리' 변화 분수령 ebn.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTFA2Vi1uMlZmVmV1dkxQQ2FtOEFrRE93MHAzNm5kNkxUV3ZoSWd5bU05bWtxYWNjUWE1Vk9VQWdGMmxaMEJyRlRHYk9GdzdKRHlOZWd3dzU3UDBkd3hIeTZoSmx3bnVnb0FV?oc=5,google_rss_금융위원회 과징금 when:4d,-86.0,29.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,0.0,,official_action,global_incident:platform_regulation:platform_sector:platform_operator_obligation,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-86.0,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
