검색어,기사제목,발행기관,기사 전체 내용,발행일시,링크
공정거래위원회,과징금 9000억이면 포상금 900억…신고포상금 무제한 시대 열린다 - 위키트리,위키트리,"<a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTE0zRTM5eE9YN1dtS280ZGpqbFNfOEwzcVgwWmRFc1A5Vmp4ZUIzbWhZcWlTMllnWnJPdWw4TzJNVFlua0ZldXRfTEI2VG4xZ3d4WEEySlJB?oc=5"" target=""_blank"">과징금 9000억이면 포상금 900억…신고포상금 무제한 시대 열린다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">위키트리</font>",2026-05-21 19:03,https://news.google.com/rss/articles/CBMiVkFVX3lxTE0zRTM5eE9YN1dtS280ZGpqbFNfOEwzcVgwWmRFc1A5Vmp4ZUIzbWhZcWlTMllnWnJPdWw4TzJNVFlua0ZldXRfTEI2VG4xZ3d4WEEySlJB?oc=5
공정거래위원회,"""고려아연 역외 순환출자 구조…규제회피 시도 사례"" : 네이버 블로그 - Naver Blog",Naver Blog,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxPSTJjUHlydDdGbmUwRDUzaHZGejRneU1qd21LZDA0UTRyY0ZHWTgydkFjU2w2R3N2bXRZV1dhcXBFenN5OGwyYWpPNXZXbVVscTE3N3ZFNTBfOTNjOGFNWHJIR3k2NUZXRFRUWDh6VzN4TjlhRkJhS3hCLWJmaUhHLTNvdURFRzVhMVpTWldPZw?oc=5"" target=""_blank"">""고려아연 역외 순환출자 구조…규제회피 시도 사례"" : 네이버 블로그</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Naver Blog</font>",2026-05-21 13:52,https://news.google.com/rss/articles/CBMijwFBVV95cUxPSTJjUHlydDdGbmUwRDUzaHZGejRneU1qd21LZDA0UTRyY0ZHWTgydkFjU2w2R3N2bXRZV1dhcXBFenN5OGwyYWpPNXZXbVVscTE3N3ZFNTBfOTNjOGFNWHJIR3k2NUZXRFRUWDh6VzN4TjlhRkJhS3hCLWJmaUhHLTNvdURFRzVhMVpTWldPZw?oc=5
공정거래위원회,"공정위, AI 서비스 시장 전방위 실태조사 착수…소비자 피해·독점 우려 선제 점검 - 한국AI부동산신문",한국AI부동산신문,"<a href=""https://news.google.com/rss/articles/CBMiTEFVX3lxTE5wRkR4TVF3QmlQenF5ZXVWZmFwRGNYd0ZpZUIzeTRkUlY5YlJoUDc2Yy03Q1EwRkpSMVdjY1BiQ21EX1FiSGJjVkM4Uko?oc=5"" target=""_blank"">공정위, AI 서비스 시장 전방위 실태조사 착수…소비자 피해·독점 우려 선제 점검</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한국AI부동산신문</font>",2026-05-22 02:55,https://news.google.com/rss/articles/CBMiTEFVX3lxTE5wRkR4TVF3QmlQenF5ZXVWZmFwRGNYd0ZpZUIzeTRkUlY5YlJoUDc2Yy03Q1EwRkpSMVdjY1BiQ21EX1FiSGJjVkM4Uko?oc=5
공정거래위원회,"소비자단체 ""5·18 모독 스타벅스, 충전액 조건없이 전액 환불해야"" - 더팩트",더팩트,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTFBFVEZkcGk5ZTRpOW9fUU5VaHpuZkhKVzQ5VWdKX29qOWx3U0pvV0IwQzgyaW1pOEUwa2t0TDRxQzN4TDJ1SjV6M1l6Y3RwYUJuOUl2Zzd4UzB5d9IBVEFVX3lxTFA3TU11akNfRHdVa3luUGxicmNQUjlmWnhJVWJ0SFFGT0U4MDd2bjduVldtVmF6TWtCaWxXMjV0QTZ2VmtUVFNCamcyY3R2Q0VPRmlZNA?oc=5"" target=""_blank"">소비자단체 ""5·18 모독 스타벅스, 충전액 조건없이 전액 환불해야""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">더팩트</font>",2026-05-22 06:34,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBFVEZkcGk5ZTRpOW9fUU5VaHpuZkhKVzQ5VWdKX29qOWx3U0pvV0IwQzgyaW1pOEUwa2t0TDRxQzN4TDJ1SjV6M1l6Y3RwYUJuOUl2Zzd4UzB5d9IBVEFVX3lxTFA3TU11akNfRHdVa3luUGxicmNQUjlmWnhJVWJ0SFFGT0U4MDd2bjduVldtVmF6TWtCaWxXMjV0QTZ2VmtUVFNCamcyY3R2Q0VPRmlZNA?oc=5
공정거래위원회,"쿠팡이츠, 공정위에 ‘최혜대우’ 제재 동의의결 신청 - 한겨레",한겨레,"<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTFAyb3k4N1dFNnA3eURuNVFVb29WSFd5UUZpcXFxUDMyWTIxNUxuTWNJSFl4UlZpWkE1ODllamNhU3JyRGJUT1gzTFRMdy14ak80bm10a1EtUzM2Nzk2OGN5RVBiQV9fMzkxcTFsUjRGOHNUUQ?oc=5"" target=""_blank"">쿠팡이츠, 공정위에 ‘최혜대우’ 제재 동의의결 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font>",2026-05-21 13:16,https://news.google.com/rss/articles/CBMickFVX3lxTFAyb3k4N1dFNnA3eURuNVFVb29WSFd5UUZpcXFxUDMyWTIxNUxuTWNJSFl4UlZpWkE1ODllamNhU3JyRGJUT1gzTFRMdy14ak80bm10a1EtUzM2Nzk2OGN5RVBiQV9fMzkxcTFsUjRGOHNUUQ?oc=5
공정거래위원회,"쿠팡이츠, 가격인하 압박 의혹 자진시정 신청…공정위 판단 주목 - 네이트",네이트,"<a href=""https://news.google.com/rss/articles/CBMiU0FVX3lxTE9uOTFtM0JTV1RYT2dXMDBiRHh0QUNiTFJFUi1famhmdkhKVldRTm43NnhqeXpkWjJ2djZqUnlWYmlJYnlwZFdXTGMyemkzTTdiZkxN?oc=5"" target=""_blank"">쿠팡이츠, 가격인하 압박 의혹 자진시정 신청…공정위 판단 주목</a>&nbsp;&nbsp;<font color=""#6f6f6f"">네이트</font>",2026-05-22 04:20,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9uOTFtM0JTV1RYT2dXMDBiRHh0QUNiTFJFUi1famhmdkhKVldRTm43NnhqeXpkWjJ2djZqUnlWYmlJYnlwZFdXTGMyemkzTTdiZkxN?oc=5
공정거래위원회,"영원무역홀딩스, 공정위로부터 지주사 적용 제외 통보 - 딜사이트",딜사이트,"<a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE93UEdKSmNLLXl3RXd3cmc5ODBtUTJXblBnZ1VzeDA0OGVEV2h6ZU51MjFUYWZ2WmNndFlTUVZoejBtVlJkdFQzdnd2dWNIRmc?oc=5"" target=""_blank"">영원무역홀딩스, 공정위로부터 지주사 적용 제외 통보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">딜사이트</font>",2026-05-21 08:27,https://news.google.com/rss/articles/CBMiT0FVX3lxTE93UEdKSmNLLXl3RXd3cmc5ODBtUTJXblBnZ1VzeDA0OGVEV2h6ZU51MjFUYWZ2WmNndFlTUVZoejBtVlJkdFQzdnd2dWNIRmc?oc=5
공정거래위원회,쿠팡이츠 ‘배달비 0원’ 확대?... 을지로위·소비자단체 “상생 아닌 기만 마케팅” - 민중의소리,민중의소리,"<a href=""https://news.google.com/rss/articles/CBMiS0FVX3lxTFB2SDlQXzA4ejAyY0xKYXlIWDl1U2Y5dW1McWpaa0pTMGY2TlNaNU9WTXp6UFl2QTJUZFo2R3VpcHpiQUNpZnNpbWg2RQ?oc=5"" target=""_blank"">쿠팡이츠 ‘배달비 0원’ 확대?... 을지로위·소비자단체 “상생 아닌 기만 마케팅”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">민중의소리</font>",2026-05-22 03:13,https://news.google.com/rss/articles/CBMiS0FVX3lxTFB2SDlQXzA4ejAyY0xKYXlIWDl1U2Y5dW1McWpaa0pTMGY2TlNaNU9WTXp6UFl2QTJUZFo2R3VpcHpiQUNpZnNpbWg2RQ?oc=5
공정거래위원회,"“로또보다 담합 신고”공정위, 포상금 상한 없애고 지급 요율 10%로 일원화 - 한경매거진&북",한경매거진&북,"<a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE1ySzhLRHFkU1ZESXRPTEQ4bTF0MWRQU09JeGQzclcwSVgzMF8ySFNHcnBKeEpGRmtlZk4wLWtyWnFaNXA0M29sa1hhck5OTkswMzAwM29LWjFnUWpFYy0zMndCNGVxNlliYmsxQg?oc=5"" target=""_blank"">“로또보다 담합 신고”공정위, 포상금 상한 없애고 지급 요율 10%로 일원화</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한경매거진&북</font>",2026-05-21 08:58,https://news.google.com/rss/articles/CBMibEFVX3lxTE1ySzhLRHFkU1ZESXRPTEQ4bTF0MWRQU09JeGQzclcwSVgzMF8ySFNHcnBKeEpGRmtlZk4wLWtyWnFaNXA0M29sa1hhck5OTkswMzAwM29LWjFnUWpFYy0zMndCNGVxNlliYmsxQg?oc=5
공정거래위원회,"라인건설·라인그룹, 공정위 '공시대상기업집단' 신규 지정…60개 계열사 보유 - 네이트",네이트,"<a href=""https://news.google.com/rss/articles/CBMiU0FVX3lxTE0yNkR3WW1xQnFRV3MzN2pib3VyWlI2UFRMbEE3QzBHc3ZKSVRKOFlaZzhOcWFDX2VaUkRZMkQ2Y094ZnhfVXNPSzJzVi00OEw2eGJ3?oc=5"" target=""_blank"">라인건설·라인그룹, 공정위 '공시대상기업집단' 신규 지정…60개 계열사 보유</a>&nbsp;&nbsp;<font color=""#6f6f6f"">네이트</font>",2026-05-22 04:31,https://news.google.com/rss/articles/CBMiU0FVX3lxTE0yNkR3WW1xQnFRV3MzN2pib3VyWlI2UFRMbEE3QzBHc3ZKSVRKOFlaZzhOcWFDX2VaUkRZMkQ2Y094ZnhfVXNPSzJzVi00OEw2eGJ3?oc=5
공정거래위원회,스타벅스 기프트카드 40% 환불 규정이 갑질?...상품권 공히 적용되는 공정위 표준약관 - 소비자가 만드는 신문,소비자가 만드는 신문,"<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTFBaVmZ3T1N6N0hnWDg3cjFuSkx3WERlZHRfNDczZHZFLWxUVUQ0VGlWSHk0R2dyUEJOS0gtVHZuTmd0UVNrU3I4ZWlpTGhkbUNfOFpIblJmY1luOFZNZE1SM2hXbjItb1Z3bFhLOUlMSl91SFU?oc=5"" target=""_blank"">스타벅스 기프트카드 40% 환불 규정이 갑질?...상품권 공히 적용되는 공정위 표준약관</a>&nbsp;&nbsp;<font color=""#6f6f6f"">소비자가 만드는 신문</font>",2026-05-21 21:19,https://news.google.com/rss/articles/CBMic0FVX3lxTFBaVmZ3T1N6N0hnWDg3cjFuSkx3WERlZHRfNDczZHZFLWxUVUQ0VGlWSHk0R2dyUEJOS0gtVHZuTmd0UVNrU3I4ZWlpTGhkbUNfOFpIblJmY1luOFZNZE1SM2hXbjItb1Z3bFhLOUlMSl91SFU?oc=5
공정거래위원회,"쿠팡이츠, 8월까지 일반회원 무료배달…공정위 제재 앞두고 논란 - CBC뉴스",CBC뉴스,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE9FSkYwUXF4VlFndUlNc1RfNnFRb25zallvRU9oazNvY3hweEQ1Wno4anBTWWh6VHNLNGoza1B5Q0EwT0xGSXhOVGVPODhwWlo3dUJUWmhzTWdobDdDSlJvUTQ2RTF4d292?oc=5"" target=""_blank"">쿠팡이츠, 8월까지 일반회원 무료배달…공정위 제재 앞두고 논란</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBC뉴스</font>",2026-05-21 23:10,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9FSkYwUXF4VlFndUlNc1RfNnFRb25zallvRU9oazNvY3hweEQ1Wno4anBTWWh6VHNLNGoza1B5Q0EwT0xGSXhOVGVPODhwWlo3dUJUWmhzTWdobDdDSlJvUTQ2RTF4d292?oc=5
공정거래위원회,"담합 신고하면 최대 100억? 李대통령 “놀랄만큼 줘야” 언급에…공정위, 포상금 상한 삭제 - v.daum.net",v.daum.net,"<a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE5vUGt1ekNzR1YyMlowWXY1SUVNWUxCbHdjdXdkNzY3MjBzUmw4QmxGM1FuM0h4SWJmMWdxM3ZCeWtXSlN4NzhMSmIxa0VyVVhQczY2Vw?oc=5"" target=""_blank"">담합 신고하면 최대 100억? 李대통령 “놀랄만큼 줘야” 언급에…공정위, 포상금 상한 삭제</a>&nbsp;&nbsp;<font color=""#6f6f6f"">v.daum.net</font>",2026-05-21 08:05,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5vUGt1ekNzR1YyMlowWXY1SUVNWUxCbHdjdXdkNzY3MjBzUmw4QmxGM1FuM0h4SWJmMWdxM3ZCeWtXSlN4NzhMSmIxa0VyVVhQczY2Vw?oc=5
공정거래위원회,과징금 1000억 나오면 100억 받는다...담합 신고포상금 상한 폐지 - 마켓인,마켓인,"<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTFB6VWJwRDVMejM1SkI1VFREX3lxMzRwQ0NYS2ZmRngtZl9mYUVUSUpFdlJXc0I1d1ZxTDZuRlR4azU4OHBPNDZmRUdla0phSTZQVmZUZGJaZlNkQzdDdjJpeTU4UF9DbldOczQwWjB6MUxtWE0?oc=5"" target=""_blank"">과징금 1000억 나오면 100억 받는다...담합 신고포상금 상한 폐지</a>&nbsp;&nbsp;<font color=""#6f6f6f"">마켓인</font>",2026-05-21 09:34,https://news.google.com/rss/articles/CBMic0FVX3lxTFB6VWJwRDVMejM1SkI1VFREX3lxMzRwQ0NYS2ZmRngtZl9mYUVUSUpFdlJXc0I1d1ZxTDZuRlR4azU4OHBPNDZmRUdla0phSTZQVmZUZGJaZlNkQzdDdjJpeTU4UF9DbldOczQwWjB6MUxtWE0?oc=5
공정거래위원회,최혜대우 요구로 공정위 제재 앞둔 쿠팡이츠… 동의의결 다시 꺼냈다 - 디지털데일리,디지털데일리,"<a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE1GQUhBQjlQX2FVcEVPTVpYc1hWclB6bFJFR0J4TS1GUk5pd1IyWGQtbGVpZ19vYkh0WGN2VzhqeVFBaHY5aThTUXhaU0VSOW5hZWhUUEdVT1J4VTVZcUlmbndCTVo?oc=5"" target=""_blank"">최혜대우 요구로 공정위 제재 앞둔 쿠팡이츠… 동의의결 다시 꺼냈다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">디지털데일리</font>",2026-05-21 10:35,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1GQUhBQjlQX2FVcEVPTVpYc1hWclB6bFJFR0J4TS1GUk5pd1IyWGQtbGVpZ19vYkh0WGN2VzhqeVFBaHY5aThTUXhaU0VSOW5hZWhUUEdVT1J4VTVZcUlmbndCTVo?oc=5
공정거래위원회,공정위 제재 앞둔 쿠팡이츠…'최혜대우' 동의의결 재신청 - 전자신문,전자신문,"<a href=""https://news.google.com/rss/articles/CBMiTkFVX3lxTE1fbDV2blA0ZHpGZEx4WXJwaHN4MGs3RlN2RXU3am9CY2hScHc3bFhfUDFUYzlwZVdiY25DMFZBMWNsb05RN3JxLVg1ekpHZw?oc=5"" target=""_blank"">공정위 제재 앞둔 쿠팡이츠…'최혜대우' 동의의결 재신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">전자신문</font>",2026-05-21 09:47,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1fbDV2blA0ZHpGZEx4WXJwaHN4MGs3RlN2RXU3am9CY2hScHc3bFhfUDFUYzlwZVdiY25DMFZBMWNsb05RN3JxLVg1ekpHZw?oc=5
공정거래위원회,"담합 내부고발 포상금 상한 폐지…공정위, 과징금 최대 10% 지급 - 딜라이트닷넷",딜라이트닷넷,"<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE9IU2pIU3VzSzR4ZzhHUUJvT0JRZThoWVZIcnBKRVVaZG5ZcVltUEZvcmN6TFRHRHJqSEE1N0VLby1QQzR5aVZaRXNtR1hadGJhUURwSTd4S0RVWnpQZUZlcGgxZnBBZzhpa2FrdW5JaFFfQdIBckFVX3lxTE9IU2pIU3VzSzR4ZzhHUUJvT0JRZThoWVZIcnBKRVVaZG5ZcVltUEZvcmN6TFRHRHJqSEE1N0VLby1QQzR5aVZaRXNtR1hadGJhUURwSTd4S0RVWnpQZUZlcGgxZnBBZzhpa2FrdW5JaFFfQQ?oc=5"" target=""_blank"">담합 내부고발 포상금 상한 폐지…공정위, 과징금 최대 10% 지급</a>&nbsp;&nbsp;<font color=""#6f6f6f"">딜라이트닷넷</font>",2026-05-21 10:03,https://news.google.com/rss/articles/CBMickFVX3lxTE9IU2pIU3VzSzR4ZzhHUUJvT0JRZThoWVZIcnBKRVVaZG5ZcVltUEZvcmN6TFRHRHJqSEE1N0VLby1QQzR5aVZaRXNtR1hadGJhUURwSTd4S0RVWnpQZUZlcGgxZnBBZzhpa2FrdW5JaFFfQdIBckFVX3lxTE9IU2pIU3VzSzR4ZzhHUUJvT0JRZThoWVZIcnBKRVVaZG5ZcVltUEZvcmN6TFRHRHJqSEE1N0VLby1QQzR5aVZaRXNtR1hadGJhUURwSTd4S0RVWnpQZUZlcGgxZnBBZzhpa2FrdW5JaFFfQQ?oc=5
공정거래위원회,“로또 하느니 담합 신고하게”…포상금 28억→100억 ‘대폭’ 상향 - 서울신문,서울신문,"<a href=""https://news.google.com/rss/articles/CBMib0FVX3lxTE9jdnBpOU5xdWF3aTZ1eGxVSFhXbWFGdVUwN2pRQ05kRGxsa1VfOS00a00zbDg0Nk5aVjRtd0prSG5rc0NMY2ExbnlzR2FqTFdFMzNyZHhQNjI5TkhVSTJxOHVPcUVReWN4aF94TGZJUQ?oc=5"" target=""_blank"">“로또 하느니 담합 신고하게”…포상금 28억→100억 ‘대폭’ 상향</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울신문</font>",2026-05-21 08:25,https://news.google.com/rss/articles/CBMib0FVX3lxTE9jdnBpOU5xdWF3aTZ1eGxVSFhXbWFGdVUwN2pRQ05kRGxsa1VfOS00a00zbDg0Nk5aVjRtd0prSG5rc0NMY2ExbnlzR2FqTFdFMzNyZHhQNjI5TkhVSTJxOHVPcUVReWN4aF94TGZJUQ?oc=5
공정거래위원회,"쿠팡이츠, ‘최혜대우 의혹’ 자진시정안 카드…공정위에 동의의결 신청 - 헤럴드경제",헤럴드경제,"<a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTE05TGFsbXljZjF3bEkwMGRVa21UYmNrc0RxdDBJanBhNjJVMFVmNHp2cEo2aVQwWXBpZ2MyN2V2MXNpejZZV1lkcjhqOWp5bmhLb1FLQ0ln?oc=5"" target=""_blank"">쿠팡이츠, ‘최혜대우 의혹’ 자진시정안 카드…공정위에 동의의결 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">헤럴드경제</font>",2026-05-21 11:10,https://news.google.com/rss/articles/CBMiVkFVX3lxTE05TGFsbXljZjF3bEkwMGRVa21UYmNrc0RxdDBJanBhNjJVMFVmNHp2cEo2aVQwWXBpZ2MyN2V2MXNpejZZV1lkcjhqOWp5bmhLb1FLQ0ln?oc=5
공정거래위원회,"쿠팡이츠, 공정위에 ‘최혜 대우’ 동의의결 신청 - v.daum.net",v.daum.net,"<a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTFAzcTQwbnlQUFBXVnN6MFR6bFdUYnpRbzZRRXRFZFExVWRzLXl5Q2M1TGRudmdTX1JQZjd3enJkd1R3LW5FZGQ5RV9Nb0lJTkk?oc=5"" target=""_blank"">쿠팡이츠, 공정위에 ‘최혜 대우’ 동의의결 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">v.daum.net</font>",2026-05-21 09:34,https://news.google.com/rss/articles/CBMiT0FVX3lxTFAzcTQwbnlQUFBXVnN6MFR6bFdUYnpRbzZRRXRFZFExVWRzLXl5Q2M1TGRudmdTX1JQZjd3enJkd1R3LW5FZGQ5RV9Nb0lJTkk?oc=5
공정거래위원회,"[이코노 브리핑] 계란 크기, 왕란·특란 아닌 2XL·XL로 외 - 세계일보",세계일보,"<a href=""https://news.google.com/rss/articles/CBMiWEFVX3lxTE01WnZMRXZiM3hYQjRub1YxV0h1UVlFS05sTmlEMjFleG1wTFlweFlqRlU4RkhUbGJCVE5mYkNLWDFjR05iTUJNa0lEMWpiSEQydDJLeHNodkjSAVRBVV95cUxQa3JmMXNzZFFsNnVrYnZJN0NMN2hZOHlHR3ZPREtRdWR3Y0ZTZTFXc2RnY2NGMVl5MHFRdGI0dXlKOWpMNEpGUTJWSlptbVlyODNET3c?oc=5"" target=""_blank"">[이코노 브리핑] 계란 크기, 왕란·특란 아닌 2XL·XL로 외</a>&nbsp;&nbsp;<font color=""#6f6f6f"">세계일보</font>",2026-05-21 20:00,https://news.google.com/rss/articles/CBMiWEFVX3lxTE01WnZMRXZiM3hYQjRub1YxV0h1UVlFS05sTmlEMjFleG1wTFlweFlqRlU4RkhUbGJCVE5mYkNLWDFjR05iTUJNa0lEMWpiSEQydDJLeHNodkjSAVRBVV95cUxQa3JmMXNzZFFsNnVrYnZJN0NMN2hZOHlHR3ZPREtRdWR3Y0ZTZTFXc2RnY2NGMVl5MHFRdGI0dXlKOWpMNEpGUTJWSlptbVlyODNET3c?oc=5
공정거래위원회,"[단독]입점사에 ‘가격 인하 압력 혐의’ 쿠팡이츠, 제재 앞두고 자진시정 신청 - 동아일보",동아일보,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE53RHVsVVk5eVFmWGs4RDNYMUNBbnlBbWp6U0pyWGE4d2tlMHNjWTJ2WV9wbk9PcnF6aC11SXVWODRwVEdKMW9wc2xGeGtOZmcxTVVhVGNGWDdtSTZJWVVMc1FHMk1IMHJqSFBvZEV5cjAxM05YNEHSAWZBVV95cUxQTDdzUWx3TmtDM0dFYlJPT3RkNTNBVnpSbkQtdG5xeUQyRU1Pb1pkY2RjcEY0eEIwa0d1VnNMczV4Z2FaSEEydkRmSHZLeUgwbnd4MldkLXNpWXF2b2g5VjlicVg3VXc?oc=5"" target=""_blank"">[단독]입점사에 ‘가격 인하 압력 혐의’ 쿠팡이츠, 제재 앞두고 자진시정 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">동아일보</font>",2026-05-21 15:30,https://news.google.com/rss/articles/CBMidkFVX3lxTE53RHVsVVk5eVFmWGs4RDNYMUNBbnlBbWp6U0pyWGE4d2tlMHNjWTJ2WV9wbk9PcnF6aC11SXVWODRwVEdKMW9wc2xGeGtOZmcxTVVhVGNGWDdtSTZJWVVMc1FHMk1IMHJqSFBvZEV5cjAxM05YNEHSAWZBVV95cUxQTDdzUWx3TmtDM0dFYlJPT3RkNTNBVnpSbkQtdG5xeUQyRU1Pb1pkY2RjcEY0eEIwa0d1VnNMczV4Z2FaSEEydkRmSHZLeUgwbnd4MldkLXNpWXF2b2g5VjlicVg3VXc?oc=5
공정거래위원회,"쿠팡이츠, 공정위에 '최혜대우' 제재 동의의결 신청 - 뉴스1",뉴스1,"<a href=""https://news.google.com/rss/articles/CBMiX0FVX3lxTE9sazl1Sl9KNFJGSThCNUlqY3Y1Q0pBNkFHYUNiV1dkN0o5NmhVMXVJUWFLTTQzdWE2MHY0SFNMdUVEMkVPVlRpRXpwVzRMMFlHMi1hRzVSV3lkN0pTWThn?oc=5"" target=""_blank"">쿠팡이츠, 공정위에 '최혜대우' 제재 동의의결 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴스1</font>",2026-05-21 08:11,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9sazl1Sl9KNFJGSThCNUlqY3Y1Q0pBNkFHYUNiV1dkN0o5NmhVMXVJUWFLTTQzdWE2MHY0SFNMdUVEMkVPVlRpRXpwVzRMMFlHMi1hRzVSV3lkN0pTWThn?oc=5
공정거래위원회,"'최혜대우 의혹' 쿠팡이츠, 공정위에 '동의의결' 신청 - SR타임스",SR타임스,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTFAzTmd4SjJjVGFMR2hCR2d0NnJ0V0JKZC0xQzFlWHQwRmlHVnp3N3U3VWtieE05cU0tRWNlZ1RWakRubEw4MlBTQ2FnUmpRWkZ1eW9DeTUza2xoZldrR2haM0NUb09Edm1ucUlj0gFrQVVfeXFMUDNOZ3hKMmNUYUxHaEJHZ3Q2cnRXQkpkLTFDMWVYdDBGaUdWenc3dTdVa2J4TTlxTS1FY2VnVFZqRG5sTDgyUFNDYWdSalFaRnV5b0N5NTNrbGhmV2tHaFozQ1RvT0R2bW5xSWM?oc=5"" target=""_blank"">'최혜대우 의혹' 쿠팡이츠, 공정위에 '동의의결' 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">SR타임스</font>",2026-05-21 09:10,https://news.google.com/rss/articles/CBMia0FVX3lxTFAzTmd4SjJjVGFMR2hCR2d0NnJ0V0JKZC0xQzFlWHQwRmlHVnp3N3U3VWtieE05cU0tRWNlZ1RWakRubEw4MlBTQ2FnUmpRWkZ1eW9DeTUza2xoZldrR2haM0NUb09Edm1ucUlj0gFrQVVfeXFMUDNOZ3hKMmNUYUxHaEJHZ3Q2cnRXQkpkLTFDMWVYdDBGaUdWenc3dTdVa2J4TTlxTS1FY2VnVFZqRG5sTDgyUFNDYWdSalFaRnV5b0N5NTNrbGhmV2tHaFozQ1RvT0R2bW5xSWM?oc=5
공정거래위원회,"쿠팡이츠, 공정위에 '최혜대우' 제재 동의의결 신청 - v.daum.net",v.daum.net,"<a href=""https://news.google.com/rss/articles/CBMiS0FVX3lxTFBqMHY3RG1wRFlkYmJCVkNrY0N6Nm4tMlhlRVpTUGhsMy1kN1JZbjB3YmVuZnFWdWc5TUZkRGZ2WjJyZG8ydVVrdEFaWQ?oc=5"" target=""_blank"">쿠팡이츠, 공정위에 '최혜대우' 제재 동의의결 신청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">v.daum.net</font>",2026-05-21 08:13,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBqMHY3RG1wRFlkYmJCVkNrY0N6Nm4tMlhlRVpTUGhsMy1kN1JZbjB3YmVuZnFWdWc5TUZkRGZ2WjJyZG8ydVVrdEFaWQ?oc=5
공정거래위원회,[왈가왈부] 담합신고 포상 상한 폐지…‘묻지마식 신고’도 경계해야죠 - 서울경제,서울경제,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTFBsajNPODk0aUg4VE1wNEhRelliTnZhc0xQaEFmWGZsbjJhRmw2SnQ5U0dGeWRBR010Mk5BdGFZb3ZyUFJOMHIzaGRvdFk4Z0hRT1HSAVNBVV95cUxNTThXMW9KejVkNDByRE96TlJXNWdxRWFhb09PSzNPY3h1SjRUM1drei14ZXg5NFZxVlVhSmVyYzJubTdhYkViQ1A5aFhURVhzUGk5aw?oc=5"" target=""_blank"">[왈가왈부] 담합신고 포상 상한 폐지…‘묻지마식 신고’도 경계해야죠</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울경제</font>",2026-05-21 09:01,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBsajNPODk0aUg4VE1wNEhRelliTnZhc0xQaEFmWGZsbjJhRmw2SnQ5U0dGeWRBR010Mk5BdGFZb3ZyUFJOMHIzaGRvdFk4Z0hRT1HSAVNBVV95cUxNTThXMW9KejVkNDByRE96TlJXNWdxRWFhb09PSzNPY3h1SjRUM1drei14ZXg5NFZxVlVhSmVyYzJubTdhYkViQ1A5aFhURVhzUGk5aw?oc=5
