id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,랭킹원점수,편집신호,스토리버킷,강제검토,강제검토사유
323,정부/국회,정부_국회,공정거래위원회,"하자 이유로 하도급대금 미지급한 세화학원…공정위, 시정명령",하자 이유로 하도급대금 미지급한 세화학원 공정위 시정명령,네이트,네이트,"Wed, 03 Jun 2026 03:00:00 GMT","하자 이유로 하도급대금 미지급한 세화학원…공정위, 시정명령 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE81MzluYWx5Z2VXaVJRT1pDOXBEaTR2dVc5UHNMZ3BaRVpVRU5uSXN3NWxFaGVsY1lwakNUMWpCbXNkNENxcVVxUDVEaGRhX3YyWVo0?oc=5,google_rss_공정거래위원회 when:1d,4.5,26.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,공정위,below_absolute_quality_floor,4.5,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,
1370,경쟁사/해외이슈,경쟁사_해외이슈,SKT,‘미토스 보안동맹’에 KISA·삼전·하닉·SKT 포함된 듯…“국가 보안공백 해소 기대”,미토스 보안동맹에 kisa 삼전 하닉 skt 포함된 듯 국가 보안공백 해소 기대,v.daum.net,v.daum.net,"Wed, 03 Jun 2026 07:20:22 GMT",‘미토스 보안동맹’에 KISA·삼전·하닉·SKT 포함된 듯…“국가 보안공백 해소 기대” v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE4yOWx6MzFwd0YtUFhzWTdKWWEzbjBsb0xMU3VBUE1BQnJFaFN2RGRVcENXRkYzbFRxWUZYVl92TmRzM1VDSE81eVFRc3M4bTg?oc=5,google_rss_SKT when:1d,4.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,앤트로픽,토스",below_absolute_quality_floor,4.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,,
1861,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"美 행정부, AI 모델 출시 전 보안검증 시행…트럼프 행정명령 서명",행정부 ai 모델 출시 전 보안검증 시행 트럼프 행정명령 서명,아시아투데이,아시아투데이,"Wed, 03 Jun 2026 07:05:07 GMT","美 행정부, AI 모델 출시 전 보안검증 시행…트럼프 행정명령 서명 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTFBLeHU2MkRLSUQweHozTVMwREVaY0tBMnczcElDZE45LTlxMGdKcmVjS0RjSUNlMVdZTEE4eTNOeHROTG02LWl0OU1FN2tYQ2lRa2tKSHJ5elgtcHN3ZzhrTVR2LUdtMjhWNk9VWGRB?oc=5,google_rss_트럼프 행정부 when:1d,4.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,,below_absolute_quality_floor,4.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,,
1625,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, 상시 실행형 AI 비서 ‘스카우트’ 발표…'오픈클로' 보안 한계 넘었다",ms 상시 실행형 ai 비서 스카우트 발표 오픈클로 보안 한계 넘었다,AI타임스,AI타임스,"Wed, 03 Jun 2026 04:33:56 GMT","MS, 상시 실행형 AI 비서 ‘스카우트’ 발표…'오픈클로' 보안 한계 넘었다 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE9WSEdVcm1UR1Z5c2NlbnBoOE5SS05GblNVZHpyMkY2M2E3OE1XLTN3UHlLdnJla3hsZk9Qd1pSZGFjdUpLNUx6VTdFLVQyZHNMWkFvRjBIbmZ2T3ZLS3pkOW5NSmVMNGNRa1E?oc=5,google_rss_MS when:1d,4.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,,below_absolute_quality_floor,4.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,
971,정부/국회,정부_국회,스테이블코인,"[D-BIZ 글로벌 금융] Movement, 미국·캐나다·EU 결제망 접근권 확보…신흥시장 겨냥 스테이블코인 금융 인프라 본격 가동",d biz 글로벌 금융 movement 미국 캐나다 eu 결제망 접근권 확보 신흥시장 겨냥 스테이블코인 금융 인프라 본격 가동,데일리비즈온,데일리비즈온,"Wed, 03 Jun 2026 08:22:40 GMT","[D-BIZ 글로벌 금융] Movement, 미국·캐나다·EU 결제망 접근권 확보…신흥시장 겨냥 스테이블코인 금융 인프라 본격 가동 데일리비즈온",https://news.google.com/rss/articles/CBMibEFVX3lxTE5mcUpndzc1WExNRVRLS2FVV1NRMXNSVVdUMGZRRG0xa2FPSm5KVExOVnlFYjFWc0Z5SFVadlE2WjBFc0ExYUpLajh4RE14UmpNYWRyNkw3RTY0Q1p1SnZxT0s0RlVvQ2NRWHJRag?oc=5,google_rss_스테이블코인 when:1d,4.0,24.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,below_absolute_quality_floor,4.0,digital_asset_stablecoin,government:digital_asset,,
1007,정부/국회,정부_국회,스테이블코인,"마스터카드의 스테이블코인 결제 지원 발표… 향후 확장 가능성은? (+BTC, Mastercard, Stablecoin, Settlement)",마스터카드의 스테이블코인 결제 지원 발표 향후 확장 가능성은 +btc mastercard stablecoin settlement,민심뉴스,민심뉴스,"Wed, 03 Jun 2026 06:49:24 GMT","마스터카드의 스테이블코인 결제 지원 발표… 향후 확장 가능성은? (+BTC, Mastercard, Stablecoin, Settlement) 민심뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTFBhNlJlWDhzbDRwa1pGU1Y3QVo5RzR1NE1vbU94dEFZaFlJbXNLNERMRVZHQzRIcUI2NkZ5dXVPakFJU1ZiNEhDa0sxTFNsUU1ZMlY2dHVnYmVjRGgwXzh6R09RcXNWa2dWZzV1UA?oc=5,google_rss_스테이블코인 when:1d,4.0,24.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,below_absolute_quality_floor,4.0,digital_asset_stablecoin,government:digital_asset,,
115,정부/국회,정부_국회,과학기술정보통신부,"""더 자연스런 대화 AI 개발""…위버스브레인, GPU 지원사업 선정 - 머니투데이",더 자연스런 대화 ai 개발 위버스브레인 gpu 지원사업 선정,머니투데이,머니투데이,"Tue, 02 Jun 2026 10:00:00 GMT","""더 자연스런 대화 AI 개발""…위버스브레인, GPU 지원사업 선정 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFA4RHRNUTM4czJsTFRPcFZfRHUzMWlpNVlOQWtHSjE3eFRJSGN0ejJtV3l0dU5RMFJDcFh4a1Yxa19xdVZYRy1QanlyZWNGdV9qOTBoaG5EZnNkQ0xlUFFJMU5WbTBfelNQamfSAW9BVV95cUxOSGx6YlFWa0x0Q0NpcFNpU1pyLUZQdGZwVmE5NHY0QzBWNmZkVHEzUFp6Z2J4ZUtJVV9sc3lrSHdidHlCRWZpaE9RUldkNDIwSGktX2FWQkZhcFRBTlkyb0hWb0dueUxCc2NSaWVJMFU?oc=5,google_rss_과학기술정보통신부 when:1d,4.0,24.0,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,,below_absolute_quality_floor,4.0,ai_infrastructure_security,government:tech_security_policy,,
1643,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, '빌드 2026' 개막… AI 에이전트 개발·운영 플랫폼 대거 공개",ms 빌드 2026 개막 ai 에이전트 개발 운영 플랫폼 대거 공개,전자신문,전자신문,"Wed, 03 Jun 2026 00:32:15 GMT","MS, '빌드 2026' 개막… AI 에이전트 개발·운영 플랫폼 대거 공개 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1iZGwyOVZPMnNzeXdhSmZ2dHVwMHdsU0gtV2E3cy1lNGo4WUdlNWpoclh6Rk4tYzY4WFlMeVdYYmxha1ZaRGgyMU9TcUR0dw?oc=5,google_rss_MS when:1d,4.0,21.0,"ai_agent,ai_infrastructure_security,market_power_platform",ai_infrastructure_security,,below_absolute_quality_floor,4.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,,
1095,정부/국회,정부_국회,스테이블코인,"""에이전트 경제 도래"" 선언한 젠슨황…증권가도 ""비트코인 차츰 비중 확대""",에이전트 경제 도래 선언한 젠슨황 증권가도 비트코인 차츰 비중 확대,이데일리,이데일리,"Tue, 02 Jun 2026 23:13:14 GMT","""에이전트 경제 도래"" 선언한 젠슨황…증권가도 ""비트코인 차츰 비중 확대"" 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxNck9kVFhGc1huU3R1MzM1VEdZY1ZuZEU5UnBxTlVlOXZEVTE4ZWI1UVdlcDd3SjByZDBjRXRNdGNYVHBNbXRmWmZqS2tlSDY5ZWh6TE0tRm0yQXVyb05iVzV6eXU0UmJuMzNIWGlLYkFRb3ZQUVU3X1VWcFFlendfZA?oc=5,google_rss_스테이블코인 site:edaily.co.kr when:1d,4.0,21.0,"ai_infrastructure_security,digital_asset_stablecoin",ai_infrastructure_security,,below_absolute_quality_floor,4.0,"ai_infrastructure_security,digital_asset_stablecoin",government:digital_asset,,
377,정부/국회,정부_국회,공정거래위원회,원화코인 컨소시엄 급물살…은행권·핀테크 이합집산,원화코인 컨소시엄 급물살 은행권 핀테크 이합집산,연합뉴스,연합뉴스,"Tue, 02 Jun 2026 20:53:00 GMT",원화코인 컨소시엄 급물살…은행권·핀테크 이합집산 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBjdnhsSFRYb1Q1YkxoQ01wMGtLNWZrX3pqZ2JTdGJkcG9TZkpOTFFpYmR1MkNpUXVOcmtjWDNnRjZIc3NXa2JsWHZmVzFubkZxeHJhZWxfcHhPcUR6RjMwM9IBYEFVX3lxTFBjdnhsSFRYb1Q1YkxoQ01wMGtLNWZrX3pqZ2JTdGJkcG9TZkpOTFFpYmR1MkNpUXVOcmtjWDNnRjZIc3NXa2JsWHZmVzFubkZxeHJhZWxfcHhPcUR6RjMwMw?oc=5,google_rss_공정거래위원회 법안 when:1d,4.0,21.0,"digital_asset_stablecoin,strategy_mna_governance",digital_asset_stablecoin,,below_absolute_quality_floor,4.0,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,,
633,정부/국회,정부_국회,금융위원회,"선관위, '가상자산 신고 누락 의혹' 유정복 재산 정정 공고",선관위 가상자산 신고 누락 의혹 유정복 재산 정정 공고,연합뉴스,연합뉴스,"Tue, 02 Jun 2026 13:18:30 GMT","선관위, '가상자산 신고 누락 의혹' 유정복 재산 정정 공고 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBZVEJhNDl6dUcwOU0tSTdkLW5tSVJhTnlrR042aUZvVXppLUF0dXhIcXZ2RmgyTkZ1ZndpVFRzS2I0MkxRdjlPVG9SU1VZYnN0R2JfbFFwYnBpUVc2aUxlRNIBYEFVX3lxTFBZVEJhNDl6dUcwOU0tSTdkLW5tSVJhTnlrR042aUZvVXppLUF0dXhIcXZ2RmgyTkZ1ZndpVFRzS2I0MkxRdjlPVG9SU1VZYnN0R2JfbFFwYnBpUVc2aUxlRA?oc=5,google_rss_금융위원회 site:yna.co.kr when:1d,4.0,21.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,below_absolute_quality_floor,4.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,,
1327,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""GPU 공급자 넘어 전략적 파트너""…네이버클라우드-엔비디아, AI 팩토리 동맹",gpu 공급자 넘어 전략적 파트너 네이버클라우드 엔비디아 ai 팩토리 동맹,cio.com,cio.com,"Tue, 02 Jun 2026 10:01:25 GMT","""GPU 공급자 넘어 전략적 파트너""…네이버클라우드-엔비디아, AI 팩토리 동맹 cio.com",https://news.google.com/rss/articles/CBMiwgJBVV95cUxNclp2MWZyMVJiTmU1T3R4ckRUR1o1eVVWWVB4cmFrZEloVjBjRnhPc3pBOEhKM3QwM1IteXVwU3h0Y2dIMkRpVUVhY0RtZVpDUnBjcWFPSXRMQkFmXzZUeDlhcjdwaHc2dTU1NzdWSjFNZGMwN1JwcDNZbERhR2lkdXdvZ0I2OFdmVmZlcjYzS0J6c24wQVZJbzl1d2JWU24tUURFYWltdWZtR0ZfTGl6V1lrSjVOcEFrX08zbmlXVF9xbXl1YXUxa1ZGdzNPQUhyd0h6cXZTYTVXTFFWRHZMbC1xY1hQbjdXV3FERFNtdWlobmZ6TTVvZzUzclZPbFBTSnZXMXltXzB4OTBSazBYa0t6OEIxSkZUUHNJaXU4RlRPVVpUQlBaSXZFclhpdTNETkVyNHRvbjUwSXdsUW1FeWxB?oc=5,google_rss_네이버 when:1d,3.5,30.5,"ai_infrastructure_security,aidc_datacenter,policy_legislation",aidc_gpu_npu,네이버,below_absolute_quality_floor,3.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,
376,정부/국회,정부_국회,공정거래위원회,"원화코인 컨소시엄 급물살…KB·토스, 하나·네이버 손잡을 듯",원화코인 컨소시엄 급물살 kb 토스 하나 네이버 손잡을 듯,부산일보,부산일보,"Wed, 03 Jun 2026 06:49:17 GMT","원화코인 컨소시엄 급물살…KB·토스, 하나·네이버 손잡을 듯 부산일보",https://news.google.com/rss/articles/CBMidEFVX3lxTE5YMEJPb0RPdm50YWZaZjl2ZUhVVTJTMlp6anVWc2FDLWoxbzNZRmRZSTcwVm9JMnZvSXpOdWRLREN5Ry1FOERWQ2J0anZGQmE5U2VsNU5XRzY3UTA3Zi12UWJ4ZW1XaHBXN1pRSHNOM1NiNWlj?oc=5,google_rss_공정거래위원회 법안 when:1d,3.5,23.5,"digital_asset_stablecoin,strategy_mna_governance",digital_asset_stablecoin,"네이버,토스",below_absolute_quality_floor,3.5,"policy_legislation,strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,,
124,정부/국회,정부_국회,과학기술정보통신부,한국인이 '가장 사랑한' 검색 포털은 네이버·생성형 AI는 챗 GPT - 머니투데이,한국인이 가장 사랑한 검색 포털은 네이버 생성형 ai는 챗 gpt,머니투데이,머니투데이,"Wed, 03 Jun 2026 05:22:57 GMT",한국인이 '가장 사랑한' 검색 포털은 네이버·생성형 AI는 챗 GPT - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMibEFVX3lxTE4tMUlUbFZPQWxPNHFjQlB0SFBGaDZCdlgwUTFtZHMyMnVDYmVObWFtVFpUbVV6UjQ5SldNdmJBV1RKNnprSXlsV005N3BBNkFocE9MQk5pakgya3N3Z0dCek84UzdHUHdvejNpRNIBbEFVX3lxTE4tMUlUbFZPQWxPNHFjQlB0SFBGaDZCdlgwUTFtZHMyMnVDYmVObWFtVFpUbVV6UjQ5SldNdmJBV1RKNnprSXlsV005N3BBNkFocE9MQk5pakgya3N3Z0dCek84UzdHUHdvejNpRA?oc=5,google_rss_과학기술정보통신부 AI when:1d,3.5,19.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,below_absolute_quality_floor,3.5,ai_infrastructure_security,government:tech_security_policy,,
61,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"“카톡은 못 떠나고, 쇼핑앱은 갈아탄다”…500조 플랫폼 시장 흔드는 이용자들의 속마음",카톡은 못 떠나고 쇼핑앱은 갈아탄다 500조 플랫폼 시장 흔드는 이용자들의 속마음,이데일리,이데일리,"Wed, 03 Jun 2026 07:58:47 GMT","“카톡은 못 떠나고, 쇼핑앱은 갈아탄다”…500조 플랫폼 시장 흔드는 이용자들의 속마음 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxNU3pfaV9Dd3R3MllVVVh5N0NMQ3JYcWlPWFZ4QW5wSjZsa0VoZk9oMkxBSDZpN2xTZkQyS252TzQyVG5EUXVsTW1FTkFBSE8zWFcxR2RfeHB1dzllaHY2ODNVOGc1MWFCYkpwbGxjNkV2QTMwU1E3V2EwOUJGblFSSQ?oc=5,google_rss_카카오 개인정보 when:1d,3.5,17.5,market_power_platform,market_power_platform,"카카오,카카오서비스,카카오톡",below_absolute_quality_floor,3.5,market_power_platform,self:general,,
110,정부/국회,정부_국회,과학기술정보통신부,"AI 못 읽는 한글 파일, 개인정보 특례까지 디테일 챙겼다…AI G3 이끄는 숨은 공신들",ai 못 읽는 한글 파일 개인정보 특례까지 디테일 챙겼다 ai g3 이끄는 숨은 공신들,supple.kr,supple.kr,"Tue, 02 Jun 2026 21:03:00 GMT","AI 못 읽는 한글 파일, 개인정보 특례까지 디테일 챙겼다…AI G3 이끄는 숨은 공신들 supple.kr",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5CaUl5LUctVjJlUDFCS2xwVE1Fdm0zcnNaSGVTVS02Wm5nTzd5WEFwTURZOEYtYURFYzhMd0FTUm5fWVBjdUdiX3hWajVfaWxSY0FoVUFaWXhqdWlZ?oc=5,google_rss_과학기술정보통신부 when:1d,3.0,32.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,3.0,ai_infrastructure_security,government:tech_security_policy,,
1865,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,미국 ‘흑자국’ 브라질에 ‘25% 관세’ 위협···브라질 “정치적 이해관계” 반발,미국 흑자국 브라질에 25 관세 위협 브라질 정치적 이해관계 반발,경향신문,경향신문,"Wed, 03 Jun 2026 01:14:00 GMT",미국 ‘흑자국’ 브라질에 ‘25% 관세’ 위협···브라질 “정치적 이해관계” 반발 경향신문,https://news.google.com/rss/articles/CBMiX0FVX3lxTE80d2x6LTZsb2xBUERpc18tczg3R1lzVUlPVVdqTUZJeUg0ZGd5RjZrQ2VYNXZfMnlsWS1RZWVMYklSdWd4TDFqVFlfUWIxTU1tcTJIYUlRdnpxb2VIakxR0gFfQVVfeXFMTzR3bHotNmxvbEFQRGlzXy1zODdHWXNVSU9VV2pNRkl5SDRkZ3lGNmtDZVg1dl8yeWxZLVFlZUxiSVJ1Z3hMMWpUWV9RYjFNTW1xMkhhSVF2enFvZUhqTFE?oc=5,google_rss_트럼프 행정부 when:1d,3.0,29.0,"earnings,financial_performance",financial_performance,,below_absolute_quality_floor,3.0,financial_performance,competitor:general,,
357,정부/국회,정부_국회,공정거래위원회,“진짜 의사 맞나요?”… AI 광고 범람에 규제 강화,진짜 의사 맞나요 ai 광고 범람에 규제 강화,v.daum.net,v.daum.net,"Tue, 02 Jun 2026 15:28:18 GMT",“진짜 의사 맞나요?”… AI 광고 범람에 규제 강화 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9HRW9DNERzc0xyN04yOXJBNmU0X3d4blpXaEd1dDh4VDUxSUlqSzRma1ZHQTBBM2NybFhKRFpyUG40YVdQRndjS1ItMzd5Ync?oc=5,google_rss_공정거래위원회 AI when:1d,3.0,24.0,"ai_infrastructure_security,policy_legislation,search_ads",ai_infrastructure_security,,below_absolute_quality_floor,3.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,
257,정부/국회,정부_국회,방송미디어통신위원회,“진짜 의사 맞나요?”… AI 광고 범람에 규제 강화,진짜 의사 맞나요 ai 광고 범람에 규제 강화,국민일보,국민일보,"Tue, 02 Jun 2026 15:26:00 GMT",“진짜 의사 맞나요?”… AI 광고 범람에 규제 강화 국민일보,https://news.google.com/rss/articles/CBMibEFVX3lxTE5pejdKc2dwVDAwa3lzbTBkQm9xbTFrVGZpcXV0UGVKV2VOSS1TSHhNSEFOUVBvQWFISndNSm9ZYzNTWVNJYm12aEhucDkxYzVHaWVpeWJZWDFEZFA1aVYxdXNkZ1ZIUTA1bG5rTdIBbEFVX3lxTE5pejdKc2dwVDAwa3lzbTBkQm9xbTFrVGZpcXV0UGVKV2VOSS1TSHhNSEFOUVBvQWFISndNSm9ZYzNTWVNJYm12aEhucDkxYzVHaWVpeWJZWDFEZFA1aVYxdXNkZ1ZIUTA1bG5rTQ?oc=5,google_rss_방송미디어통신위원회 when:1d,3.0,24.0,"ai_infrastructure_security,policy_legislation,search_ads",ai_infrastructure_security,,below_absolute_quality_floor,3.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,
187,정부/국회,정부_국회,과학기술정보통신부,한국인 가장 많이 쓴 AI는 챗GPT…검색 1위는 네이버,한국인 가장 많이 쓴 ai는 챗gpt 검색 1위는 네이버,매일경제 마켓,매일경제 마켓,"Wed, 03 Jun 2026 03:00:02 GMT",한국인 가장 많이 쓴 AI는 챗GPT…검색 1위는 네이버 매일경제 마켓,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBuZ29PS0xOTHpfTGQ5RTlqamxURmYwbGRQLV9GSjAyV0djaFpDa0R0U05GWHdhWmRPLWVWMVZXamFHOXYxQ3hqU2U0X2gzNjlLQkE?oc=5,google_rss_과학기술정보통신부 site:mk.co.kr when:1d,3.0,22.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI",below_absolute_quality_floor,3.0,ai_infrastructure_security,government:tech_security_policy,,
1612,경쟁사/해외이슈,경쟁사_해외이슈,MS,"""AI 데이터센터, 지역사회 망친다""...MS 행사장 앞 AI 반대 시위",ai 데이터센터 지역사회 망친다 ms 행사장 앞 ai 반대 시위,조선일보,조선일보,"Wed, 03 Jun 2026 09:04:00 GMT","""AI 데이터센터, 지역사회 망친다""...MS 행사장 앞 AI 반대 시위 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxQMFR1azAwa25KZFdJblVtbEp2WmNEMXNsSEViT0UxdXFnREtGTkNxWjlfd01wU1p6N1IzclZFbEgybjgtVjdwQ3hlSGNLX0dBamoxNXE2RmYwMzdzbzFrMl91azZieS0xVmcyVjNlMnZtUTVBMUt5a041ODhmMEo2eEJ4Yw?oc=5,google_rss_MS when:1d,3.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,below_absolute_quality_floor,3.0,ai_infrastructure_security,competitor:ai_strategy,,
408,정부/국회,정부_국회,공정거래위원회,"AI 안전, 윤리 넘어 `사이버 전장`으로…美 정책 무게중심 이동",ai 안전 윤리 넘어 사이버 전장 으로 정책 무게중심 이동,디지털데일리,디지털데일리,"Wed, 03 Jun 2026 01:31:02 GMT","AI 안전, 윤리 넘어 `사이버 전장`으로…美 정책 무게중심 이동 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1JR2FEeEc5a3RHNlJ0QVJoejdRQ200MkJISmpsOUtHdWQwcVYtY3JEU0tnLWtBbjJmRXU4a2NiaHRLMTBTRnpzNXVBaVNhRm9FZFVwdEJOSV9JSW1teW1scmJEeTU?oc=5,google_rss_공정거래위원회 site:ddaily.co.kr when:1d,3.0,21.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,below_absolute_quality_floor,3.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,
1664,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, 자율형 AI 에이전트와 하드웨어 아우르는 차세대 플랫폼 공개",ms 자율형 ai 에이전트와 하드웨어 아우르는 차세대 플랫폼 공개,이데일리,이데일리,"Wed, 03 Jun 2026 00:31:50 GMT","MS, 자율형 AI 에이전트와 하드웨어 아우르는 차세대 플랫폼 공개 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxQNW9pVnY3ZlhRRklQajk4NWpISENqTl8tSkNMakQzMW5pcjJCNGl2WVo3bHc3eFBOdnJIR2FEN0RIel9udjBXZmk3dy1UZ0RDbHI4a3VHbEpIZVdBTmI2cDEzMm9aWWRWNDAtSUhkeHJKZ2I1M29rbnlLOGpJY3hzNQ?oc=5,google_rss_MS when:1d,3.0,21.0,"ai_agent,ai_infrastructure_security,market_power_platform",ai_infrastructure_security,,below_absolute_quality_floor,3.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,,
1570,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 앤스로픽, 한국서 오픈AI 추격전 본격화 [AI 상장전]",ipo 앞둔 앤스로픽 한국서 오픈ai 추격전 본격화 ai 상장전,네이트,네이트,"Wed, 03 Jun 2026 04:52:07 GMT","IPO 앞둔 앤스로픽, 한국서 오픈AI 추격전 본격화 [AI 상장전] 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE55WjVlMUZKcFBNNzhRTW4td1dPcVY3RHVSNU8tQW4zaTJZYkdKM25zbFFiN2JMOTJod2JZZnNQYUJyVTE3TUJBMTdsQjVZNWRackYw?oc=5,google_rss_오픈AI when:1d,2.5,26.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,below_absolute_quality_floor,2.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,
1550,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 앤스로픽, 한국서 오픈AI 추격전 본격화 [AI 상장전]",ipo 앞둔 앤스로픽 한국서 오픈ai 추격전 본격화 ai 상장전,이투데이,이투데이,"Wed, 03 Jun 2026 04:51:00 GMT","IPO 앞둔 앤스로픽, 한국서 오픈AI 추격전 본격화 [AI 상장전] 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5WemFKTmpwbkdLM1dBN3k5MFN1YlRPWE1mZFR5X05TMXptTWotbXB4ckoyOTl2XzFKU1lxWXFmMmUwZGlOLTRWaEE3WFM4dkZkWHhCcQ?oc=5,google_rss_오픈AI when:1d,2.5,26.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,below_absolute_quality_floor,2.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,
480,정부/국회,정부_국회,공정거래위원회,"“직접 주겠다” 해놓고 2640만원 미지급…공정위, 세화학원 시정명령",직접 주겠다 해놓고 2640만원 미지급 공정위 세화학원 시정명령,dt.co.kr,디지털타임스,"Wed, 03 Jun 2026 03:16:20 GMT","“직접 주겠다” 해놓고 2640만원 미지급…공정위, 세화학원 시정명령 dt.co.kr",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5RSEpvQXBLVGg2MGhGSTFVclhCV3pGXzUzQWRmWEhka3FiT0RZQXdHTDQ5RHpOYWp1a19Kb0M0MldxODU2eVFoX195YUlaZw?oc=5,google_rss_공정거래위원회 site:dt.co.kr when:1d,2.5,26.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,공정위,below_absolute_quality_floor,2.5,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,
1858,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"트럼프, 미뤘던 'AI 보안검증' 행정명령 서명…검증기간은 단축",트럼프 미뤘던 ai 보안검증 행정명령 서명 검증기간은 단축,v.daum.net,v.daum.net,"Wed, 03 Jun 2026 03:03:00 GMT","트럼프, 미뤘던 'AI 보안검증' 행정명령 서명…검증기간은 단축 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTFAyd3RFa2lMejRPMmFCall6UDFVRlR2WmoxSG9OaXV0cm94b3JMQ3VvRzg0UFBOQkFUNk9qQi1uZFl2LUJHZXc?oc=5,google_rss_트럼프 행정부 when:1d,2.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,,below_absolute_quality_floor,2.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,
