id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유,v27_event_key
259,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[개정 허위정보법 집중 점검 下] 플랫폼은 신고·차단 의무, 과징금은 게재자에게 최대 10억 부과",개정 허위정보법 집중 점검 플랫폼은 신고 차단 의무 과징금은 게재자에게 최대 10억 부과,반론보도닷컴,반론보도닷컴,"Sun, 12 Jul 2026 23:00:00 GMT","[개정 허위정보법 집중 점검 下] 플랫폼은 신고·차단 의무, 과징금은 게재자에게 최대 10억 부과 반론보도닷컴",https://news.google.com/rss/articles/CBMicEFVX3lxTFBxMVZTTFhpM0RfMFFqMWthLWx5Zl9KRDI3YXFhSi1vaFdQNzJ0b1BzR0lzWlZqQ3pLOHlFSW9Zd05YY2YwaUZNY1VJT2xFSjl5Y0lRU3BMbGxMNkl0NHJGallNV0RzM0ZLQWZXUHhFanHSAXBBVV95cUxQcTFWU0xYaTNEXzBRajFrYS1seWZfSkQyN2FxYUotb2hXUDcydG9Qc0dJc1pWakN6Szh5RUlvWXdOWGNmMGlGTWNVSU9sRUo5eWNJUVNwTGxsTDZJdDRyRmpZTVdEczNGS0FmV1B4RWpx?oc=5,google_rss_카카오 과징금 when:2d,-38.2,-37.0,"antitrust_platform,legal_regulatory_enforcement,market_power_platform,platform_obligation",antitrust_general,,v43_self_not_actual_actor:OFF_TOPIC;brand_not_in_title,Y,,,,industry:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_operator_obligation,penalty_or_sanction,,"generic_platform_without_digital_business_context:actor=False,change=False,bridge=False",0,,,,-38.2,"legal_regulatory_enforcement,market_power_platform,platform_obligation",industry:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:platform_sector:platform_operator_obligation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_legal_regulatory,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local,DIRECT_RISK,,,other,,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,self_legal_regulatory,,,,
263,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오뱅크 투자분석 2026. 07. 13,카카오뱅크 투자분석 2026 07 13,주달,주달,"Mon, 13 Jul 2026 07:57:04 GMT",카카오뱅크 투자분석 2026. 07. 13 주달,https://news.google.com/rss/articles/CBMic0FVX3lxTE14dFRoTVA5Y2ZRRHlFaVlvQktwdllSUXNfRklkU2RSWmliWGc1dGNpMjNpSmltbXhhV2JjbWdsN1ItWUZhb2wwbDgxU0ZDWTF2ZWdDN2x5WkJpSEJKYjR0OTJHZkZwd29Tb242TGlBWmZYaEU?oc=5,google_rss_카카오 실적 when:2d,-38.8,-29.2,,,"카카오,카카오뱅크",,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,-38.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오뱅크 투자분석 2026 07 13,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",3,3,3,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오뱅크 투자분석 2026 07 13,self_strategic_reference,,,self_analysis_feature_deprioritized,
1924,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"KB, 개인형IRP 신규 가입 이벤트…네이버페이 포인트 지급",kb 개인형irp 신규 가입 이벤트 네이버페이 포인트 지급,gukjenews.com,gukjenews.com,"Mon, 13 Jul 2026 14:20:39 GMT","KB, 개인형IRP 신규 가입 이벤트…네이버페이 포인트 지급 gukjenews.com",https://news.google.com/rss/articles/CBMibkFVX3lxTE5wNEZnVTc5RXZnNGp5dnBQNERKdjQ2blE1RlFlOTJoSGU5WWtWZGRvQWphRk8yc0xXOUNTOFFTUXRLM1F2aC1USUt6Y3pkYU5ERUQ1Z2VMTGR4eHVHazhjc1ROV2lDYVA1ejBBYlRB?oc=5,google_rss_네이버 개인정보 when:2d,-39.0,-5.5,self_pr_promo,,네이버,v43_not_true_competitor;low_value:이벤트,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-39.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:kb 개인형irp 신규 가입 이벤트 네이버페이 포인트 지급,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:kb 개인형irp 신규 가입 이벤트 네이버페이 포인트 지급,competitor_general_low_relevance,,,,
1935,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"KB국민은행, 개인형 IRP 비대면 신규고객 최대 2만원 네이버페이 증정 이벤트",kb국민은행 개인형 irp 비대면 신규고객 최대 2만원 네이버페이 증정 이벤트,CBC뉴스,CBC뉴스,"Mon, 13 Jul 2026 07:18:52 GMT","KB국민은행, 개인형 IRP 비대면 신규고객 최대 2만원 네이버페이 증정 이벤트 CBC뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9CWHYwM3hqaF94Z2NNaGstTU15SVpWc1YyQWtrN2h2VHMtcTE5Mk1ZREZWTjAyNzVCOFdBQVhjY0hyeEd4ZDloQjh6ejVUVS0tOVhNVVZKSEFCQVBDdzVtakZMLXNHWDd3?oc=5,google_rss_네이버 개인정보 when:2d,-39.0,-5.5,self_pr_promo,,네이버,v43_not_true_competitor;low_value:이벤트,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-39.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:kb국민은행 개인형 irp 비대면 신규고객 최대 2만원 네이버페이 증정 이벤트,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:kb국민은행 개인형 irp 비대면 신규고객 최대 2만원 네이버페이 증정 이벤트,competitor_general_low_relevance,,,,
2093,경쟁사/해외이슈,경쟁사_해외이슈,KT,"""구글플레이 스토어에서 KT 결제로 상품 구독하면 구독료 최대 50% 할인""",구글플레이 스토어에서 kt 결제로 상품 구독하면 구독료 최대 50 할인,한국NGO신문,한국NGO신문,"Mon, 13 Jul 2026 03:08:18 GMT","""구글플레이 스토어에서 KT 결제로 상품 구독하면 구독료 최대 50% 할인"" 한국NGO신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1BRUNYcEVDa2NUZUpxeU9xbTdWNVA3U1BYRmxQOUZTUnZfeExLOTVIc3FvUm9tLV93VTRzbHJwTDZuR0JzYW44VVVibmtSMlRfWWlVQUNsRXhoblNHdGxPUmMzUXRETkVD?oc=5,google_rss_KT when:2d,-39.0,-5.5,self_pr_promo,,"KT,구글",v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-39.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:구글플레이 스토어에서 kt 결제로 상품 구독하면 구독료 최대 50 할인,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,mixed,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:구글플레이 스토어에서 kt 결제로 상품 구독하면 구독료 최대 50 할인,competitor_general_low_relevance,,,,
1513,정부/국회,정부_국회,플랫폼 규제,"""아동 온라인 소비 유도 못 막았다""…EU, 연내 플랫폼 겨냥 새 법안 발표",아동 온라인 소비 유도 못 막았다 eu 연내 플랫폼 겨냥 새 법안 발표,지디넷코리아,지디넷코리아,"Mon, 13 Jul 2026 00:30:16 GMT","""아동 온라인 소비 유도 못 막았다""…EU, 연내 플랫폼 겨냥 새 법안 발표 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9WOWJTWjB1UVlrdklUcjZJVlpPcGFfRWo5M3RxRmlva1NhM0RQN0dDZzdCQ19PbERpdHFURWQ3OGdnejBva2dSV0ZyUHp0VHgyNE5aU0N3?oc=5,google_rss_플랫폼 규제 when:2d,-39.0,-16.0,"market_power_platform,policy_legislation",market_power_platform,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_regulation,rumor_or_report,,"generic_platform_without_digital_business_context:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,-39.0,"policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:policy_change,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_regulation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_policy,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor,
180,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""올여름 일본여행 유류할증료 면제부터 특화노선 할인까지"" 카카오페이 '해외여행 올패스' 선봬",올여름 일본여행 유류할증료 면제부터 특화노선 할인까지 카카오페이 해외여행 올패스 선봬,catchnews.kr,catchnews.kr,"Mon, 13 Jul 2026 01:23:00 GMT","""올여름 일본여행 유류할증료 면제부터 특화노선 할인까지"" 카카오페이 '해외여행 올패스' 선봬 catchnews.kr",https://news.google.com/rss/articles/CBMia0FVX3lxTE1ya1pGaVM4S1JXSS12ZWRkcE5VWm5FcXVBLTk4Z2owVTFvN2xKbDZpa0tXNUE4N2tjenA2aVA3YTljeTR2MGItdkFnNVlYb3Fqa0tKLS1mUUNzd0pmRXJBaDI0blN2bFotTVpV?oc=5,google_rss_카카오 카카오페이 when:2d,-39.2,1.0,self_pr_promo,,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-39.2,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:올여름 일본여행 유류할증료 면제부터 특화노선 할인까지 카카오페이 해외여행 올패스 선봬,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:올여름 일본여행 유류할증료 면제부터 특화노선 할인까지 카카오페이 해외여행 올패스 선봬,self_filler_reference,,,,
2047,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 여름 휴가철 로밍·멤버십 강화…로밍 70% 할인에 호텔 숙박권까지",skt 여름 휴가철 로밍 멤버십 강화 로밍 70 할인에 호텔 숙박권까지,이지경제,이지경제,"Mon, 13 Jul 2026 02:29:52 GMT","SKT, 여름 휴가철 로밍·멤버십 강화…로밍 70% 할인에 호텔 숙박권까지 이지경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE9pWUVvVFl4YzhFcVQ0eDFFNkE2d2FINFdGRnZqb1FSTmN4Qkw3eHNpOWFhTmZMeGdBTDFXWWE2bTlzSUlFNW5HOHNzTmZNMzBIek82ZkFmRDZ3WEUwZGlhNWxUaTZiRnM1alNRZmF3?oc=5,google_rss_SKT when:2d,-39.5,-8.0,self_pr_promo,,SKT,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,competitor_actor_action_pass,Y,telco,-39.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:skt 여름 휴가철 로밍 멤버십 강화 로밍 70 할인에 호텔 숙박권까지,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:skt 여름 휴가철 로밍 멤버십 강화 로밍 70 할인에 호텔 숙박권까지,competitor_general_low_relevance,,,,
267,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"파스쿠찌, 티트라 스파클링 2종 출시...카카오톡 선물하기 통해 15% 할인",파스쿠찌 티트라 스파클링 2종 출시 카카오톡 선물하기 통해 15 할인,푸드투데이,푸드투데이,"Mon, 13 Jul 2026 01:53:59 GMT","파스쿠찌, 티트라 스파클링 2종 출시...카카오톡 선물하기 통해 15% 할인 푸드투데이",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBxNURsa0tBTXhCakkycnBuTXh3VFJEYW9EWVdTVVRKWnFlUk1LNDFkN1JXWTN5ZGtDWTVIWWdXQXVsOExRN1ZRWWhMWDhCelhYbjVCSU1ra1FNQVZpTGxtcnVKUUN6UQ?oc=5,google_rss_카카오톡 when:2d,-39.7,-1.5,self_pr_promo,,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,-39.7,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:파스쿠찌 티트라 스파클링 2종 출시 카카오톡 선물하기 통해 15 할인,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:파스쿠찌 티트라 스파클링 2종 출시 카카오톡 선물하기 통해 15 할인,self_filler_reference,,,,
2202,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡이츠, 글로벌 프리미엄 티 '차지' 단독 입점…최대 4천 원 할인",쿠팡이츠 글로벌 프리미엄 티 차지 단독 입점 최대 4천 원 할인,BBS불교방송,BBS불교방송,"Mon, 13 Jul 2026 04:13:10 GMT","쿠팡이츠, 글로벌 프리미엄 티 '차지' 단독 입점…최대 4천 원 할인 BBS불교방송",https://news.google.com/rss/articles/CBMia0FVX3lxTE1XRFRabXdzdXlZRlJ5eVk5NkdHQjVkQlpDYzVicC0wLTZraGVIa3hNZHAwZjBuNERlNjA4YVhlaUxrQ0ZXbkVldHhUYkJ4Q24xamVnVnk3cXdXWklVeHo0eUg4NVpmU1hNa21n?oc=5,google_rss_쿠팡 when:2d,-40.25,-8.0,self_pr_promo,,쿠팡,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-40.25,,,global_incident:platform_regulation:coupang:delivery_app_fee_policy:general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:coupang:delivery_app_fee_policy,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:coupang:delivery_app_fee_policy,competitor_general_low_relevance,,,,
2240,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 올해 최대 규모 '메가뷰티쇼'…50여 개 브랜드 할인",쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,뉴스1,뉴스1,"Sun, 12 Jul 2026 23:49:32 GMT","쿠팡, 올해 최대 규모 '메가뷰티쇼'…50여 개 브랜드 할인 뉴스1",https://news.google.com/rss/articles/CBMiZEFVX3lxTE96NzdoVTVMNW1haVltM0IxUkJiU0dYSXluSi00TWI1UTJxemFJMzN2amJIWmpNa3R6R254VFlWZUswU255ZGpnLXcySGgyOXN6RTVSajZhQjdYMXd6c0NCV2dTUWQ?oc=5,google_rss_쿠팡 AI when:2d,-40.5,-8.0,self_pr_promo,,쿠팡,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-40.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,competitor_general_low_relevance,,,,
788,정부/국회,정부_국회,금융위원회,"[단독]단일 레버리지 ETF 대책 '잰걸음'…금융위 부위원장, 업계 비공개 면담 - 머니투데이",단일 레버리지 etf 대책 잰걸음 금융위 부위원장 업계 비공개 면담,머니투데이,머니투데이,"Mon, 13 Jul 2026 04:48:27 GMT","[단독]단일 레버리지 ETF 대책 '잰걸음'…금융위 부위원장, 업계 비공개 면담 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBmS1gwSzlHV0kzaDhSWnZwTnludlJBYXpjaVV2M0Nub1lmbkpjNV9OZm5PQzZzZ1V4ejVkSUgydnBRd1J4TllMcE5aNl9nWk5sMUZuLWVuUXZaWk5MQlN1aUdmOU0wak8t0gFuQVVfeXFMUFhqaDBLVFVCY2JLOGpqZi15eEY2eTJscldtbTNaSGhxc0Ywc08tRF80Rk1Yc2VFVVA5b1Z2aDR6X2F4M3F4QlZwUXZoV2dadEk2ZFRuangyeVcyVEdJNF85Wm9QSzcyTmNWVFgzS2c?oc=5,google_rss_금융위원회 when:2d,-40.5,-35.5,policy_legislation,policy_legislation,금융위,v43_not_government_policy,,,,,,general,19.0,published_yesterday+exclusive_breaking,market_commentary,event:금융위:policy_legislation,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-40.5,policy_legislation,government:policy_legislation,,,정부_국회,GOV_PLATFORM_REGULATION,government_appointment_governance,AI 정책 컨트롤타워 인선/공백,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,3,5,4,,,로컬 보조 라벨 / v26: 한국 정부·국회 직접 행위자 근거 약함,local,,GOV_APPOINTMENT_GOVERNANCE,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,AI 정책 컨트롤타워 인선/공백,government_appointment_governance,,,,
1921,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"동궁, 3년3개월 만에 안방 컴백 왕·귀신 베는 자·귀의 소리 듣는 궁녀가 한자리에 : 네이버 블로그",동궁 3년3개월 만에 안방 컴백 왕 귀신 베는 자 귀의 소리 듣는 궁녀가 한자리에 네이버 블로그,Naver Blog,Naver Blog,"Sun, 12 Jul 2026 18:09:22 GMT","동궁, 3년3개월 만에 안방 컴백 왕·귀신 베는 자·귀의 소리 듣는 궁녀가 한자리에 : 네이버 블로그 Naver Blog",https://news.google.com/rss/articles/CBMikAFBVV95cUxQd2xTQy1Ia0ZVaDA5YjNwenZEdmlFTXVMWW5uSnNoN0Noc1dBdnNWV2JlTXpBOHJ0ODZYM3pqanJ2VlpWWG9IMlI1UWMzeFQxVThDUDNJbEptZS1SUS1fejFNM1BpbWtJV0plUk5jSW1wVURCMmVaaDJ1eDJIbFByMFoyMk5IRzdfcEtmWG0zVk8?oc=5,google_rss_네이버 조사 when:2d,-41.0,-23.5,,,네이버,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-41.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:동궁 3년3개월 만에 안방 컴백 왕 귀신 베는 자 귀의 소리 듣는 궁녀가 한자리에 네이버 블로그,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:동궁 3년3개월 만에 안방 컴백 왕 귀신 베는 자 귀의 소리 듣는 궁녀가 한자리에 네이버 블로그,comp_domestic_strategy,,,,
2268,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 올해 최대 규모 '메가뷰티쇼'…50여 개 브랜드 할인",쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,파이낸셜뉴스,파이낸셜뉴스,"Sun, 12 Jul 2026 23:50:11 GMT","쿠팡, 올해 최대 규모 '메가뷰티쇼'…50여 개 브랜드 할인 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5fWVFrWm9IbFd3a1FCWXdMVEYxRC1oQ0JYd0h4NVlTRXdBUHRBSmwzbjc4TzA0WG45TVIzX2ZHMXJZYmNPeURULV9aNEdKZXdoa3dTWWx2Mk9XQQ?oc=5,google_rss_쿠팡 site:fnnews.com when:2d,-41.5,-8.0,self_pr_promo,,쿠팡,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-41.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:쿠팡 올해 최대 규모 메가뷰티쇼 50여 개 브랜드 할인,competitor_general_low_relevance,,,,
2208,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"설빙, 쿠팡이츠서 최대 5000원 할인 프로모션 진행",설빙 쿠팡이츠서 최대 5000원 할인 프로모션 진행,비욘드포스트,비욘드포스트,"Mon, 13 Jul 2026 06:40:04 GMT","설빙, 쿠팡이츠서 최대 5000원 할인 프로모션 진행 비욘드포스트",https://news.google.com/rss/articles/CBMifEFVX3lxTE9scmhKNnotbkFJV0hDcURZMFFrbENyTUw1YzI2MWQxMnVIN0k4ZjVvTFYxSzh1UlFOUmRTTF9lcVdZblFDZkJSVl9RTnlfRXhpVUR0UDRnNkN4VmRzbTN5TzNYc1c3Uzc4NUlGV0NILXVLQ1RCazlUUExBc2c?oc=5,google_rss_쿠팡 when:2d,-41.5,-8.0,self_pr_promo,,쿠팡,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-41.5,,,global_incident:platform_regulation:coupang:delivery_app_fee_policy:general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:coupang:delivery_app_fee_policy,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:coupang:delivery_app_fee_policy,competitor_general_low_relevance,,,,
2204,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"여름 뷰티 할인전 본격화···쿠팡, 50여개 브랜드 모았다",여름 뷰티 할인전 본격화 쿠팡 50여개 브랜드 모았다,스마트비즈,스마트비즈,"Mon, 13 Jul 2026 05:49:43 GMT","여름 뷰티 할인전 본격화···쿠팡, 50여개 브랜드 모았다 스마트비즈",https://news.google.com/rss/articles/CBMibEFVX3lxTE5ZOElzRThfeTlUTTU1QWtBX0w3VWVaQXJyYWpjRGJlY2MtQ2JYTVdoNzVadVpvUkszSmhKVS1takY4dUs5Yy0zVy1YbDhGUXlEZW5GQjMxMUhrTkpxSkktYUpCRWRzV3VNWld3WQ?oc=5,google_rss_쿠팡 when:2d,-41.5,-8.0,self_pr_promo,,쿠팡,v43_weak_filler_or_distant_industry;low_value:할인,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-41.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:여름 뷰티 할인전 본격화 쿠팡 50여개 브랜드 모았다,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:여름 뷰티 할인전 본격화 쿠팡 50여개 브랜드 모았다,competitor_general_low_relevance,,,,
