id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
816,정부/국회,정부_국회,과학기술정보통신부,AI 시장 판도 바꿀 ‘미래 유니콘’ 키운다…올해 15개 기업 최종 선정,ai 시장 판도 바꿀 미래 유니콘 키운다 올해 15개 기업 최종 선정,서울경제,서울경제,"Wed, 10 Jun 2026 05:00:00 GMT",AI 시장 판도 바꿀 ‘미래 유니콘’ 키운다…올해 15개 기업 최종 선정 서울경제,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1jMkdBOHJuOFI1a1IxM0hHSWIzNXhuczdLcE4yN3M5TVNYM1p1dG5PdWwzUHZFVTVvOFoydS1QZDY4S2RmeVdmMHczZmJmOElMQnpicTAtVF9NcG1GTlkzeE9LaHVIUdIBU0FVX3lxTE5FM0JYVWJKM2h0dUhKYndwV3N4UWhGU3BpTm5Hc0xZTlhXSElwNWNoaDVlejQ1SXFXcjhrT3BzcXdMcFpFUWZGUG9EMldnNklVX2FR?oc=5,google_rss_과학기술정보통신부 법안 when:2d,-139.4,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-139.4,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 시장 판도 바꿀 미래 유니콘 키운다 올해 15개 기업 최종 선정,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:ai 시장 판도 바꿀 미래 유니콘 키운다 올해 15개 기업 최종 선정,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1631,정부/국회,정부_국회,행정안전부,"행안부 ""지역서점 활성화""... 지방계약법 시행령 개정 추진",행안부 지역서점 활성화 지방계약법 시행령 개정 추진,퍼블릭타임스,퍼블릭타임스,"Wed, 10 Jun 2026 09:00:00 GMT","행안부 ""지역서점 활성화""... 지방계약법 시행령 개정 추진 퍼블릭타임스",https://news.google.com/rss/articles/CBMibkFVX3lxTE9xUURjanNWUVNxRXFpN2ZiTGktMkVqeG8xYi1JSnJITTI4S3RjSG5ra2Nid0xtMlhaTU5JWWU4ODdselBBYXc0cGgwMGJZNkgwdTFQT0JfblBobHRCdy1GelpZVkJkak1sMFEzbl9B0gFuQVVfeXFMT3FRRGNqc1ZRU3FFcWk3ZmJMaS0yRWp4bzFiLUlKckhNMjhLdGNIbmtrY2J3TG0yWFpNTklZZTg4N2x6UEFhdzRwaDAwYlk2SDB1MVBPQl9uUGhsdEJ3LUZ6WllWQmRqTWwwUTNuX0E?oc=5,google_rss_행정안전부 when:2d,-140.0,-23.0,policy_legislation,policy_legislation,행안부,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,official_action,event:행안부:policy_legislation,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-140.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:행안부 지역서점 활성화 지방계약법 시행령 개정 추진,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:행안부 지역서점 활성화 지방계약법 시행령 개정 추진,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
1720,정부/국회,정부_국회,중소벤처기업부,"중기부 제재에도…와이앤아처, 부산 벤처펀드 출자사업 노크",중기부 제재에도 와이앤아처 부산 벤처펀드 출자사업 노크,마켓인,마켓인,"Wed, 10 Jun 2026 08:05:03 GMT","중기부 제재에도…와이앤아처, 부산 벤처펀드 출자사업 노크 마켓인",https://news.google.com/rss/articles/CBMickFVX3lxTE5lOWhieUNTV1pPTEpWTXlaaFFXQVR2X1FTdzdCNGFCd2VPbEMzWXQtRmtmM2tzWUxvNzB1QTFmbTdKWkZoSjd5ajNZQ29SanN2TTlGYkRxLWdLd0NIV0V1ajV6QTJTYnpwSDFwUEpYQ09QUQ?oc=5,google_rss_중소벤처기업부 when:2d,-140.0,-23.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,official_action,,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.0,legal_regulatory_enforcement,government:regulatory_enforcement,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:중기부 제재에도 와이앤아처 부산 벤처펀드 출자사업 노크,카카오 대외협력 관점 간접 참고,2,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:중기부 제재에도 와이앤아처 부산 벤처펀드 출자사업 노크,government_general_policy,,weak_gov_basis:foreign_public_policy,
1632,정부/국회,정부_국회,행정안전부,"행정안전부 대변인실 홍보담당관 공무직근로자(행정실무원, 장애인 구분) 면접전형 합격자 및 제출서류 안내 공고",행정안전부 대변인실 홍보담당관 공무직근로자 행정실무원 장애인 구분 면접전형 합격자 및 제출서류 안내 공고,서울Pn,서울Pn,"Wed, 10 Jun 2026 07:05:52 GMT","행정안전부 대변인실 홍보담당관 공무직근로자(행정실무원, 장애인 구분) 면접전형 합격자 및 제출서류 안내 공고 서울Pn",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5wczJPekNsZjh5cWFPamxBR3VHQmc1NXNPY0gtaHFabFpFZFJkSXJoYTBIcEhrbFpJRkJxSXRFMlkyUWw3UFB6QU9GVC1OcUxCNjBPSUxER3ZFaVdkYUU1eHBR?oc=5,google_rss_행정안전부 when:2d,-140.0,-23.0,privacy_security_reliability,privacy_security_reliability,행안부,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,direct_risk,event:행안부:privacy_security_reliability,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.0,privacy_security_reliability,government:tech_security_policy,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:행정안전부 대변인실 홍보담당관 공무직근로자 행정실무원 장애인 구분 면접전형 합격자 및 제출서류 안내 공고,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:행정안전부 대변인실 홍보담당관 공무직근로자 행정실무원 장애인 구분 면접전형 합격자 및 제출서류 안내 공고,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
3266,정부/국회,정부_국회,특정금융정보법,"DAXA·가상자산사업자, 12개 불법 코인업체 경찰 수사의뢰",daxa 가상자산사업자 12개 불법 코인업체 경찰 수사의뢰,매일경제 마켓,매일경제 마켓,"Wed, 10 Jun 2026 03:39:23 GMT","DAXA·가상자산사업자, 12개 불법 코인업체 경찰 수사의뢰 매일경제 마켓",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBtSmNUQ3dHN1hLeGRlY2lYTVJ6RTFfN0lxOHRKeDByWWxMakRmQk1ZVVgzaTBzUzQ5NF9KLVhjaElaZEZ3d29ZVEt2UHNJZllZaGdQREJZQlh3NG40R3RaMg?oc=5,google_rss_특정금융정보법 when:2d,-140.0,-32.0,"digital_asset_stablecoin,legal_regulatory_enforcement,stablecoin",stablecoin_general,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:digital_asset_sector:executive_change,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:leadership_service:digital_asset_sector:executive_change:executive_or_org_change,global_incident:leadership_service:digital_asset_sector:executive_change,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:leadership_service:digital_asset_sector:executive_change,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,2,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:leadership_service:digital_asset_sector:executive_change,government_regulatory_enforcement,,weak_gov_basis:no_public_actor_action_domain,
3273,정부/국회,정부_국회,가상자산사업자,"DAXA·가상자산사업자, 12개 불법 코인업체 경찰 수사의뢰",daxa 가상자산사업자 12개 불법 코인업체 경찰 수사의뢰,매일경제,매일경제,"Wed, 10 Jun 2026 03:39:23 GMT","DAXA·가상자산사업자, 12개 불법 코인업체 경찰 수사의뢰 매일경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9KX2NhTTdHSlNtMlp4Z01UV1YxTENLLXZQeUxfNENCdmFnb3F6NFdEZ1huV1dYU3pxeVRCakNudVhOV0lucklSMzJDck15VVF0R3c?oc=5,google_rss_가상자산사업자 when:2d,-140.0,-32.0,"digital_asset_stablecoin,legal_regulatory_enforcement,stablecoin",stablecoin_general,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:digital_asset_sector:executive_change,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.0,"legal_regulatory_enforcement,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:leadership_service:digital_asset_sector:executive_change:executive_or_org_change,global_incident:leadership_service:digital_asset_sector:executive_change,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:leadership_service:digital_asset_sector:executive_change,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,2,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:leadership_service:digital_asset_sector:executive_change,government_regulatory_enforcement,,weak_gov_basis:no_public_actor_action_domain,
1880,정부/국회,정부_국회,플랫폼 규제,"대형마트 의무 휴업, 이제는 변화가 필요하다…온라인 플랫폼 성장 가속화의 역설",대형마트 의무 휴업 이제는 변화가 필요하다 온라인 플랫폼 성장 가속화의 역설,공감신문,공감신문,"Thu, 11 Jun 2026 00:00:30 GMT","대형마트 의무 휴업, 이제는 변화가 필요하다…온라인 플랫폼 성장 가속화의 역설 공감신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBBOUttRHl1eHc5eTlBNGFaTkJ3UHRrdGQ4ejdNcDJMRmFDZFpRdDNLRHpUSUgyVW1yYVdLd3k2TDN4Z1J5Sk9iOFlzazEtNEZZa1JHMzNCNnJVV0dIM2ZqQlFQaHZEcGs?oc=5,google_rss_플랫폼 규제 when:2d,-140.0,-34.0,"market_power_platform,platform_obligation",market_power_platform,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,Y,,,,,platform_operator_obligation,24.0,published_today,general,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"generic_platform_without_digital_business_context:actor=False,change=False,bridge=False",0,-140.0,"policy_legislation,market_power_platform,platform_obligation",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_regulation,카카오 대외협력 관점 간접 참고,2,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,
1554,정부/국회,정부_국회,금융감독원,AI 메모리 호황에 장비시장도 달아오른다…삼성·SK하이닉스 수혜,ai 메모리 호황에 장비시장도 달아오른다 삼성 sk하이닉스 수혜,뉴시스,뉴시스,"Wed, 10 Jun 2026 09:06:24 GMT",AI 메모리 호황에 장비시장도 달아오른다…삼성·SK하이닉스 수혜 뉴시스,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1RV3UwSG1NRGlGXzhXVEhPRV9YRTVzZURtVHVGMVBkUFlxalZKd1EzVDJycnRwdVppeTFXSDhMbkV2S01BcnItOEp2dlc1aFdWVV9NRDVTSXRZSXZ3RjhfckVB?oc=5,google_rss_금융감독원 site:newsis.com when:2d,-140.4,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.4,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 메모리 호황에 장비시장도 달아오른다 삼성 sk하이닉스 수혜,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:ai 메모리 호황에 장비시장도 달아오른다 삼성 sk하이닉스 수혜,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1571,정부/국회,정부_국회,금융감독원,"""엔비디아 칩만 사면 뭐 하나…통신망 멈추면 한국 AI도 올스톱""",엔비디아 칩만 사면 뭐 하나 통신망 멈추면 한국 ai도 올스톱,뉴시스,뉴시스,"Wed, 10 Jun 2026 08:16:23 GMT","""엔비디아 칩만 사면 뭐 하나…통신망 멈추면 한국 AI도 올스톱"" 뉴시스",https://news.google.com/rss/articles/CBMiYkFVX3lxTFA5OWRtcEI5OTRNb0hzUFhZZzgzeUZybWQ0MHdVQXg2M05NM1ZITGh0RTBvdFM0R00zSlM1b0pUcnRZSVJvWFZPdWZGWThrd3BQMjRNcFJzSnU2dzd6b2tmT3d3?oc=5,google_rss_금융감독원 site:newsis.com when:2d,-140.4,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,-140.4,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:엔비디아 칩만 사면 뭐 하나 통신망 멈추면 한국 ai도 올스톱,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,comp_overseas_platform_ai:엔비디아 칩만 사면 뭐 하나 통신망 멈추면 한국 ai도 올스톱,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain,
1756,정부/국회,정부_국회,중소벤처기업부,'K-푸드에 AI 제조혁신 바람 분다…'스마트제조 얼라이언스' 출범 - 머니투데이,k 푸드에 ai 제조혁신 바람 분다 스마트제조 얼라이언스 출범,머니투데이,머니투데이,"Wed, 10 Jun 2026 05:57:21 GMT",'K-푸드에 AI 제조혁신 바람 분다…'스마트제조 얼라이언스' 출범 - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMia0FVX3lxTFBqM3k5bWNUblJid3ZlY0dLM2ZZb0JFYk1KZEhVQVdlbmhaQTRBbXZMcnJCNTBsSGNiZkFrdlMxTVJnVXpNT1Jjd1U3bE9sTTNXSWZCekZfRDBsNkFCQkdZWEhoTUQ4UVJiQ1Bz0gFwQVVfeXFMTl9MSUR6UUo0djktMkxYNmVod0w5emlSNGNhaFBod1hEb1owTTVHSnNoM3FoQV9VYk9UYWNueENUMjBFLXhpVloxenJHZjY4Xy11eDgyeWMzS3dqcG9MMDZEdVoxX3VrNktxd29ZR0J3Wg?oc=5,google_rss_중소벤처기업부 when:2d,-140.4,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.4,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:k 푸드에 ai 제조혁신 바람 분다 스마트제조 얼라이언스 출범,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:k 푸드에 ai 제조혁신 바람 분다 스마트제조 얼라이언스 출범,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
857,정부/국회,정부_국회,과학기술정보통신부,크라우드웍스 상한가…피지컬 AI 국책사업 참여,크라우드웍스 상한가 피지컬 ai 국책사업 참여,뉴시스,뉴시스,"Wed, 10 Jun 2026 01:20:36 GMT",크라우드웍스 상한가…피지컬 AI 국책사업 참여 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTFBIT05KQjJ6X0tMVWNTSEU0QUhuOFBENUFobVpOUW9kazcydW9OTUQxXzlQblpuc3lrYXNkRkwwUG5pVGQzTklvT29KVVZKTlJ1X0pUaVFsaVZ6eXc1TUZqLUpQTWZfQWZxQXdhamxtQjl4aTJWY2VBddIBeEFVX3lxTFBIT05KQjJ6X0tMVWNTSEU0QUhuOFBENUFobVpOUW9kazcydW9OTUQxXzlQblpuc3lrYXNkRkwwUG5pVGQzTklvT29KVVZKTlJ1X0pUaVFsaVZ6eXc1TUZqLUpQTWZfQWZxQXdhamxtQjl4aTJWY2VBdQ?oc=5,google_rss_과학기술정보통신부 site:newsis.com when:2d,-140.4,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-140.4,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:크라우드웍스 상한가 피지컬 ai 국책사업 참여,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:크라우드웍스 상한가 피지컬 ai 국책사업 참여,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
2,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[기업이슈] 카카오, 창사 이후 첫 파업·목표주가 하향에 하락세",기업이슈 카카오 창사 이후 첫 파업 목표주가 하향에 하락세,v.daum.net,v.daum.net,"Wed, 10 Jun 2026 23:31:25 GMT","[기업이슈] 카카오, 창사 이후 첫 파업·목표주가 하향에 하락세 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxRzVpVzc3MTVVeExKOHRSOGtUazZLbzVMQTctczJNcG1ncFA5RVB4bzFLZ2xiS1ZvZTZTcjNVYXpxRWZRaEgxT2Rkel9Salk?oc=5,google_rss_카카오 when:2d,-140.7,-14.5,"financial_performance,labor_dispute,labor_negotiation",labor_general,카카오,v26_2_market_stock_commentary_excluded,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,market_stock,0,-140.7,"labor_negotiation,financial_performance",self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,산업동향,OFF_TOPIC,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,1,1,5,,,v26.2: market/stock commentary excluded from final,local,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,,market_stock_excluded,
793,정부/국회,정부_국회,과학기술정보통신부,"국방부, 핵추진잠수함 범정부TF 2차 회의…특별법·원자력 안전규제 논의",국방부 핵추진잠수함 범정부tf 2차 회의 특별법 원자력 안전규제 논의,sideview.co.kr,sideview.co.kr,"Thu, 11 Jun 2026 00:32:29 GMT","국방부, 핵추진잠수함 범정부TF 2차 회의…특별법·원자력 안전규제 논의 sideview.co.kr",https://news.google.com/rss/articles/CBMibEFVX3lxTE1nNTVJcXphb3RpZVh6c1R1ZXJWaW0ta2VaU0Y1WmxickUxZXpOVGF5bERBWXRXdlVtTkFZUHRVQW9saDdmcEVudlJLTzdOVlB6Sk95dHNkQUlkeUtjWHNCclBOMm9SaUhmRFNDUQ?oc=5,google_rss_과학기술정보통신부 규제 when:2d,-141.0,-26.0,policy_legislation,policy_legislation,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-141.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:국방부 핵추진잠수함 범정부tf 2차 회의 특별법 원자력 안전규제 논의,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:국방부 핵추진잠수함 범정부tf 2차 회의 특별법 원자력 안전규제 논의,government_general_low_relevance,,weak_gov_basis:foreign_public_policy,
1994,정부/국회,정부_국회,딥페이크,"AI가 키운 사이버 위협…가트너, 딥페이크·프롬프트 인젝션 등 4대 위험 경고",ai가 키운 사이버 위협 가트너 딥페이크 프롬프트 인젝션 등 4대 위험 경고,올포칩,올포칩,"Tue, 09 Jun 2026 18:53:12 GMT","AI가 키운 사이버 위협…가트너, 딥페이크·프롬프트 인젝션 등 4대 위험 경고 올포칩",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1WY2Q3cGc5bWtUVm9BbzY4dkJBVlRkNlE0VDg2cmxWa0lGUkNMY3prX0dhSEx5RmU2Z3h6dl9qRFhCMVdVWm9va3pWcFhQbDFNek5KRmVaMTlEOS1Sd1VKcw?oc=5,google_rss_딥페이크 when:2d,-141.0,-27.0,"ai_infrastructure_security,deepfake_youth,privacy_security_reliability",ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-141.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_regulation,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
2003,정부/국회,정부_국회,AI기본법,[업데이트] AI 기본법 시행에 따른 안내 문구 반영,업데이트 ai 기본법 시행에 따른 안내 문구 반영,브런치,브런치,"Tue, 09 Jun 2026 17:36:23 GMT",[업데이트] AI 기본법 시행에 따른 안내 문구 반영 브런치,https://news.google.com/rss/articles/CBMiRkFVX3lxTE8yUzhBSjQ2R25uakRKblpXMGtyQXJUT0cwTWxLOFJCX3JZWWJKLU40X3lmS1NrdkFHWTdPcnBBSlV2RDQ5YWc?oc=5,google_rss_AI기본법 when:2d,-141.0,-27.0,"ai_basic_law,ai_infrastructure_security,policy_legislation",ai_basic_law,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-141.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:업데이트 ai 기본법 시행에 따른 안내 문구 반영,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:업데이트 ai 기본법 시행에 따른 안내 문구 반영,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
