id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v36_competitor_block_reason
2726,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 日‧대만과 7600억 AI 펀드 조성… ‘통신 기반 생태계’ 확장한다",skt 대만과 7600억 ai 펀드 조성 통신 기반 생태계 확장한다,서울신문,서울신문,"Wed, 10 Jun 2026 15:59:00 GMT","SKT, 日‧대만과 7600억 AI 펀드 조성… ‘통신 기반 생태계’ 확장한다 서울신문",https://news.google.com/rss/articles/CBMie0FVX3lxTFB1MnJkSlZ1X0JxZVZDWWFqNXFFTi1TcEk5WXJpdVNzQTlLbUFLOWw1NTRUOG13dWVqVXNXOE9pOVU5OFdQR3hmcTlnTzFxa1RFR1U1bV9mVU1DTHRzQWdDbk9ZNHlZbHBuQW1jckhvekd0bXk4cTlLSVVPZw?oc=5,google_rss_SKT when:2d,220.5,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,business_change,event:SKT:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,Y,telco,220.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자,KT 금융 AX/AI 인프라 전략,"SKT의 AI 펀드 조성은 국내 통신사 및 주요 기업들의 AI 투자 동향을 보여주며, 카카오의 AI 투자 전략 및 파트너십 모색에 참고할 수 있음.",2,2,1,,,SKT의 AI 펀드 조성은 국내 경쟁사의 AI 투자 및 생태계 확장 전략을 보여주어 카카오 AI 전략에 참고.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,SKT가 해외 기업들과 대규모 AI 펀드를 조성하여 '통신 기반 AI 생태계'를 확장하는 것은 카카오의 AI 사업 투자 및 글로벌 협력 전략에 대한 경쟁적 시사점을 제공함.,KT 금융 AX/AI 인프라 전략,AI 투자,,
864,정부/국회,정부_국회,과학기술정보통신부,"개보위, 쿠팡 3750만명 개인정보 유출에 과징금 6246억 의결",개보위 쿠팡 3750만명 개인정보 유출에 과징금 6246억 의결,뉴스웍스,뉴스웍스,"Thu, 11 Jun 2026 02:00:00 GMT","개보위, 쿠팡 3750만명 개인정보 유출에 과징금 6246억 의결 뉴스웍스",https://news.google.com/rss/articles/CBMib0FVX3lxTE84ZnJyZ2ZoVnduXzlleF9SOEZ3WlZPVmpmSUpGLXVfcTE1dkQyOXpSLXAzM0pNVkwwcWM3czhZUkVjbU9ibXJfWGRlRHVHUkd1aS1jbk0yZHhoWDdFVXVOUldrQkp0ZVFZM1pReGczb9IBc0FVX3lxTE1qSTVHYnN3YTlnRFZMRk91X1BnODdZRlJyWlJRbm4zNjhENmhSbi1rWnhaQkZpaXZxZ2dIX0FDNm9GQW5oTjQ3YVdNNVlvZFE2LXp5czVxUkxxVGJ2dmR0Zk91LXFtakpWOFk5RjcxZldaYm8?oc=5,google_rss_과학기술정보통신부 과징금 when:2d,219.6,157.0,"antitrust_platform,legal_regulatory_enforcement,phishing_security,policy_legislation,privacy_security_reliability",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,platform_enforcement:coupang:privacy_data_violation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,219.6,"legal_regulatory_enforcement,privacy_security_reliability,policy_legislation",government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,플랫폼 규제,쿠팡 개인정보 유출 과징금,카카오에게 유사 개인정보 유출 사고 발생 시 예상되는 규제 강도 및 과징금 규모를 가늠하는 중요한 선례가 됨.,1,1,1,,,쿠팡에 대한 개인정보위의 대규모 과징금 부과는 플랫폼 사업자의 개인정보 보호 의무와 규제 리스크 관리의 중요성을 강조하는 핵심 사례.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,개인정보보호위원회 등 규제기관의 플랫폼 사업자 개인정보 보호 의무 이행에 대한 감독 강화 및 제재 수위 상승 기조를 명확히 보여줌. 카카오의 개인정보 관리 및 규제 준수 대응 정책에 영향을 미침.,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,쿠팡 개인정보 유출 과징금,플랫폼 규제,,
3590,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"[투자 노하우] 스페이스X·오픈AI·앤트로픽, AI IPO 시대 개막",투자 노하우 스페이스x 오픈ai 앤트로픽 ai ipo 시대 개막,v.daum.net,v.daum.net,"Fri, 12 Jun 2026 07:58:16 GMT","[투자 노하우] 스페이스X·오픈AI·앤트로픽, AI IPO 시대 개막 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1YQy16R1d3R0M4SnBoSnhZZkpoWGlGNkVuRzRaMERkN0lfakhJRXkwNVIzd2JSbC1icnlmUXREbmRuV3lvcERudzl3ZHF4Zk0?oc=5,google_rss_오픈AI when:2d,219.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,219.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자/IPO,해외 AI 기업 IPO 동향,"해외 주요 AI 기업들의 IPO 추진 동향은 글로벌 AI 투자 시장의 흐름을 파악하고, 카카오의 장기적인 AI 사업 전략 및 자금 조달 계획 수립에 참고할 수 있음.",2,2,1,,,글로벌 AI 선두 기업들의 IPO 동향은 AI 시장의 투자 환경 및 카카오의 AI 사업 전략에 간접적인 시사점을 제공.,gemini,OFF_TOPIC,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"오픈AI, 앤트로픽 등 주요 해외 AI 기업들의 상장은 AI 산업의 성장성과 투자 기대를 보여주며, 카카오의 AI 사업에 대한 투자 유치 및 기업 가치 평가에 간접적인 영향을 미칠 수 있음.",해외 AI 기업 IPO 동향,AI 투자/IPO,,
3605,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,스페이스X 다음은 오픈AI·앤트로픽…‘IPO폭풍’에 유동성 블랙홀 열리나 [Deep Spot],스페이스x 다음은 오픈ai 앤트로픽 ipo폭풍에 유동성 블랙홀 열리나 deep spot,v.daum.net,v.daum.net,"Fri, 12 Jun 2026 06:55:17 GMT",스페이스X 다음은 오픈AI·앤트로픽…‘IPO폭풍’에 유동성 블랙홀 열리나 [Deep Spot] v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE0wWWFHRVF1YlQtOG5zSG1IemtlM09pci1QMGRZTUxnTGlGRk1wVG14dGxDdkxrR2hiMDNYNk9Db3lxNjVLR09EWWVTSkk3cEE?oc=5,google_rss_오픈AI when:2d,219.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,219.5,"strategy_mna_governance,ai_infrastructure_security",self:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자/IPO,해외 AI 기업 IPO 동향,"해외 주요 AI 기업들의 IPO 추진 동향은 글로벌 AI 투자 시장의 흐름을 파악하고, 카카오의 장기적인 AI 사업 전략 및 자금 조달 계획 수립에 참고할 수 있음.",2,2,1,,,글로벌 AI 선두 기업들의 IPO 동향은 AI 시장의 투자 환경 및 카카오의 AI 사업 전략에 간접적인 시사점을 제공.,gemini,OFF_TOPIC,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"오픈AI, 앤트로픽 등 주요 해외 AI 기업들의 상장은 AI 산업의 성장성과 투자 기대를 보여주며, 카카오의 AI 사업에 대한 투자 유치 및 기업 가치 평가에 간접적인 영향을 미칠 수 있음.",해외 AI 기업 IPO 동향,AI 투자/IPO,,
2018,정부/국회,정부_국회,플랫폼 규제,"개인정보위원회...쿠팡 6,246억 과징금 부과",개인정보위원회 쿠팡 6 246억 과징금 부과,외교저널,외교저널,"Thu, 11 Jun 2026 12:25:11 GMT","개인정보위원회...쿠팡 6,246억 과징금 부과 외교저널",https://news.google.com/rss/articles/CBMiY0FVX3lxTFB6WmUxY1puRUVPOHFBRXZmVDRhdVhPMGhFXzMwYkRnMHZOWlBhSW0xbzJhclpIOHV2bGVWbk9uSDE4c1RaRDdGdk9nQjZlVUk1Mkk3SzRNYVpEbXJBZko0R1NTcw?oc=5,google_rss_플랫폼 규제 when:2d,217.6,127.0,"antitrust_platform,legal_regulatory_enforcement,policy_legislation",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,platform_enforcement:coupang:privacy_data_violation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,217.6,"legal_regulatory_enforcement,policy_legislation,market_power_platform",government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,플랫폼 규제,쿠팡 개인정보 유출 과징금,카카오에게 유사 개인정보 유출 사고 발생 시 예상되는 규제 강도 및 과징금 규모를 가늠하는 중요한 선례가 됨.,1,1,1,,,쿠팡에 대한 개인정보위의 대규모 과징금 부과는 플랫폼 사업자의 개인정보 보호 의무와 규제 리스크 관리의 중요성을 강조하는 핵심 사례.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,개인정보보호위원회 등 규제기관의 플랫폼 사업자 개인정보 보호 의무 이행에 대한 감독 강화 및 제재 수위 상승 기조를 명확히 보여줌. 카카오의 개인정보 관리 및 규제 준수 대응 정책에 영향을 미침.,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,쿠팡 개인정보 유출 과징금,플랫폼 규제,,
3621,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""오픈AI 상장 늦어진다""…예측시장 돈은 앤트로픽으로 몰렸다",오픈ai 상장 늦어진다 예측시장 돈은 앤트로픽으로 몰렸다,ebn.co.kr,ebn.co.kr,"Fri, 12 Jun 2026 06:30:00 GMT","""오픈AI 상장 늦어진다""…예측시장 돈은 앤트로픽으로 몰렸다 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9rWHVIbHdjMk0zcG5SOG51UkU4TVpwTXFsRkZ4YnYwVU5XQWxRUS1uT3FqZVd2Ry1sTGs2emVlMWJoNTItUWRqd3ZPa3M2UEtlVGxSeWpsaUhWQ0c5d0I0NDdXbEVlUElG?oc=5,google_rss_오픈AI when:2d,217.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,217.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자/IPO,해외 AI 기업 IPO 동향,"해외 주요 AI 기업들의 IPO 추진 동향은 글로벌 AI 투자 시장의 흐름을 파악하고, 카카오의 장기적인 AI 사업 전략 및 자금 조달 계획 수립에 참고할 수 있음.",2,2,1,,,글로벌 AI 선두 기업들의 IPO 동향은 AI 시장의 투자 환경 및 카카오의 AI 사업 전략에 간접적인 시사점을 제공.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"오픈AI, 앤트로픽 등 주요 해외 AI 기업들의 상장은 AI 산업의 성장성과 투자 기대를 보여주며, 카카오의 AI 사업에 대한 투자 유치 및 기업 가치 평가에 간접적인 영향을 미칠 수 있음.",해외 AI 기업 IPO 동향,AI 투자/IPO,,
3611,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"스페이스X·오픈AI·앤트로픽의 초대형 상장 계획, AI 거대기업의 책임성을 높일까?",스페이스x 오픈ai 앤트로픽의 초대형 상장 계획 ai 거대기업의 책임성을 높일까,참세상,참세상,"Fri, 12 Jun 2026 02:55:00 GMT","스페이스X·오픈AI·앤트로픽의 초대형 상장 계획, AI 거대기업의 책임성을 높일까? 참세상",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5MUF9mWHdmc3U3aVlFZ1g4dWdNalRhdGh5cFNGcmpHNHY3RlJHN1RqOEk5ZFQ1Y21pM0FheGVRNklJQzNadUdYMmhSMzRTMUJYUFE?oc=5,google_rss_오픈AI when:2d,217.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,217.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자/IPO,해외 AI 기업 IPO 동향,"해외 주요 AI 기업들의 IPO 추진 동향은 글로벌 AI 투자 시장의 흐름을 파악하고, 카카오의 장기적인 AI 사업 전략 및 자금 조달 계획 수립에 참고할 수 있음.",2,2,1,,,글로벌 AI 선두 기업들의 IPO 동향은 AI 시장의 투자 환경 및 카카오의 AI 사업 전략에 간접적인 시사점을 제공.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"오픈AI, 앤트로픽 등 주요 해외 AI 기업들의 상장은 AI 산업의 성장성과 투자 기대를 보여주며, 카카오의 AI 사업에 대한 투자 유치 및 기업 가치 평가에 간접적인 영향을 미칠 수 있음.",해외 AI 기업 IPO 동향,AI 투자/IPO,,
3658,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""스페이스X·오픈AI·앤트로픽은 시작일 뿐""…레이저 CEO가 본 AI IPO 슈퍼사이클",스페이스x 오픈ai 앤트로픽은 시작일 뿐 레이저 ceo가 본 ai ipo 슈퍼사이클,디지털투데이,디지털투데이,"Fri, 12 Jun 2026 01:54:00 GMT","""스페이스X·오픈AI·앤트로픽은 시작일 뿐""…레이저 CEO가 본 AI IPO 슈퍼사이클 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE9LUFFOX2lmSzlXbnBsTFpJS3hSSnFYdVpoTUtSdmxOeEZMd3F4NnoxSkRDR0cxV1pPbDI4bUYxQm11TlRZUWYzb1R2T1R4UXd4WDQxRUU0X2dITExUZy14NmpaWW5BbjE3bXFmQ0k0ejNWeHc?oc=5,google_rss_오픈AI AI when:2d,217.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,217.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 투자/IPO,해외 AI 기업 IPO 동향,"해외 주요 AI 기업들의 IPO 추진 동향은 글로벌 AI 투자 시장의 흐름을 파악하고, 카카오의 장기적인 AI 사업 전략 및 자금 조달 계획 수립에 참고할 수 있음.",2,2,1,,,글로벌 AI 선두 기업들의 IPO 동향은 AI 시장의 투자 환경 및 카카오의 AI 사업 전략에 간접적인 시사점을 제공.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"오픈AI, 앤트로픽 등 주요 해외 AI 기업들의 상장은 AI 산업의 성장성과 투자 기대를 보여주며, 카카오의 AI 사업에 대한 투자 유치 및 기업 가치 평가에 간접적인 영향을 미칠 수 있음.",해외 AI 기업 IPO 동향,AI 투자/IPO,,
866,정부/국회,정부_국회,과학기술정보통신부,"개인정보위, '개인정보 유출' 쿠팡에 과징금 6247억 부과",개인정보위 개인정보 유출 쿠팡에 과징금 6247억 부과,네이트,네이트,"Thu, 11 Jun 2026 02:12:00 GMT","개인정보위, '개인정보 유출' 쿠팡에 과징금 6247억 부과 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9aa2lWVU9odlFnVmpGdUxRNElDY3VWd1J6Um5FR2JjbmsyMlA5bGdtalc3VlVxUjFoaTUwM2hLT1V4VXdRZXE5QVlxMGt4ejZ0Z2sw?oc=5,google_rss_과학기술정보통신부 과징금 when:2d,216.6,137.0,"antitrust_platform,legal_regulatory_enforcement,phishing_security,privacy_security_reliability",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,platform_enforcement:coupang:privacy_data_violation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,216.6,"legal_regulatory_enforcement,privacy_security_reliability",government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,플랫폼 규제,쿠팡 개인정보 유출 과징금,카카오에게 유사 개인정보 유출 사고 발생 시 예상되는 규제 강도 및 과징금 규모를 가늠하는 중요한 선례가 됨.,1,1,1,,,쿠팡에 대한 개인정보위의 대규모 과징금 부과는 플랫폼 사업자의 개인정보 보호 의무와 규제 리스크 관리의 중요성을 강조하는 핵심 사례.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,개인정보보호위원회 등 규제기관의 플랫폼 사업자 개인정보 보호 의무 이행에 대한 감독 강화 및 제재 수위 상승 기조를 명확히 보여줌. 카카오의 개인정보 관리 및 규제 준수 대응 정책에 영향을 미침.,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,쿠팡 개인정보 유출 과징금,플랫폼 규제,,
2846,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+ 이어 KT까지…아이씨티케이, 양자보안 독점",lgu+ 이어 kt까지 아이씨티케이 양자보안 독점,경제타임스,경제타임스,"Fri, 12 Jun 2026 02:25:15 GMT","LGU+ 이어 KT까지…아이씨티케이, 양자보안 독점 경제타임스",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9IWW9WWVBuc3JYaV95ckdOS2IwRDVyNHQ3VW1kR1RkYkRkRjdaNGRzb0t2RU5JMHJlM3JWcVhsRnBSVGJsdGIzWV9TTjY3QTlSTVVZ?oc=5,google_rss_LGU+ when:2d,215.0,25.0,"market_power_platform,phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,24.0,published_today,direct_risk,event:LGU+:market_power_platform+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,telco,215.0,"privacy_security_reliability,market_power_platform",competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,보안 기술,국내 통신사 양자보안 기술 확보,국내 통신사들의 양자 보안 기술 확보 및 독점 움직임은 카카오의 미래 보안 인프라 전략 및 기술 제휴 방향에 참고할 수 있음.,3,3,1,,,국내 통신사들의 미래 보안 기술 확보는 카카오의 장기적인 보안 및 기술 전략 수립에 참고할 만한 정보.,gemini,,,COMP_DOMESTIC_STRATEGY,domestic,,"SKT, KT 등 통신사들의 양자보안 독점은 미래 디지털 보안 시장의 경쟁 구도를 형성하며, 카카오의 보안 기술 투자 및 파트너십 전략에 영향을 미칠 수 있음.",국내 통신사 양자보안 기술 확보,보안 기술,,
2473,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"지상파 3사, 네이버와 AI 소송서 '네이버 핵심 관계자' 증인 신청",지상파 3사 네이버와 ai 소송서 네이버 핵심 관계자 증인 신청,네이트,네이트,"Fri, 12 Jun 2026 06:21:00 GMT","지상파 3사, 네이버와 AI 소송서 '네이버 핵심 관계자' 증인 신청 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1TNGlpYVhXdnJNa0lvV2cxYmY2T282Z1NaNldDeHhLdEFIUlZnLWlLby1sWF82RHFLUzRzSkx1am1tRkJHMDlmR2h0MTg4WXBINE5Z?oc=5,google_rss_네이버 AI when:2d,214.5,28.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,direct_risk,event:네이버:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,214.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 저작권,네이버 AI 전략 및 리스크,네이버의 AI 학습 소송 관련 법원 결정은 카카오의 AI 학습 데이터 저작권 및 법적 리스크 관리에 대한 선제적인 검토와 대응 전략 수립에 참고가 됨.,2,1,1,,,경쟁사의 AI 학습 데이터 저작권 소송은 카카오의 AI 개발 및 법무 리스크 관리에 대한 중요한 참고 자료.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,"네이버 AI 학습 소송에서 관계자 증인신문 결정은 AI 학습 데이터 관련 법적 분쟁의 현실화 가능성을 시사하며, 카카오 역시 AI 서비스 개발 시 저작권 이슈에 대한 법무적 대응 전략을 미리 검토해야 함.",네이버 AI 전략 및 리스크,AI 저작권,,
3493,경쟁사/해외이슈,경쟁사_해외이슈,구글,TSMC 병목에 구글·엔비디아 ‘인텔 카드’ 부상…AI 반도체 공급망 재편 신호,tsmc 병목에 구글 엔비디아 인텔 카드 부상 ai 반도체 공급망 재편 신호,베타뉴스,베타뉴스,"Thu, 11 Jun 2026 22:48:03 GMT",TSMC 병목에 구글·엔비디아 ‘인텔 카드’ 부상…AI 반도체 공급망 재편 신호 베타뉴스,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBKOW9wSUJqa1Y0YjItbW1ZUTcwZ1NDamlFaWdTNDZFNzF6MEFfWDVNX0ZzX0FHUmFmSVhveGlfZWZMb2pUZU9LOXRLY1lld2Y2V0FIOXVlV2hSRXNZU21fM01NVFk?oc=5,google_rss_구글 AI when:2d,214.5,20.5,"ai_infrastructure_security,kim_beomsoo_trial",ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,business_change,event:구글:ai_infrastructure_security+kim_beomsoo_trial,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,214.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,AI 반도체,AI 반도체 공급망 변화,TSMC 병목 현상으로 인한 AI 반도체 공급망 재편 움직임은 카카오의 AI 인프라 구축 계획 및 전략적 파트너십 고려에 영향을 미칠 수 있음.,2,2,1,,,글로벌 AI 반도체 공급망 변화는 카카오의 AI 인프라 구축 및 장기적인 AI 전략에 중요한 고려사항.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"AI 반도체 공급망 변화는 AI 인프라 구축에 필수적인 자원 확보의 난이도와 비용에 영향을 미치며, 카카오의 장기적인 AI 투자 및 데이터센터 전략에 대한 신중한 검토를 요구함.",AI 반도체 공급망 변화,AI 반도체,,
95,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"샘 알트먼, 네이버·카카오 연쇄 회동…AI 협력 모색",샘 알트먼 네이버 카카오 연쇄 회동 ai 협력 모색,지디넷코리아,지디넷코리아,"Thu, 11 Jun 2026 06:07:30 GMT","샘 알트먼, 네이버·카카오 연쇄 회동…AI 협력 모색 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9iTW4talFLQlA2Y05uZFdVYS1obVlkQzJXY3J0a2xKYmZHSkpQS2ZDUUtpdGtVblAtQTFfZkM4QTdzZXhaZVRIbHZGNGdlMUlOaEVmNjd3?oc=5,google_rss_카카오 when:2d,212.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"네이버,카카오",,,,,,,general,14.0,published_yesterday,business_change,event:네이버+카카오:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,212.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,AI 협력,샘 올트먼 방한 AI 협력,"카카오의 AI 전략 및 사업 개발에 있어 오픈AI와의 잠재적 협력 기회를 모색하고, 국내외 AI 기술 동향 및 파트너십 전략을 수립하는 데 중요한 정보임.",1,1,1,,,오픈AI 샘 올트먼의 방한 및 카카오와의 AI 협력 논의는 카카오의 AI 전략에 직접적인 영향을 미치는 주요 사안.,gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘 올트먼 방한 AI 협력,AI 협력,,
