id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v36_competitor_block_reason,v32_weak_non_digital_gov
1258,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글 암호화폐 검색량 급증…개인 투자자 복귀 조짐,구글 암호화폐 검색량 급증 개인 투자자 복귀 조짐,디지털투데이,디지털투데이,"Fri, 12 Jun 2026 15:15:00 GMT",구글 암호화폐 검색량 급증…개인 투자자 복귀 조짐 디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE0tcFRMWlpnQUY5WWZzYktEQWxLTUNrRXVnRzd4c2Y1YjVGWUQ0dkxBWXJ3WWZvelB1RV9MT2Z2VHVPVmc1dHdDUEE3aUFiVUNJODVOWFBDdWlZLUxGZENQVHFQU2Z1blVfNG9tMUR0dVVuMkU?oc=5,google_rss_구글 when:2d,156.0,9.5,search_ads,,구글,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,156.0,,,,,산업동향,SELF_AFFILIATE_BUSINESS,디지털 자산 시장 동향,구글 검색량으로 본 암호화폐 투자 심리 회복 조짐,"구글 검색 데이터를 통한 암호화폐 시장의 개인 투자자 복귀 조짐은 카카오의 디지털 자산 관련 사업(클레이튼, 그라운드X 등)의 시장 환경 변화와 잠재적 성장 기회를 파악하는 데 참고가 된다.",1,1,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,gemini,STRATEGIC_REFERENCE,,COMP_OVERSEAS_PLATFORM_AI,other,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,구글 검색량으로 본 암호화폐 투자 심리 회복 조짐,디지털 자산 시장 동향,,,,
1361,경쟁사/해외이슈,경쟁사_해외이슈,메타,메타랩스 투자분석 2026. 06. 13,메타랩스 투자분석 2026 06 13,주달,주달,"Sat, 13 Jun 2026 18:34:07 GMT",메타랩스 투자분석 2026. 06. 13 주달,https://news.google.com/rss/articles/CBMic0FVX3lxTE93S2J0Y0J5QXM5TVNFaVRzVnN2LXZ3dUlOT0hXOHVCbkx2eUxIMFpDRjZjUjB0MXdDOXVXVmNtVUFpSXJUSU84d3NMamVodWd5UzVLb0VCSTVIbDVPalZfZjhCNWpKRktIMUxFS1A1RE5ma2s?oc=5,google_rss_메타 when:2d,156.0,4.0,,,메타,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,156.0,,,,,경쟁사_해외이슈,OFF_TOPIC,comp_overseas_market_signal,comp_overseas_market_signal:메타랩스 투자분석 2026 06 13,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,Y,"'메타랩스'는 Meta Platforms와 다른 국내 기업이며, 해당 기업의 투자 분석은 카카오의 대외협력 및 정책 리스크 관리와 직접적인 관련이 없다.",gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_market_signal:메타랩스 투자분석 2026 06 13,comp_overseas_market_signal,,,,
1443,경쟁사/해외이슈,경쟁사_해외이슈,애플,"Apple, 200MP 카메라를 탑재한 iPhone 18 Pro Max 출시 및 최초의 폴더블 휴대폰 공개",apple 200mp 카메라를 탑재한 iphone 18 pro max 출시 및 최초의 폴더블 휴대폰 공개,Mix Vale,Mix Vale,"Sat, 13 Jun 2026 14:15:53 GMT","Apple, 200MP 카메라를 탑재한 iPhone 18 Pro Max 출시 및 최초의 폴더블 휴대폰 공개 Mix Vale",https://news.google.com/rss/articles/CBMi2wJBVV95cUxOdngxS3FSZmlQQUI0QlVvNTgxaFMwYVpnYWo4UWZ5dEs2Vnh6YWs4SjNMZFN4bURBRTFZaktyQlpYTFd2T3pmRjZaeXJTUFlnZWltOVZNNUcxSW5JcU0zZEhnLWRvUm5vOWJTcUFid2tKU2VyakltS1gyZGVGSUlyQ1NscDZFNm5ZMEIwRGxYWE9NWXFmM0dlWWFoY2JHMzVfTGliOURtcVBodEJRTUJTYkctblNncnVYbW0zdV83YTRNTkFydUNlX2RKQmd4RjdWSldLdGhWTUR0Q2xrN0l4WVQzN05xbTJVLXIwVVBDS0hDT1lxTXg2ZnBjeWFZaHhVc2R0SVRfaXpaZExDdVFsam5ON1Ruc253ZFRCemw0cDNsSExjWU4zM2JwS0xUNE1OSjhBakoxTzBtUms0ODI4RGVMTUVjellpcWNETlBxWkI3SUU1X0NDN2Uwd9IB2wJBVV95cUxOdngxS3FSZmlQQUI0QlVvNTgxaFMwYVpnYWo4UWZ5dEs2Vnh6YWs4SjNMZFN4bURBRTFZaktyQlpYTFd2T3pmRjZaeXJTUFlnZWltOVZNNUcxSW5JcU0zZEhnLWRvUm5vOWJTcUFid2tKU2VyakltS1gyZGVGSUlyQ1NscDZFNm5ZMEIwRGxYWE9NWXFmM0dlWWFoY2JHMzVfTGliOURtcVBodEJRTUJTYkctblNncnVYbW0zdV83YTRNTkFydUNlX2RKQmd4RjdWSldLdGhWTUR0Q2xrN0l4WVQzN05xbTJVLXIwVVBDS0hDT1lxTXg2ZnBjeWFZaHhVc2R0SVRfaXpaZExDdVFsam5ON1Ruc253ZFRCemw0cDNsSExjWU4zM2JwS0xUNE1OSjhBakoxTzBtUms0ODI4RGVMTUVjellpcWNETlBxWkI3SUU1X0NDN2Uwdw?oc=5,google_rss_애플 when:2d,154.5,4.0,,,애플,,,,,,,general,14.0,published_yesterday,general,,rumor_or_report,,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,Y,global,154.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,해외 빅테크 제품 출시,애플 아이폰 신규 모델 출시 및 폴더블폰 공개 (루머),"애플의 신규 아이폰 출시 및 폴더블폰 계획은 모바일 하드웨어 시장의 트렌드 변화를 보여주며, 카카오 서비스의 모바일 환경 최적화 및 신규 폼팩터 대응 전략에 간접적인 영향을 미칠 수 있다.",1,1,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,"애플의 하드웨어 혁신은 모바일 앱 및 서비스 개발 환경에 변화를 가져올 수 있으므로, 카카오 서비스의 기술 표준 및 사용자 경험 전략 수립 시 고려할 수 있다.",애플 아이폰 신규 모델 출시 및 폴더블폰 공개 (루머),해외 빅테크 제품 출시,,,,
1315,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,미국의 여러 주에서 OpenAI를 조사하고 있습니다.,미국의 여러 주에서 openai를 조사하고 있습니다,Vietnam.vn,Vietnam.vn,"Sat, 13 Jun 2026 11:26:02 GMT",미국의 여러 주에서 OpenAI를 조사하고 있습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMiaEFVX3lxTFB1aUQ4QTlLaG5pbzRzazI3VmhGbXFVRmc5Q0lSdU1qUzNKMmVYc0U2b2czM0ZaRE9YaTJSSzdsazRFWDUwZE03MnRKSHRsTjlrNEprMTJ5Wk9QaTVoSzlRY2dSOGFVTzdH?oc=5,google_rss_오픈AI when:2d,154.0,16.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,official_action,event:오픈AI:ai_infrastructure_security,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,Y,global,154.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,해외 빅테크 AI 규제,"오픈AI, 미국 주정부로부터 조사 착수","글로벌 AI 선두 기업인 OpenAI에 대한 미국 주정부의 조사는 AI 기술의 윤리적 문제, 데이터 활용, 시장 독점 등에 대한 규제 움직임이 강화되고 있음을 시사하며, 카카오의 AI 사업 관련 정책 리스크 관리 및 대응 전략 수립에 중요한 참고가 된다.",1,1,1,,,로컬 보조 라벨,gemini,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,"해외 AI 기업에 대한 규제 조사는 국내 AI 규제 논의에도 영향을 미칠 수 있으므로, 카카오는 AI 서비스 개발 및 운영 시 잠재적 규제 리스크를 사전에 파악하고 대응 방안을 마련해야 한다.","오픈AI, 미국 주정부로부터 조사 착수",해외 빅테크 AI 규제,,,,
1432,경쟁사/해외이슈,경쟁사_해외이슈,애플,"캐나다 | 애플, 2025년 캐나다에 자가수리 프로그램 도입",캐나다 애플 2025년 캐나다에 자가수리 프로그램 도입,밴쿠버 중앙일보,밴쿠버 중앙일보,"Sat, 13 Jun 2026 02:10:54 GMT","캐나다 | 애플, 2025년 캐나다에 자가수리 프로그램 도입 밴쿠버 중앙일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxOZUREanVIcGZ6czBpQlZxdUJuSXE1Yk5QRTdLMkk0QUhFb1BKUG1heDhCSkxrX05wcERqTm5rdm4yTEZ4U2hMaEVmaUFpZVpnUXJTbWxPS2o5NmlJYTBMbks4R1NjVWJWMzdMMy1TeEFqSVpqMGxIR2pFSTZaSEVlT2Rjaw?oc=5,google_rss_애플 when:2d,151.5,4.0,,,애플,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,151.5,,,,,경쟁사_해외이슈,OFF_TOPIC,competitor_general_low_relevance,competitor_general_low_relevance:캐나다 애플 2025년 캐나다에 자가수리 프로그램 도입,카카오 대외협력 관점 간접 참고,4,2,2,,Y,"애플의 자가수리 프로그램 도입은 카카오의 핵심 사업 영역(플랫폼, AI, 금융 등) 및 정책 리스크와 직접적인 관련성이 낮다.",gemini,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:캐나다 애플 2025년 캐나다에 자가수리 프로그램 도입,competitor_general_low_relevance,,,,
1327,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"OpenAI, 다수 주 법무장관 조사에 소환장 받아 (WSJ)",openai 다수 주 법무장관 조사에 소환장 받아 wsj,Investing.com 한국어,Investing.com 한국어,"Fri, 12 Jun 2026 23:35:00 GMT","OpenAI, 다수 주 법무장관 조사에 소환장 받아 (WSJ) Investing.com 한국어",https://news.google.com/rss/articles/CBMiakFVX3lxTFAyLWhkX25uLWdXaWZxMW9CVmZZb0xpdWl4TFBuTHVZdVptOWw1WkMtSXFzUUpuRmFyaEY3X1V1elJxbE9JdHF4dmpjU2doVzhlTnBWclVLV0p6cjMzNUdwOTNhVGQwb29DQWc?oc=5,google_rss_오픈AI 조사 when:2d,149.0,16.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,official_action,event:오픈AI:ai_infrastructure_security,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,Y,global,149.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,해외 빅테크 AI 규제,"오픈AI, 미국 주정부로부터 조사 착수",카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,Y,[1315]와 동일 이슈의 반복 기사.,gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,"오픈AI, 미국 주정부로부터 조사 착수",해외 빅테크 AI 규제,,,,
1095,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LG U+, 목소리로 잇는 맞춤형 응원 ‘심플 사서함’ 공개",lg u+ 목소리로 잇는 맞춤형 응원 심플 사서함 공개,데일리e뉴스,데일리e뉴스,"Sun, 14 Jun 2026 00:00:00 GMT","LG U+, 목소리로 잇는 맞춤형 응원 ‘심플 사서함’ 공개 데일리e뉴스",https://news.google.com/rss/articles/CBMib0FVX3lxTE9YWVVsUkpfMkdoYUs4VzFyUE55LVFPcWkxNHI4SDVQUVJtRkttU3NoamtjSXF3cjFsREs0b0lyVUJndkJXMk9pSHdfVjRBR0pVb016bFVRQ0ZNbzkzMUhMcmZpdGp1UldvdVVLNk9MRQ?oc=5,google_rss_LGU+ when:2d,139.0,4.0,,,LGU+,competitor_without_core_entity_or_digital_relevance,,,,,,general,24.0,published_today,general,,rumor_or_report,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,Y,telco,139.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,국내 통신사 서비스 전략,LG U+ 맞춤형 응원 음성 사서함 서비스 출시,국내 통신사의 새로운 음성 기반 서비스 출시는 AI 음성 기술 접목 등 카카오의 커뮤니케이션 및 AI 서비스 전략에 대한 경쟁 환경을 이해하는 데 참고가 된다.,1,1,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,gemini,,,COMP_DOMESTIC_STRATEGY,domestic,,"LG U+의 음성 서비스는 사용자 경험 혁신을 위한 통신사의 시도를 보여주며, 카카오톡 등 카카오 서비스의 음성 관련 기능 개발 및 AI 접목 방안에 대한 아이디어를 얻을 수 있다.",LG U+ 맞춤형 응원 음성 사서함 서비스 출시,국내 통신사 서비스 전략,,,,
1503,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"파라마운트-WB 합병도 일종의 '트럼프 효과'? 美법무부 ""소비자 이익 침해X"" 승인",파라마운트 wb 합병도 일종의 트럼프 효과 법무부 소비자 이익 침해x 승인,파이낸셜포스트,파이낸셜포스트,"Fri, 12 Jun 2026 23:01:39 GMT","파라마운트-WB 합병도 일종의 '트럼프 효과'? 美법무부 ""소비자 이익 침해X"" 승인 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTE9RQVd0WkNRQWdJZF9zQ2FnT3c0TDUySXltQWpVNlY1X3FGVGVheEVKbVVvZXNibGJuNjh1Sl9uMTF0MHhPZmZwSmQxSVpRZ2RHbVk3TnFncl80ZzZpZEpiMi1sQzJfZWdRZGpMQnBGVGd6WEpk?oc=5,google_rss_트럼프 행정부 when:2d,129.5,29.0,strategy_mna_governance,strategy_mna_governance,,competitor_without_core_entity_or_digital_relevance,,,,,,general,14.0,published_yesterday,direct_risk,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,Y,global,129.5,strategy_mna_governance,competitor:strategy_mna,,,경쟁사_해외이슈,OFF_TOPIC,government_general_low_relevance,government_general_low_relevance:파라마운트 wb 합병도 일종의 트럼프 효과 법무부 소비자 이익 침해x 승인,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,"파라마운트-WB 합병 승인은 미디어 산업 내 인수합병 이슈이며, 카카오의 플랫폼, AI, 디지털 금융 등 핵심 사업 및 정책 리스크와 직접적인 관련성이 낮다.",gemini,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:파라마운트 wb 합병도 일종의 트럼프 효과 법무부 소비자 이익 침해x 승인,government_general_low_relevance,,,,
1346,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,챗GPT 쓰던 한국인들 달라졌다…“요즘 이게 좋던데요?” 이용자 쑥,챗gpt 쓰던 한국인들 달라졌다 요즘 이게 좋던데요 이용자 쑥,서울경제,서울경제,"Sat, 13 Jun 2026 19:30:00 GMT",챗GPT 쓰던 한국인들 달라졌다…“요즘 이게 좋던데요?” 이용자 쑥 서울경제,https://news.google.com/rss/articles/CBMiU0FVX3lxTE92WmZDbDFfUG9zd1NfRlNBRmxKSy1BMXNfckh2YVFQUDJnVTk3RUhWTi15V0FId1Raakx6SWtwOU9uZXBXNEVxYjFWNUpEU0lnOEpr0gFTQVVfeXFMT3ZaZkNsMV9Qb3N3U19GU0FGbEpLLUExc19ySHZhUVBQMmdVOTdFSFZOLXlXQUh3VFpqTHpJa3A5T25lcFc0RXFiMVY1SkRTSWc4Sms?oc=5,google_rss_오픈AI site:sedaily.com when:2d,126.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,competitor_without_core_entity_or_digital_relevance,,,,,,general,24.0,published_today,business_change,event:오픈AI:ai_infrastructure_security,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,Y,global,126.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,국내 AI 서비스 사용자 동향,챗GPT 한국인 사용자 행동 변화 분석,"챗GPT를 이용하는 한국인들의 행동 변화 분석은 국내 AI 서비스 시장의 트렌드와 사용자 니즈를 파악하는 데 중요하며, 카카오의 AI 서비스 개발 및 마케팅 전략 수립에 직접적인 영향을 미칠 수 있다.",1,1,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,gemini,,,COMP_OVERSEAS_PLATFORM_AI,mixed,,"챗GPT 국내 이용자 동향을 통해 카카오는 자사 AI 서비스의 차별화 포인트를 발굴하고, 국내 사용자 특성을 반영한 서비스 개선 방안을 모색할 수 있다.",챗GPT 한국인 사용자 행동 변화 분석,국내 AI 서비스 사용자 동향,,,,
1450,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"[전문가 기고] EU 통상 정책 강화, 신뢰의 파트너십으로 넘어야",전문가 기고 eu 통상 정책 강화 신뢰의 파트너십으로 넘어야,아주경제,아주경제,"Sun, 14 Jun 2026 00:42:58 GMT","[전문가 기고] EU 통상 정책 강화, 신뢰의 파트너십으로 넘어야 아주경제",https://news.google.com/rss/articles/CBMiWEFVX3lxTE8xMzhuYU1yOEFkSmE4Y3ppMWZwR3NoSWRmSzduazlCUGUwMHFNbncwQ0tVVVlJRVBkazBMS3B6R09tT3ljM3k5V3B4UjFNUlBkaHZ2VDNHMjnSAVhBVV95cUxPMTM4bmFNcjhBZEphOGN6aTFmcEdzaElkZks3bms5QlBlMDBxTW53MENLVVVZSUVQZGswTEtwekdPbU95YzN5OVdweFIxTVJQZGh2dlQzRzI5?oc=5,google_rss_EU 규제 when:2d,121.0,11.0,policy_legislation,policy_legislation,,competitor_without_core_entity_or_digital_relevance,,,,,,general,24.0,published_today,general,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,Y,global,121.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:전문가 기고 eu 통상 정책 강화 신뢰의 파트너십으로 넘어야,카카오 대외협력 관점 간접 참고,4,2,2,,Y,"EU 통상 정책 전반에 대한 기고문으로, 카카오의 디지털 플랫폼/AI/개인정보 등 핵심 사업 및 정책 리스크와 직접적인 관련성이 낮다.",gemini,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:전문가 기고 eu 통상 정책 강화 신뢰의 파트너십으로 넘어야,off_topic,,,,
180,정부/국회,정부_국회,과학기술정보통신부,"美 정부 미토스 수출통제…韓, 보안 연합체 ‘글래스윙’ 참여 못하나",정부 미토스 수출통제 보안 연합체 글래스윙 참여 못하나,헤럴드경제,헤럴드경제,"Sun, 14 Jun 2026 02:18:45 GMT","美 정부 미토스 수출통제…韓, 보안 연합체 ‘글래스윙’ 참여 못하나 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE8wemk2RkthbmJLeWRSd2k4ZjVwN2lfeERlemtpdUJza1RCU3daakh1WF8yUTlYRmw3ZnlWalFUTXdLYWVwSE44ckRIc0ZjQW9HS3U1Y3lB?oc=5,google_rss_과학기술정보통신부 site:heraldcorp.com when:2d,116.6,54.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"앤트로픽,토스",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:toss:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,toss,116.6,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:toss:anthropic_glasswing_security:general,global_incident:ai_security_policy:toss:anthropic_glasswing_security,정부_국회,GOV_AI_DIGITAL_POLICY,AI 기술 안보 및 공급망,미국 정부 미토스 수출통제 및 한국 AI 보안 연합 참여 영향,"미국 정부의 AI 핵심 기술 수출통제는 글로벌 AI 공급망 및 기술 협력 환경에 영향을 미치며, 이는 카카오의 AI 기술 개발에 필요한 하드웨어/소프트웨어 수급 및 파트너십 전략에 간접적인 리스크로 작용할 수 있다.",1,1,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,gemini,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_PUBLIC_INFRA,domestic,"AI 핵심 기술에 대한 국가 간 통제 정책은 국내 AI 산업의 자립도 및 글로벌 협력 전략에 중요한 영향을 미치므로, 카카오는 AI 기술 확보 및 공급망 다변화 전략 수립 시 이를 고려해야 한다.",정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,미국 정부 미토스 수출통제 및 한국 AI 보안 연합 참여 영향,AI 기술 안보 및 공급망,,,,
1035,경쟁사/해외이슈,경쟁사_해외이슈,SKT,[기획]개보법 개정안 시행 임박…끝 없는 '해킹 포비아' 산업계 시험대,기획 개보법 개정안 시행 임박 끝 없는 해킹 포비아 산업계 시험대,매일일보,매일일보,"Sun, 14 Jun 2026 04:00:00 GMT",[기획]개보법 개정안 시행 임박…끝 없는 '해킹 포비아' 산업계 시험대 매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBmLWpHZE5GVk1UazhmQ1FCMDMxZlVuQnMySkxQS2dTd21ObXVfOGVNb2tnUU5Pak56S2J6VDV1eFJETFVOZjVMZy1ydjdtTGxMQVZOaHZmbWJhRk8tQmJqcmZDUkM?oc=5,google_rss_SKT when:2d,108.0,97.0,"phishing_security,policy_legislation,privacy_security_reliability",security_hacking_incident,,brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,analysis_with_direct_risk,global_incident:platform_regulation:platform_sector:platform_operator_obligation,action_started,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,Y,telco,108.0,"privacy_security_reliability,policy_legislation",competitor:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,정부_국회,GOV_PLATFORM_REGULATION,개인정보보호법 개정,개인정보보호법 개정안 시행과 산업계 영향,"개인정보보호법 개정안 시행은 카카오를 포함한 모든 정보통신서비스 제공 사업자의 개인정보 처리 및 보안 의무를 강화하며, 관련 시스템 재정비 및 규제 준수 역량 강화가 요구된다.",1,1,1,,Y,로컬 보조 라벨 / v26.2: overseas structural industry candidate / v23_guardrail_fail:v26_2_government_without_central_public_actor_action:no_public_actor_action_domain / v34_domestic_government_policy_forced_to_gov / v34_domestic_government_policy_forced_to_gov / v34...,gemini,,GOV_DIRECT_PLATFORM_OBLIGATION,COMP_DOMESTIC_DIRECT_RISK,domestic,"개인정보보호법 개정안은 카카오의 개인정보 수집, 이용, 제공, 파기 등 전반적인 개인정보 관리 프로세스에 직접적인 영향을 미치며, 위반 시 제재 리스크가 증대되므로 철저한 법규 준수 준비가 필요하다.",카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,개인정보보호법 개정안 시행과 산업계 영향,개인정보보호법 개정,,,,
1444,경쟁사/해외이슈,경쟁사_해외이슈,애플,"레드인 듯 핑크인 듯, 아이폰 18 프로 맥스 다크 체리 실물 유출",레드인 듯 핑크인 듯 아이폰 18 프로 맥스 다크 체리 실물 유출,디지털포커스,디지털포커스,"Fri, 12 Jun 2026 22:50:00 GMT","레드인 듯 핑크인 듯, 아이폰 18 프로 맥스 다크 체리 실물 유출 디지털포커스",https://news.google.com/rss/articles/CBMicEFVX3lxTFBMZHVLNUdVT3JhalNfRE0wZlNMbzNRMVBCb0VsWXRKOTd6bkpGTXY5NVZ4RHVhWmx6ZWhwY2NmbTBmM3VvdUszMThZSkc5QTJQU3hxOVNjZkZtcnZmOVkta0tVTmJFdUFZQ3FuLTd5YVY?oc=5,google_rss_애플 when:2d,103.5,22.0,,,애플,competitor_without_core_entity_or_digital_relevance,,,,,,general,14.0,published_yesterday,direct_risk,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,Y,global,103.5,,,,,경쟁사_해외이슈,OFF_TOPIC,competitor_general_low_relevance,competitor_general_low_relevance:레드인 듯 핑크인 듯 아이폰 18 프로 맥스 다크 체리 실물 유출,카카오 대외협력 관점 간접 참고,2,2,2,,Y,애플 아이폰 신규 모델의 디자인 유출 소식은 카카오의 핵심 사업 및 정책 리스크와 직접적인 관련성이 매우 낮다.,gemini,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:레드인 듯 핑크인 듯 아이폰 18 프로 맥스 다크 체리 실물 유출,competitor_general_low_relevance,,,,
1436,경쟁사/해외이슈,경쟁사_해외이슈,애플,다크 체리 색상의 아이폰 18 프로가 공개되면서 팬들의 마음을 사로잡았습니다.,다크 체리 색상의 아이폰 18 프로가 공개되면서 팬들의 마음을 사로잡았습니다,Vietnam.vn,Vietnam.vn,"Fri, 12 Jun 2026 19:06:32 GMT",다크 체리 색상의 아이폰 18 프로가 공개되면서 팬들의 마음을 사로잡았습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMilgFBVV95cUxPU3dvV0Iydk9BbEFUQy1hOVlaTFVTT3daQVRzMGpZdldHd3lnZWdNUk9QWEpBVmkwYjVhWU1TOV84U3BueEs1Z3Q3NGdaRllra0RGVmc1RmgyRDV0YWJwYTFFUnNpQWFERklDVlRVS3kyb0NYTDRNSTVXeEliTVpObldmSDBCYVpJX0hUMlFkM21DakNPLXc?oc=5,google_rss_애플 when:2d,101.5,4.0,,,애플,competitor_without_core_entity_or_digital_relevance,,,,,,general,14.0,published_yesterday,general,,rumor_or_report,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,Y,global,101.5,,,,,경쟁사_해외이슈,OFF_TOPIC,해외 빅테크 제품 출시,애플 아이폰 신규 모델 출시 및 폴더블폰 공개 (루머),카카오 대외협력 관점 간접 참고,4,2,2,,Y,[1444]와 동일 이슈의 반복 기사 또는 매우 낮은 중요도의 단순 제품 소식.,gemini,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,애플 아이폰 신규 모델 출시 및 폴더블폰 공개 (루머),해외 빅테크 제품 출시,,,,
