검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,제외단계,후보대표점수,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group,매칭대표점수
카카오뱅크,"""스페이스X 한주도 못 받았다""...미래에셋증권 공모주 청약 '무산' - 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5RdHl2N09mNmRUWWgyY3hxSU1qRXlGcTJXeEtQRDJ1MW5XNTNqV2J3ZnVkTDdPS3hXX3djaFlsc2NfQ3AtaDV0S25YckFZQmo4S0c3eC14Wkc3dU80bDByS3BxRlNOcXBQ0gFuQVVfeXFMTjlmUnJHRzB5QU9fU2NrZmhpZ1JXdmpoNklZem1fdnA2akROMG9UOEhXT29CR2ZaMll4a3NhdXUzYWZLTmFRSHFxVzdVTDRFSU1FSmMwZ3pfU2otVXliNmktSEs3MldmNkQ0VlZXOWc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""최대 42만원 환급, 폰 바꿀까""...삼성 역대급 페이백, 통신사도 신났다 - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBLTXk2OHNvNXFwRGU0RkE5SWVaQzdJVWh6QzRmV3I1TEdFcm44SjlYNTUtX29saUw2UkNwcC15NGdBbjhtd1hiUzVtSllUMmVqSnVVUy1UcDkzTDhjcGJ1UHZJQ1VIbjTSAWxBVV95cUxONUk0TUJ6am02WVg1dEJQVnd5RjI3N2QyTDdoYW5lLTVxUlQ5OTdzSlR6TUxzSmZ3ZnJUNkVuQzRzUllpWm5Jb2dRLWJNdjBkU3JoWmFLNlQwbjFIT2NiWEdQTHEwOEdvOHhMZFI?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"AI가 인재 대체한다지만…스타트업들, 'C레벨 수혈' 나선 이유는 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBnTzBTTzJNSTQzblB4bEVRUGJhWk5NYTJnUTktODBkN3ZOS3hBWWU4UVFDc2N2c3U5aFF3dUswRDNRQkZaOVN4UERZQkZncHZycHhwalJtZ3lwVkZGQlJJUXdEbS1Rd3ZOZUHSAW9BVV95cUxPQ2xPUDBMTXBKS2pNMGVQMTlLcHJMUzJaWVlscFlEbnBYaHF5OFp0bXk0SVpmMFNkQ1RHdWZuTi1VSnJ2SFJhNmd3TTVOUG9NNHlLS081cnIwMzRrM3dDRF9CYk5ESkw4OFlxRzkxUzA?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""100년 빈도 홍수, 이제 8년마다""…올여름 극한홍수 대비해야 하는 이유 - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE4tN2lLQ0tPcmF5MTFRbzlHZ21jNGd6Z2I5Ukc3aVMtNE1uSHN3UXNsRU9zZmlZRXYtY015Z0t3dTRqLTJ3WW9WMUkzaV9fRklFTDUzNEhVa2ZTdlpWSDR3OHJpZnZGQ2vSAWxBVV95cUxQR2xIN0VZSEhlTlV5VEU0WG4yZ2ZNa2tqQVpWa3BjVHdtdU13aTFDdWlRZzE3OFdzRDhPQXlyNlBaUU5oSVZPUmd0UFk1ejJaV0VESDlOVWc3Z0dXSExfWUNxRDBIeF9QbThrQk0?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[포토] 크레이치, 헤더골 넣고 점프 환호 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE9xdE9jQkFYckdEQXQ2UGNrdGFSaGt1V282RFdZS1BUalBEVHBOVVdnRzdkN1pHUU5SanVycDZ6dThZY1BBV0xHcGp0RFFvcXltTC1HV3hOSmpONF9aZFZRNUUwaHZMcWU3RnfSAW9BVV95cUxPelptMlJzV2dQNkZZZjh0UmZrdU5RN2RVc1VmSmQ4N2dtVV9taTN3anMtRkNELTRKN1U4WHBNWFdqZmtYU1p6YmZ5RjZIYzJiREtabmZ4QU9oRzI0LXlBVE5XcWhUOXJ6c1RwLWktWjg?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"FIFA, 암표 시장을 직접 운영하다...월드컵 티켓 '수익화'의 민낯 - 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1kQ2NsWDEwTUZ3QmdUUlRjRkNiRlhUY1pSWlJGODRVbWNncGZrbXQxbUZESUI5VjN1b1h2enNwdHpwOUFjQUt0UlhMWXhBS1RUcG5pc1hrN3JWb25YYmJQXzJhWW1rck9u0gFuQVVfeXFMUHVhc09pUlpsemkzd21xMU1lOHlvQjdyRm54Y2otdEw0SUpVRnJkNWhDSnlyY0hIR3NiMWl3UFR2UGdEZUZ4UlJ3UFhJYlN1eUxLVmxMSFV3Wlc1ZEs4b0NqYnYyUllUbW1MN0ZxTnc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"北, 한미 무기거래 규탄…""한반도 긴장상황의 극단으로 몰아가는 결탁"" - 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTFBSM0pweVJ2NF9iT1EwSzQ4RFhNa3YwZ0liaUVIMUNNbXZTbDJqTG5ST1d6M2g1c3FuTW5jMWQzVVNhaDgyMDNtQ2RzMmY3Yk1IOFpXYWl5dG5JN0xOcGZNTTByNzhLU3UtcVg0U9IBckFVX3lxTE9pWVFzTTVMd2FibnpkaC1hQU8zWm9zdGJ2Q0FhRi1xZ1ZET2tfeWFzRkxjNUxxb3diaEZaWk54cFk0R1pKTWJWM3dwYU03SXZDdDUwMl8zZ3pqN3pxa2NtdDZzWFFvZF9rUmc5WjNxdEpmZw?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""로봇 멈추면 큰일"" 젠슨 황과 'AI 팩토리' 세우려면 필수인 이것…한국은? - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1WUDAyVDJUU3ZVOFd6cWlEVUlsTGQya2VHeW1hVVEwY3R6c2lPbWdJQ0xmZG9CblROZ3Y4ZFBMMk5BSVJDaFFfdjRpRjRpUDJRd21TemZ6d0t0NFpDbXZiTjZxSlpaU2fSAWxBVV95cUxNZ2pHcDY5djcwXzEzVEM2Z0VXX1pQV0tnbHNvSWFld09zV0gtS3RndEF4OFRZaUJRWE5GZXNINmxNM09qM0dNd09zOEtrc1hCQnE4QW5RM25SU0tJUXoyNnR5TGxVcnZ5MjcxODE?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""1박에 70만원?"" BTS도 언급한 부산 숙소 '바가지', 이 곳은 2만원에 해결 - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5XTDJtV21qMVNGRmtjNkpMYUpHUEtlc0lkSGRYQWxJU2FMYTc3SFNUNmlwUmpvVmtEb1o0Nm51dzNqc05zdFhzc3ppLThTT2lnQTNBck5kNnlOWXFVaTJaY3JoY0tfSU3SAWxBVV95cUxPWjAyeTJRSzhXUnRSXzNBUWdoRVFyYWxDMHpyQTRJemRlNTkyNk5kSmh5Ni1PTmhjUHQ3Vk9iZUV4cUliNU0zOWNkcmMtb3hiSWpQblByU3ZGQnJiWFhVNkRjcHEzVE1zckNaZ0Q?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""엄마라고 변호사 될 기회 더 적어선 안돼""…'5탈 제도' 고쳐질까 - 머니투데이",https://news.google.com/rss/articles/CBMia0FVX3lxTFBrQzFlNVJVUkFEd1Z2Q05oNG9YNFJpU2ZxckctZnVrV1hOZFBMODUwb09TQVl2OXBORUxtMml5Q1VLeFNDSklCRTloR2dMUUxaZGE4YzFRRFdqOFh3R1BfeV84ZV9DYjF6T2pV0gFwQVVfeXFMUE1VS1ZaeU5adFZ6N0xJWHpuQTBWVjJuYk50cXZKMkotdllqQkNrN2tsQ2RPN2EtSzlMZTlndWxUVzkzYXZUOVJ4b1BLeHRUWVA0U3BrOFhQeHdnSG9zS3cyYzFPcW9KSUhIZGsxZ2Njdw?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""크아가 뭔데"" 추억·상징에도 가차 없는 넥슨…돈 안 되면 다 접는다 - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1SN0RNVFpLczVSTjY4STJtZmhaR3FQV3R2RkRodUFnM2RxV2VMT2MyaEZmbl9fY29wOHhPeXJQUk1jaUxYV3d1WVV5U3VtYnpUREpfVVV6RkJPVDJENEJ3dlp3RVZRbDTSAWxBVV95cUxNUDkxRV9rUnN5VUh5bG1oRWZZcXA5aWJhVTdSanVFYnBRa1c1VTlOaGVLS2NSbDh2WUFFS2pMWmNlUVZmSE13T19jMk5xTlJ5Yk9oemVjR3lUbENtbzVHdnIwZ18xZHZXV2NPMi0?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"'24세 PD' 뽑아놓고 온라인 의혹 일자…과기정통부 ""개인 직접 대응이 바람직"" - 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1BMlhPYVEybWVIQVVZVE1aZ2gzM24wLTFpSDFsWVpyN1MyLW1kU1ZSeEZsYUh6NVVXRGVpOGh3UjlmQlJPYWpmSzcwR0p2UjlSVk1MUi16UVRWWHVtMncxRXo1ZkpIU2_SAWxBVV95cUxNMkZ0Zi1adGZDSWFCZ3hCMDNKS1k5dkFtTGc1V3dSNFYwNmF0MTBBdlVsbUg3eGtOOWs3SFJqaHgyUk5UT2FhZlRmdE14UFRwUXo2c01JRnpQR3FVVVpib0RMTFg3bnhLQmlUeFA?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"서울도 아닌데 ""집값 미쳤어요""...불붙은 동탄 '최고 상승률' - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE9McGk0RG5iRklWNm5PZkxsUmUzanA1dEVnS3ZsNHRKcEo1VzI5NHpyaWRjdk0xR2JrUDhMYUNtN0hKSTA5UnNNYlpBRUxrLW1vb0pLZURsVWxVUDhnOG0yTXFwZ2ZiWVhWcHfSAW9BVV95cUxOQ3hteGY1YW1CQUsxOFVKVU42STJzLUY5dW5qbVk4UjFfM3BuREpLMkx6LXNfSnBuY2dza0pvMDcyelVsMGlxVjVpRUNoWWRoQjRYSjQ5bmhFeWtNNzk4WUs3TmVYUkVuM3VjWWtzdXc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,막힌 뇌혈관 뚫는 '국산 카테터'…바이오 투자 '보릿고개'도 뚫었다 - 머니투데이,https://news.google.com/rss/articles/CBMiakFVX3lxTE9QZk05TTJaOWhPOWdLMV90cXRMUzBVMjlWVlBwWnNyRlBqbXNGT09rbkxHSWE1eXZxam5XbWhYc19BMWZUR2RwTFBoemlPRGl6aDZYTV9iU01VLWxvZ0xTS3NmajdrN1gxT1HSAW9BVV95cUxQdmxYSFpHU3lMU3E2bmEydmdMTEhxa1MzX010eU5vckt1ZklqTUM1aXAwNnRITE0xLXRJOGNMbjlva29DVFhySldtd2Q0cDNKaXpOM3JCbk9pSm0xODZfZUlLQUdhRlBFTHQ3WFhTalE?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[사진] 이승현, 승리를 향한 강속구 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBHdU9FbGZ0TUZrODBZb1lwNFZ5dmZBMWNoNVlNSkItRklJd2MyUHB1aXR1TUZBUDJ4MWtMSS1KVXZjWlFrRmVNUjNWSS0yWndtQWc4OE0wVGMyVVV4ZlJoWXVLNGY2XzRPSlHSAW9BVV95cUxOdTl4cGJ2UnVmZXlqaElFNnR6NV9GZWRyOS1xY3ZyUVFHMGdMd0E1YXJSTFFLb0JTOFE3ajZsUWU0X0ZaMGxBUUtnLXVCcVFpN2ozUUFfUGpfV1NDSzJ0YTM4eGRrNEVreVRUSk5aaW8?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[속보] 북, 한·EU성명에 ""체제존중 위장 내던져…적대 원칙 불변"" - 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1VVkVHYmxkaVlqR0ZNSGNHMFJPOGd0N0pTeHEyZWFDX0xaT2tBLTFQVnRjdG1fcG0xOU1CSlV4VjFyTkt0aDltV3hyM0FOZ21pQWtsWC1KZi1QX2NPcnZwdDU0ZGVfNGxa0gFuQVVfeXFMTnFEZXI0eXVPdTJhOEFjODFUNU05SVIxRmVWLU1QSVVjY3dXU245TGNIWVJyZXdvREYtTUxCTkRqNWQySXdBZFduSDZyNjIzM3dCMUo2dFRhbVlXdXplaGNmcENLTDJCY1pPRVViVGc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,불안 요인 부각되는 러시아…우크라이나 전쟁 흐름 변화 - 머니투데이,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5UNHRKOUFod0N5MEhRcWJ3Rm91emI0SUctV1JHUXp2VklncGxwam1qUHpGWWtfSWdjbXNLZTE2dzgxYm1TaS1BZE1MeU5RS0FPMG96RHlaUExwZTFBY21uWHVjN3BIVXdt0gFuQVVfeXFMT01sTEFxUlN3a0xnM2tXYzl3eHFNMWgxOHpjTWNQQXlVVGE2VGhpQkw2cWtKUTdqamsxWWhtYWhNeVdPeXZEemExd2wyb2tqdmgtZFMxSExVT0pHVi1MYUxWQ3Q3RUNCWmVtZ0pBVVE?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,피렌체로 간 李 대통령…토스카나 주지사에 재외동포·영화제 당부 - 머니투데이,https://news.google.com/rss/articles/CBMibEFVX3lxTFB3d003bGtOcU12V1lFR3ladXVnNi1TSUF4dU5PeWttRnZYNTB6Y3o4Sm9iaXpQaG9yZGpIOUNrUnlUNzBHSGpBcFd4MTZMazNRaXFOT21uRVJERF93V2NNd1N1U2xNOE0yOTBUedIBckFVX3lxTE1KcEc3NFI2ZFd1OUM1M1l0OWVMNTZZbnl5cnJjejdpRHM5bUdzTUpYZEg0YnhDMkUyY2tTUUlLUUdUZjZQZld6dnBWS2VWOGJHbWN1Yjk5QVlZSnRHZGhtYnh4cDFqakJyaWhsTXJ4LTNkZw?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"이용규 '음주운전 은퇴' 여파…장영석, 1군 타격 코치 합류 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE9VQ3FjRlJqN2xTVXcyVGI1bHRjbmZDSXgzSUx6YjJTZlFkaDZidHlJdGNyWTNQN29hMkNXTk84VXpYVlNZZDBTV0ZHT3AzemNERlAwYnBjcEpmVWVFNERWcldyUXJmOGxneGfSAW9BVV95cUxQN2pLYkZPdm9US2tNcHBzSWVLWEEwUEcyNngteDJjM3V0d1dwUHZNaTlMd2psUkFXVkhkb0xIRFZpMlNfM3FOTXV3bEFNOTR6UlFtT2RqTFZ5MEtuYjBUNEFDWS1ZdGZ2dEU3clFzRDg?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[사진]오현규-이강인-이태석,'즐거운 회복 훈련' - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE1yQzJaWTJHVUlVX1VvZERNdmxTLUdLbFBqTDVmNG1TVXJYNF9ETEhBNFZQeDVqQWdYWk5SSExaRFA2NE9aMDdmeTNhNVBWQXFPSWM0ZmRVQkhpblV1RUoxZ08xSWozQnZrNFHSAW9BVV95cUxNU2ZzR0hISFJtWm5qZ0N5M0ZpM3ZKZVJCNGRVZXkwUXFRaC1oZUtFWXd4UVQ5ZDF4Y1YtMG92VlprYzlwanNFWGtvU0tTc3JiaE1Rdi1WVS1POVlLcWpYS0ltLXg1dFRPal9lX29sblU?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"영천 폐기물처리 공장서 불, 6시간 만에 진화…1억 재산 피해 - 머니투데이",https://news.google.com/rss/articles/CBMia0FVX3lxTE9KUzNUZ2Q5LV9YMW1pdHlwYUJTT19FdEQzLWFjdV96MW9zYlVydzV3YzBsa2dGMWthR3ZKMjZ1Mm9WcjdEWi0wbUJlZ2tkVUhLS1NRZVJGUF9abGtVR2VrNkdNMmVidGNmMEc00gFwQVVfeXFMT2o4V3MwMFp4OFpmRUhwVDRGaWpCNFREcGF6RWpkcHhNQWNkX1hlVWpyM0JlTDlzNGRCMDdqMHdBUmF5QVhnTXJCWC1uZDVTSHllVnp1WTR2dEIzaVRLaVZIV2ptVG45OC1WNHlzbzlVQg?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[투데이 窓]AI 3강이라는 목표, 다시 묻는다 - 머니투데이",https://news.google.com/rss/articles/CBMia0FVX3lxTE9Fb0ttd1lnak9aS0Q1eUJOUDNuOFFmd2hZNFRjOGNxd01nYzBVbjZ6bTE5cHo0bmxnM3pEM3FBbG5uRXZQbHV1WXJxVEQyV0ZZRW4xb3J0RHRZMVpwcWtNaW9GLWdNbnVDYlFn0gFwQVVfeXFMTmQ5alRueWhvY2ttNzN3NjZoY29SMnBsRG91OVgyRkxCa1dKY3BuNHpvTTkzM3ZqeFVwSjQ1cHNrcEczQ1E1OHdSeElWTzNmVkR4OHIxMkR6NTNGc2ZSbjJxaFFKRVYxMzNnRjNwcjlwOQ?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,의사가 먼저 찾았다…AI 재활 운동 플랫폼으로 병원 '뚫은' 이곳 - 머니투데이,https://news.google.com/rss/articles/CBMiakFVX3lxTFBHWFhWMjJocXdlc2lvVXNTQ1VoZHRqT284dGRCbXMxdzczUEdtMzdfRGVUZThITWlyTmlibVlaaFV1Mkl5UndsZ25qVGRCelRfNTRONkxjUkc4Wi0tdHJOY2RyVm1JM2pYd0HSAW9BVV95cUxNeXl4ZzNHUXN3Mks2cU94YmdiNzY5blVkUjJMQVItSDIzVEFYN1NFRnlGNGlrWTJLdWpJaXZZYmVKVGhEUTVOUDZTcEhvMldONDZmM1VMTGVsN1MydXhvUHB2VUhRcnpHcnU5MTZyZ2c?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"22억 신고가 찍고...""이 가격에 팔긴 아까워"" 동탄 매물 잠겼다 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBwMHM5U3RtWjByUEpZc0dlX3JKVVhYc19QbXkwbl9jVmdBN0wtenVMQW5qdTN6MGEzbGVJSHZlWWlfLXd2MjlkTEstWnFCdTdjSTFqMlZGNzA3Q2dPNmZTYTFJUTUtN1BRbmfSAW9BVV95cUxOVjVVWDJpMm5Zem1JUllYc2ZUV05qVDFDbUdvVUhKSjUtaHRpUGdFdV9DSGFrUEJkbENkMnNuVmtEVUVHZlA0ZnZyamJ5eC12MGp6aG9ZNFlZUC1YeTVwakVTSnNIQ0p4blptY21hTDA?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,체코 꺾은 홍명보호 피파랭킹도 '대박'... 무려 20점 넘게 올라 3계단 '껑충' - 머니투데이,https://news.google.com/rss/articles/CBMiakFVX3lxTE1Eak1pRVFMMmZrX2dWLWRsd2Z5azJFeGZUUEcxeldLcGpiSjFJam1lbTNxTzBuVlo0Z0k2UFROUG9iUFlkdm1GSzljMnY5S2xkSlVORUt1TlFYa3I1MjF5eGQ5THk3WGFWMGfSAW9BVV95cUxQLTZidElSX3o1VG5VWEdnbWlxWHZvM2tac1JTdV9LLV94eXl3bVh4MWRsa0NOaDhhUVJrNWdfdTdPVW9HV0g4VjdCeWJFcnVuYnVDR0tMZjA2ZW9hdXBNZk5kdkl0a2xVY2dxSThSZXc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[사진]박동원-손주영, 마무리 좋았어 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBWYUxQeEZhejMtanVIX3hBQ3YzNXJjY3VWQzRWMFhpQW9yRGtkcXZ2N01oZkJnT1E4VGNzMGhGVldhajVfWXl6dFNiOXFacEdqbU05cDdfUlJfbjZEZjJpZEdzckVkdXl3UmfSAW9BVV95cUxOSUxsZkZYaHZqTUxnVXByVm05TjBsNFJ4S3JGYTFaZ3NtNW9hVXpLay15SGpQenNPOHl2dXVEZGVyaDFfMEdnSmtjYWFadFZBRUFPa3dvTFpTV08wS2g1MTdvX01mNm9xbWlJZ3N6eW8?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"이란 외무 ""최고지도자 모즈타바 승인 받아…美 합의 임박"" - 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBGYWtfd1NxNkVoLUpycHJmUnh3WW1ibXA5eXhNTndaTjVnZzRTWTRmTW4xWWp0cldzd280cktTdC1oTUFqMGFNdzhSdEpCUDBMeTV0NUtOM2wyVkllZGdOTlR4NUhkOHo40gFuQVVfeXFMUFRYLXlzVWR1eXJEUzhaXzV5QnBJdDNZN1U3ZWtadWJzQi1QM3Q0S2hLTVNIdkcwb3dTYmRfUVlIS3N1SG04TE9XbnMyZVN0azE0UUp4dkNoZWhhbGdHcERROWFTc0Q4SkVvM0tUZ2c?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,미·이란 휴전 임박 속 호르무즈서 드론 충돌 - 머니투데이,https://news.google.com/rss/articles/CBMiaEFVX3lxTFB2MVV5amFpNEc3MlpDTTNXNUx1V0RqRjMxVkZKX0xzQjFSM2lKTjlGNzNUVDNCVlpsUTFWT21NdE94UnBsZl83MlNJUGVNNkh1X213X0drSzQzajhjbnZ2aTlzMjc2RnNu0gFuQVVfeXFMTXY4QXVMS1pKbzlfNGJqeG1ualEtNEp5T0toRUJ2OEVXay02d1U5eVRDczdzUmdzdmxRWFJnRWJHbHJwMGZ1UzF0blVxN21yWThCSXhBaTBrQWl1UzhHVjQ5VlRhOEt4cVpWR09pM3c?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"'최고 152㎞' 고우석, 1이닝 1K 퍼펙트→3G 연속 무실점! 'ERA 2.95' 빅리그 무력 시위 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE5zOTQ3YzNVU1VyRTlxZER4UG9UMEZhcS15VzJsWUFRRW93eXhWMVl5SXhqZzZNNjU4ZWlXei13NER5dTJBMVloRkRmRWw2bC15V3cxZ2xLWnpOT3Jxd0hMRldTRFloUGxGeVHSAW9BVV95cUxNZmdXZG1kUFJ5NVh0X29JVjN2ekhBWjc4U0duTWs4bEhIZHRHOXEwd2FVNW5RVEVWcllTSGtUSVNweGpVbnlmT2UtSlYzbHI1Z21ucjBnLWZsNzZzd1RfNksyc2pzX1JHRHZ1RzRudmM?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"""AI가 인도 밥그릇 뺏나""…오픈도어 인도 사업 전면 철수 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE9IVk9KYWRCNTV3RjY2ZDc5bU9UUDBVYTAtRXNxVWZoNzJOZ0NqdXhuc3J1QkhCZ2FHVERqYkx4eFo0UXZoT1NjNHlxaXJabWhxQW9uVTVNbS1MNnlDMWRyUktBVTNYV1NLOVHSAW9BVV95cUxONk9BVXF2WmNsWTU2QTZUOHoyYzE0dzdEeXhEemxJdy1QaVZxaGxrSTlHT1ZMa2h1dElULWkySVYyY3VKMUFYY3FoTDUxSEs3YUVBWWN3dy1HRXh6Tk9VekRqMzk0Ql9YZHlaaTF4bWc?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"신세계인터 비디비치, 일본 시장 공략 가속…올해 매출 14배 목표 - 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTE03SWNMbnhtQ3ZMRVU3LTZENnlPbjlMaDZfaldwbktNVzlYalNUSHM0QXdxY0s1TUNrT3F1cjNmSEczb0Uxb2xISVpGNDVqRkhBbVhoQnByNDBnSnpRbXM1Z2VDYkRCb3Y1TlHSAW9BVV95cUxPczlCdDY0MjRza1V6QmRTRG1oR1RyUjZLbl9oSk9wLWM5TkItd2tZaDZJWTliMjFZbHFNalRuUzR2WXowRk8zX2NBNlVveUt5SlZpeVpTd2R2cWVKemtlMXZUQ3ZOTU5Wb0VocWVBWlE?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오뱅크,"[단독]'예능 출연' 유명 테니스 코치, 검찰 송치…'연인 영상' 몰래 공유 - 머니투데이",https://news.google.com/rss/articles/CBMia0FVX3lxTE1zUW44MENPc3RfVnlHOW8xcnRIcFRGNlRVVFRiV0VmNEJFMGRVY21US0l6MDZRMndBdHhmU2ZvZ1JRbDAtWkRyNGtfUkJIS25XVkl4SlJ1WFBzSEJhOFhFZk9NNXhLQ1ctVjI40gFwQVVfeXFMT1dqVV9rYndxeEt1WWFjeF9pMUZvWEs0U1d4X0JiYmxsM0FLcGpzYVg5X3hGX245ZEdmUkpnMFp2UXFwbnJUM0dEV2JPN0lKZDV2Y2JFT2VBTGZhVWVCbk9XRTN5QzdIOVFGSWNzS0p4MQ?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
