id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
3152,산업동향,산업동향,인공지능 산업 동향,중동 리스크 식자 월가 AI 레버리지 부각… 글로벌 산업 지형 ‘새판’,중동 리스크 식자 월가 ai 레버리지 부각 글로벌 산업 지형 새판,산업종합저널,산업종합저널,"Wed, 24 Jun 2026 00:25:09 GMT",중동 리스크 식자 월가 AI 레버리지 부각… 글로벌 산업 지형 ‘새판’ 산업종합저널,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1ZT0N6TjlyU1ZwZkdlWEFGS3QyS3N0Z2hXLXZFeHJpdEJMQ3VEV1F2bUwxSm5HX2hWQlFZRldlZ0c1TGg4c0FoM2F1dHp6dEhhMWxB?oc=5,google_rss_인공지능 산업 동향 when:2d,-67.75,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,29.0,published_today+exclusive_breaking,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-67.75,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:중동 리스크 식자 월가 ai 레버리지 부각 글로벌 산업 지형 새판,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:중동 리스크 식자 월가 ai 레버리지 부각 글로벌 산업 지형 새판,government_ai_core_policy,,,,
1213,정부/국회,정부_국회,금융감독원,"금융위, '고객정보 유출' 롯데카드 제재 본격 착수",금융위 고객정보 유출 롯데카드 제재 본격 착수,네이트,네이트,"Mon, 22 Jun 2026 15:31:00 GMT","금융위, '고객정보 유출' 롯데카드 제재 본격 착수 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBIRDJ2X2pUZktoOHdzMEc4eUF3NWdRU09JQVE1NTg5TmpqQmVwWmNIOGFfQUprNUN5cVYtQkc2ZGg0eHc3Q20wS1p5MlFadnZwWnV3?oc=5,google_rss_금융감독원 해킹 when:2d,-68.0,54.5,"legal_regulatory_enforcement,privacy_security_reliability",legal_regulatory_enforcement,금융위,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-68.0,"legal_regulatory_enforcement,privacy_security_reliability",government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation:sanction_penalty,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
288,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"""한 판만 더…"" 당근·카톡·네이버, 지독한 '미니게임 록인' 전쟁 - 머니투데이",한 판만 더 당근 카톡 네이버 지독한 미니게임 록인 전쟁,머니투데이,머니투데이,"Wed, 24 Jun 2026 02:15:43 GMT","""한 판만 더…"" 당근·카톡·네이버, 지독한 '미니게임 록인' 전쟁 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBvTlFpSTJoS2g0YlhKdzdiWXhMa1lNd2MydTRHWW9DaWlrTU9ERjcxczl0VndGd2VacXBPcUFaTXcwR0h4R3dNQzlOVlpmQ1FGMHFkMXh3Vld0cnBrbmJ1LVVZSDFCcTjSAWxBVV95cUxNTUk3bnpNcHBuVGxRS3ZranZveDFoWTZoOGxHWVlfeXpObVNhRkVWOEZFOFdUNzdKSVVLNDFOYVlVcWl0T1Z1UEF4Vk5vS01aYUQ1RV9oYzJnTUp6V2Mwa2RhMkprZlJwa3pTWDA?oc=5,google_rss_카카오톡 when:2d,-68.2,-67.0,,,"네이버,카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,-68.2,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:한 판만 더 당근 카톡 네이버 지독한 미니게임 록인 전쟁,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:한 판만 더 당근 카톡 네이버 지독한 미니게임 록인 전쟁,self_filler_reference,,,,
1222,정부/국회,정부_국회,금융감독원,"금감원, 보험사 내부통제 고삐 죈다…GA 정보유출·부당승환 책임 강화",금감원 보험사 내부통제 고삐 죈다 ga 정보유출 부당승환 책임 강화,보험매일,보험매일,"Tue, 23 Jun 2026 06:09:52 GMT","금감원, 보험사 내부통제 고삐 죈다…GA 정보유출·부당승환 책임 강화 보험매일",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9jLTVuaUJTZ3phNWxkVEJPeGRzNUpHVmJEbm9mYjNidHMtTVpnRmg2M1NDTDBWRzVxYnJzRnUyZmZuQXA1SHNEMkdmUjBhNG4tUnBLZXlVa2phcHAyWEpNTVh4UC1zcHpV?oc=5,google_rss_금융감독원 개인정보 when:2d,-68.5,44.5,privacy_security_reliability,privacy_security_reliability,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-68.5,privacy_security_reliability,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation:general,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
1227,정부/국회,정부_국회,금융감독원,"금감원, 보험사 내부통제 점검…GA 정보유출·1200%룰 관리 강화 주문",금감원 보험사 내부통제 점검 ga 정보유출 1200 룰 관리 강화 주문,네이트,네이트,"Tue, 23 Jun 2026 05:23:00 GMT","금감원, 보험사 내부통제 점검…GA 정보유출·1200%룰 관리 강화 주문 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5HYlVGanI2NHN3ZTRFTjgzbUtJZGlKSjBIYW9LUUpKNGlWUWI3VXdkU2hiclRUcGVVQks3YkphU2ZfRU9FbUxUVmk1Vk5WU0VIenBz?oc=5,google_rss_금융감독원 개인정보 when:2d,-68.5,44.5,privacy_security_reliability,privacy_security_reliability,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,investigation,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-68.5,privacy_security_reliability,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation:general,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
1236,정부/국회,정부_국회,금융감독원,"GA 정보유출·부당승환에 칼 빼든 금감원…""보험사 책임 강화""",ga 정보유출 부당승환에 칼 빼든 금감원 보험사 책임 강화,네이트,네이트,"Tue, 23 Jun 2026 05:21:00 GMT","GA 정보유출·부당승환에 칼 빼든 금감원…""보험사 책임 강화"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFB5V1hPYk9jNW9PS01KdzF2aGxTQVg4NnloWHhYcHdqS0lVQVd6dThYTDJ5c1hvUHZCSFE3azl1Sk1nTzdCbmJxQjVXbWdjQ0x1NW53?oc=5,google_rss_금융감독원 개인정보 when:2d,-68.5,44.5,privacy_security_reliability,privacy_security_reliability,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-68.5,privacy_security_reliability,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation:general,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
1218,정부/국회,정부_국회,금융감독원,"금감원, 보험사에 GA 관리 강화 주문… “정보유출·편법영업 책임 물을 것"" - 조선비즈",금감원 보험사에 ga 관리 강화 주문 정보유출 편법영업 책임 물을 것,Chosunbiz,Chosunbiz,"Tue, 23 Jun 2026 05:20:00 GMT","금감원, 보험사에 GA 관리 강화 주문… “정보유출·편법영업 책임 물을 것"" - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMigAFBVV95cUxNaTlXS0FsTnM0SmNCbWJYOGs4aXFGMFJvNHpyTV92SWtZNXV4d19maXJqUFk0RkhSSjRnckZVLXMtM0I1MVVfUXNPdC1aZFhlN29qUS1wNW5STWpHUlpvR0ZSTkRwVDg2cmEwZjcwSTJXWmNJTWFJVllCbzI2MUwtVNIBlAFBVV95cUxOa1RlN2lCNXBKd0lLN0JBdm5sSWpsZUpGZExtcUdxa2o1RDZlSW1SSUo3ekZaX0N4cGFTWTBQMUhVeXdaQ2hrcTBpSTRyRTd0NkRJb29xb2ttYklkeEotTmI0dVoycThWcWJHbkI1dEJBSFNRYmVxd3RYM0pwVm44QTRrbllNLTI1aTNueVRFbm50Rlhp?oc=5,google_rss_금융감독원 개인정보 when:2d,-68.5,44.5,privacy_security_reliability,privacy_security_reliability,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-68.5,privacy_security_reliability,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation:general,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_data_protection_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
1524,정부/국회,정부_국회,플랫폼 규제,"""암표 막되 선의의 소비자 보호해야"" 전문가들, 시행령 보완 목소리",암표 막되 선의의 소비자 보호해야 전문가들 시행령 보완 목소리,뉴시스,뉴시스,"Tue, 23 Jun 2026 02:04:41 GMT","""암표 막되 선의의 소비자 보호해야"" 전문가들, 시행령 보완 목소리 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE00SDhJX1JnU25ta3VrcnVpT0pPR2l1S3B1Q2N5dnFEVTRJbVJvcGFseVBfTE8wNzYzRGV3Q3h6QXVxSFJVYzRicFUyYnN2anNCTnRoQnYwTGQxRXdZNmNIUjZoQUhNeFVUQ3pHTldkcllQRzRSTVhiUNIBeEFVX3lxTE00SDhJX1JnU25ta3VrcnVpT0pPR2l1S3B1Q2N5dnFEVTRJbVJvcGFseVBfTE8wNzYzRGV3Q3h6QXVxSFJVYzRicFUyYnN2anNCTnRoQnYwTGQxRXdZNmNIUjZoQUhNeFVUQ3pHTldkcllQRzRSTVhiUA?oc=5,google_rss_플랫폼 규제 when:2d,-69.0,43.0,policy_legislation,policy_legislation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-69.0,"policy_legislation,market_power_platform,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,,
3155,산업동향,산업동향,인공지능 산업 동향,"디플리, 보쉬 그룹 협업 챌린지 기업 선정… 음향AI 솔루션 독창성 인정 받아",디플리 보쉬 그룹 협업 챌린지 기업 선정 음향ai 솔루션 독창성 인정 받아,FA저널,FA저널,"Wed, 24 Jun 2026 01:45:44 GMT","디플리, 보쉬 그룹 협업 챌린지 기업 선정… 음향AI 솔루션 독창성 인정 받아 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTE1YaGdBcmpqZms2YmpWMldqU2xDbWxURU1IbHFtWTk5WjZXSllnQmRacThYSERsdWltQlJxUkhVZjQ2RER4U0xKQnhfdFBOWDN2OGxDdzgxQ3Q1V0dHa1doUmF3S2VLY2RELVZv?oc=5,google_rss_인공지능 산업 동향 when:2d,-69.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,24.0,published_today,business_change,,general,,"weak_form_without_full_basis:actor=False,change=False,bridge=False",0,,,,-69.0,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:디플리 보쉬 그룹 협업 챌린지 기업 선정 음향ai 솔루션 독창성 인정 받아,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:디플리 보쉬 그룹 협업 챌린지 기업 선정 음향ai 솔루션 독창성 인정 받아,government_ai_core_policy,,,,
3170,산업동향,산업동향,인공지능 산업 동향,‘2026 대한민국 전기산업 엑스포’ 개막… AI·반도체 시대 견인할 전력 신기술 한자리에,2026 대한민국 전기산업 엑스포 개막 ai 반도체 시대 견인할 전력 신기술 한자리에,기계신문,기계신문,"Wed, 24 Jun 2026 00:56:32 GMT",‘2026 대한민국 전기산업 엑스포’ 개막… AI·반도체 시대 견인할 전력 신기술 한자리에 기계신문,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1zaWlBMUdRbnpIamxrOUJCYV9kT0tiaWVBVldjeWo5VGV6blBEZVA0cThIcERtQU1nX09zZFZQa1RQNm0zcVhEa2RraVBKUEZPMmRxRlV2Tmt6WjJGcGZVVDFiWmN4UQ?oc=5,google_rss_인공지능 산업 동향 when:2d,-69.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,"v27_industry_without_two_of_three_basis:insufficient_industry_basis:actor=False,change=False,bridge=False",,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-69.0,ai_infrastructure_security,industry:ai_infrastructure,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:2026 대한민국 전기산업 엑스포 개막 ai 반도체 시대 견인할 전력 신기술 한자리에,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:2026 대한민국 전기산업 엑스포 개막 ai 반도체 시대 견인할 전력 신기술 한자리에,government_ai_core_policy,,,,
3206,산업동향,산업동향,플랫폼 시장점유율,"디지털 실물자산 거래 플랫폼 비단, 국내 첫 ‘e커피’ 출시",디지털 실물자산 거래 플랫폼 비단 국내 첫 e커피 출시,한스경제,한스경제,"Tue, 23 Jun 2026 22:53:28 GMT","디지털 실물자산 거래 플랫폼 비단, 국내 첫 ‘e커피’ 출시 한스경제",https://news.google.com/rss/articles/CBMib0FVX3lxTE1mMEE5cmtzei1nNVdfZUk0RFphUXFHUXpab215czNPNzBhbW10LUVRVWFMbDl6RGdUZEJndkNraWh3WkY5WXVCV2dEN3Q3Szc2NWd6MGgzUmN4c3JiRFAyaFMydGprcm5VZEJUdGkyWdIBb0FVX3lxTE1mMEE5cmtzei1nNVdfZUk0RFphUXFHUXpab215czNPNzBhbW10LUVRVWFMbDl6RGdUZEJndkNraWh3WkY5WXVCV2dEN3Q3Szc2NWd6MGgzUmN4c3JiRFAyaFMydGprcm5VZEJUdGkyWQ?oc=5,google_rss_플랫폼 시장점유율 when:2d,-69.0,9.0,market_power_platform,market_power_platform,,v43_not_structural_industry,,,,,,general,24.0,published_today,general,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"weak_form_without_full_basis:actor=False,change=True,bridge=False",1,,,,-69.0,market_power_platform,industry:general,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,global_incident:platform_regulation:platform_sector:platform_regulation,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local,,,,other,,,global_incident:platform_regulation:platform_sector:platform_regulation,industry_structural_change,,,,
3165,산업동향,산업동향,인공지능 산업 동향,"슈나이더일렉트릭, AI 시대 반도체 제조 혁신 방향 제시",슈나이더일렉트릭 ai 시대 반도체 제조 혁신 방향 제시,전자신문,전자신문,"Tue, 23 Jun 2026 06:01:09 GMT","슈나이더일렉트릭, AI 시대 반도체 제조 혁신 방향 제시 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1TTVJNNVhjVHU5cTdaelJPYUdIeG43eGhPNkNoUkRNYXpOd1ZWa09OTEtWVzdmU01wd3VqbHdBRlNMRHRaQ0N2TTZmOGEwZw?oc=5,google_rss_인공지능 산업 동향 when:2d,-69.5,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-69.5,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:슈나이더일렉트릭 ai 시대 반도체 제조 혁신 방향 제시,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:슈나이더일렉트릭 ai 시대 반도체 제조 혁신 방향 제시,government_ai_core_policy,,,,
1527,정부/국회,정부_국회,플랫폼 규제,암표 막고 소비자 보호…“암표방지 시행령 보완해야”,암표 막고 소비자 보호 암표방지 시행령 보완해야,헤럴드경제,헤럴드경제,"Tue, 23 Jun 2026 02:28:12 GMT",암표 막고 소비자 보호…“암표방지 시행령 보완해야” 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1SQS1NaGl4REVTZmFkVEtqZ0VDME5SVEFMRnV2ZXBkWl9mNkRPTV91VFcxX1ZnbXJ0WW9KU3RMRW5XY1VES2FrLU5GNUFjRWYzQmtKamR3?oc=5,google_rss_플랫폼 규제 when:2d,-70.0,43.0,policy_legislation,policy_legislation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-70.0,"policy_legislation,market_power_platform,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,,
3164,산업동향,산업동향,인공지능 산업 동향,"삼성·SK, 호남에 첨단 패키징 공장 짓나…이 대통령, 이재용·최태원 연쇄 회동",삼성 sk 호남에 첨단 패키징 공장 짓나 이 대통령 이재용 최태원 연쇄 회동,nbn 시사경제,nbn 시사경제,"Tue, 23 Jun 2026 00:48:58 GMT","삼성·SK, 호남에 첨단 패키징 공장 짓나…이 대통령, 이재용·최태원 연쇄 회동 nbn 시사경제",https://news.google.com/rss/articles/CBMiakFVX3lxTE5nZm02SWljY182a01tdm5fVHVQb3dpbWtDbzZvTklFNVZaZTQxNG1ncXRTRkc2ZjZlN0NuNF9FYTB4Vi1qb2dUU0J0UU9EOU9lZTNnZkE0RjZHSmJMSVlVcUpUNXhON3pTa0E?oc=5,google_rss_인공지능 산업 동향 when:2d,-70.5,2.0,,,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-70.5,ai_infrastructure_security,,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:삼성 sk 호남에 첨단 패키징 공장 짓나 이 대통령 이재용 최태원 연쇄 회동,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:삼성 sk 호남에 첨단 패키징 공장 짓나 이 대통령 이재용 최태원 연쇄 회동,government_ai_core_policy,,,,
3205,산업동향,산업동향,플랫폼 시장점유율,"GS네오텍-센드버드, 차세대 AICC 시장 공략 위한 파트너십 체결",gs네오텍 센드버드 차세대 aicc 시장 공략 위한 파트너십 체결,네이트,네이트,"Tue, 23 Jun 2026 20:10:00 GMT","GS네오텍-센드버드, 차세대 AICC 시장 공략 위한 파트너십 체결 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE1ZLXllenZ1dDJWa3F4dEVVb05CbWR1WW9fSWNqQXB3R1N5eThMSzZhNEswM1NBcnUzeW5kWWJ0T3Jtay1LNE00OEFOVG9oazktaE4zczZCSnkzZExiRmFLemlTa01ibi1xLVY4OWl6OXFmLVZPSkJYdw?oc=5,google_rss_플랫폼 시장점유율 when:2d,-71.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,24.0,published_today,business_change,,general,,"weak_form_without_full_basis:actor=False,change=False,bridge=False",0,,,,-71.0,"market_power_platform,ai_infrastructure_security",industry:ai_infrastructure,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:gs네오텍 센드버드 차세대 aicc 시장 공략 위한 파트너십 체결,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:gs네오텍 센드버드 차세대 aicc 시장 공략 위한 파트너십 체결,government_ai_core_policy,,,,
